"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__text","messages__edited","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__width","messages__height","messages__reply_to_message_id","messages__text__type","messages__text__text","messages__photo","messages__forwarded_from","messages__text__href","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen","messages__sticker_emoji"
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","12138","message","2020-08-30T07:18:30","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Решили перекыть полностью пл.Независимости. Но.\n","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","1280","720","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","\nСложно перекрыть ВЕСЬ МИНСК )","","","","","","","","","","","","","",""
"","","","","","","","","\n","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","12139","message","2020-08-30T07:20:22","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Женщины - космос!\n","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","31","1280","720","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","12140","message","2020-08-30T07:21:55","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","От перкрёстка Ленина/Независимости идут в сторону Немиги\n","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","1280","720","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","12141","message","2020-08-30T07:22:45","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Ну хоть побегают ребята. А то совсем, наверное, скучали в своих грузовиках всю неделю сидеть.\n","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","23","320","568","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","12142","message","2020-08-30T07:24:55","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","","","","bold","Несколько тысяч человек заблокированы ОМОНом на проспекте Независимости на участке от КГБ до улицы Ленина!","","NEXTA Live","","","","","","","","","","","",""
"","","","12143","message","2020-08-30T07:25:30","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Не дают пройти дальше, все возле ГУМа.\n","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","link","https://t.me/minsk_new/345716","","","","","","","","","","","","","",""
"","","","12144","message","2020-08-30T07:30:01","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Лукашенко, тебе.","","","","","","","1276","956","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","12145","message","2020-08-30T07:30:45","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","720","1280","","bold","Минск","(File not included. Change data exporting settings to download.)","TUT.BY новости","","","","","","","","","","","",""
"","","","","","","","",". Вид на проспект Независимости с высоты.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12146","message","2020-08-30T07:31:38","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Силовики окружили толпу на проспекте Независимости. Люди пытаются с ними разговаривать.","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","45","1280","720","","","","","TUT.BY новости","","","","","","","","","","","",""
"","","","12147","message","2020-08-30T07:32:53","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Мы ни на что не намекаем )))","","","","","","","1280","620","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","12148","message","2020-08-30T07:33:06","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Некалькі дзясяткаў тысяч дэманстрантаў ідуць праспектам да Кастрычніцкай ад плошчы Перамогі","","","","","","","","","","","","","Наша Нiва","","","","","","","","","","","",""
"","","","12149","message","2020-08-30T07:35:41","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Такое ощущение, что не силовики окружают людей, а люди окружили силовиков.\n\n","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","link","https://t.me/tutby_official/12797","","","","","","","","","","","","","",""
"","","","12150","message","2020-08-30T07:38:40","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","","","","bold","БЛОКИРОВКА ИНТЕРНЕТА","","","","","","","","","","","","","",""
"","","","","","","","","\n","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold"," ","","","","","","","","","","","","","",""
"","","","","","","","","\nЕсть информация что в 15.00 +- обрубят мобильную связь у всех операторов (возможно домашний интернет тоже).\nНа мобильном телефоне - попробуйте перевести в 2G, если пропадёт интернет. Некоторым помогало.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12151","message","2020-08-30T07:42:27","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","«Пока что я вижу это то что они хотят людей спровоцировать на насилие и тем самым оправдать все свои действия»\n\nПоддержу этот комментарий.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold"," Внимательно следите за провокаторами","","","","","","","","","","","","","",""
"","","","","","","","",", которые могут быть в толпе и своевременно их обезвреживайте.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12152","message","2020-08-30T07:43:28","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Тысячи людей идут по проспекту в сторону ГУМа.","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","58","1280","720","","","","","TUT.BY новости","","","","","","","","","","","",""
"","","","12153","message","2020-08-30T07:47:03","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Мы стараемся вести стрим в текстовом виде тоже, чтобы при плохом интернете хоть что-то было видно.\nПрисылайте сообщения на ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp_bot","","","","","","","","","","","","","",""
"","","","12154","message","2020-08-30T07:50:11","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Менск. Дзясяткі тысяч людзей ідуць на Кастрычніцкую плошчу, далучаюцца людзі з боку парку Горкага, вуліцы Янкі Купалы. Іх ніхто не чапае, міліцыянтаў у раёне цырка ня бачна.\n\nЧытачы з розных частак Менску паведамляюць, што пачаліся праблемы з мабільным інтэрнэтам ад МТС","","","","","","","","","","","","","Радыё Свабода — Беларусь","","","","","","","","","","","",""
"","","","12155","message","2020-08-30T07:55:39","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","720","1280","","bold","Минск","(File not included. Change data exporting settings to download.)","TUT.BY новости","","","","","","","","","","","",""
"","","","","","","","",". Протестующие на проспекте Независимости двинулись в направлении площади Свободы. Читатель сообщает, что за кордон силовиков приехала скорая помощь.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12158","message","2020-08-30T08:03:43","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Новости от дворца и площади флага:\n«Омон становится по внутреннему периметру дворца независимости, много подвезли на белых бусах, пока проспект не перекрывали»\n\n«К дворцу подъехали очень много автобусов с омоном, продолжают высаживаться»","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12159","message","2020-08-30T08:06:20","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Пишут что отвалился МТС и лайф. А1 пока тянет.\n\nА ещё нужны будут «глаза» на пр.Победителей возле Комсы и дворца, а так же по маршруту, который указан по ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","text_link","ссылке","","","https://t.me/belamova/9753","","","","","","","","","","",""
"","","","","","","","","(для тех кто дома и с интернтеом).","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12160","message","2020-08-30T08:07:23","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Только посмотрите, как десятки тысяч людей пропускают машину скорой помощи на улице Ленина в Минске!","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","1080","1920","","","","","NEXTA Live","","","","","","","","","","","",""
"","","","12161","message","2020-08-30T08:09:44","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Возле дворца Независимости уже окапываются: согнали ВВ, зомби-мобили, поставили БЧБ-отбойники","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","720","1280","","","","","Чай з малинавым варэннем","","","","","","","","","","","",""
"","","","12162","message","2020-08-30T08:13:03","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Нужен апдейт по ситуации на независимости возле Книгарни/Лакомки. Можно текстом в бота. Что там сейчас происходит?","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12163","message","2020-08-30T08:14:17","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Теперь понятно, для чего нужны были забастовки )))\n\n«В 15.15 заканчивается 1 смена на Атланте. Куда они денут сотни людей, которые не смогут уехать на общественном транспорте»","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12164","message","2020-08-30T08:15:17","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Оцепили флаг ) \nПерекрыли пр.Победителей возле дворца, и ул.Сапёров.","2020-08-30T08:25:05","","","","","","720","1280","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","12165","message","2020-08-30T08:22:33","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Люди разбирают пластиковые отбойники, которыми огородили палац и строят БЧБ!","","","","","","","629","841","","","","(File not included. Change data exporting settings to download.)","Беларусь головного мозга","","","","","","","","","","","",""
"","","","12166","message","2020-08-30T08:26:41","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Галава калоны дайшла да стэлы, там -- агароджа, калючы дрот, а таксама шарэнгі салдат. У большасці салдат -- баявыя патроны. Людзі стаяць каля іх з плакатамі, стараюцца весці палітінфармаванне, кажуць: ""Мы ж адзін народ"". З дынамікаў -- музыка ваенных гадоў. Мабільны інтэрнет не працуе","","","","","","","","","","","","","Наша Нiва","","","","","","","","","","","",""
"","","","12167","message","2020-08-30T08:30:34","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","К слову, армия себя ещё не запятнала (ну, кроме всяких хреновых генералов).","","","","","","","960","1280","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","12168","message","2020-08-30T08:34:51","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Похоже связь легла полностью. Присылайте текстом сообщения о том что происходит в центре на ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp_bot","","","","","","","","","","","","","",""
"","","","","","","","","\nили СМС на ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","phone","+375296475457","","","","","","","","","","","","","",""
"","","","12169","message","2020-08-30T08:37:19","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Пробились фото со стелы сейчас! \n","","","","","","","1280","720","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","12170","message","2020-08-30T08:37:19","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1280","720","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","12171","message","2020-08-30T08:37:20","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1280","720","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","12172","message","2020-08-30T08:37:20","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1280","720","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","12173","message","2020-08-30T08:37:20","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1280","720","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","12174","message","2020-08-30T08:42:11","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Яшчэ адна з папулярных сёння крычалак: Крыса — ты, а мы — народ","","","","","","","","","","","","","Наша Нiва","","","","","","","","","","","",""
"","","","12175","message","2020-08-30T08:43:24","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","","","","bold","ОТКРЫВАЙТЕ WIFI для людей, 1-3 этаж:","","","","","","","","","","","","","",""
"","","","","","","","","\n«Просите первые этажи открывать вайфай. Открыл точку на пересечении Машерова и Грибоедова»","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12176","message","2020-08-30T08:45:40","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Движутся к стеле и со стороны Веснянки и Лебяжьего","","","","","","","1280","960","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","12177","message","2020-08-30T08:51:50","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","«Похоже Беларусь сломала своими блокировками интернет во всей Европе. \nА если серьезно, помимо непосредственно белорусской блокировки сейчас наблюдаются большие проблемы с интернетом в Европе, поэтому с доступностью ресурсов все сложно»\n\n","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","link","https://twitter.com/g_bonfiglio/status/1300022993251446785","","","","","","","","","","","","","",""
"","","","12178","message","2020-08-30T08:55:21","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Протестующие на проспекте Победителей. Видео с квадрокоптера.","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","71","1280","720","","","","","TUT.BY новости","","","","","","","","","","","",""
"","","","12179","message","2020-08-30T08:57:01","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Вроде почти всех силовиков с Независимости посадили в грузовики и отправили защищать дворец.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12180","message","2020-08-30T09:00:34","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Как я и ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","text_link","писал","","","https://t.me/motolkohelp/12150","","","","","","","","","","",""
"","","","","","","",""," ранее: «Добрый день! ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","А1 в режиме 2G","","","","","","","","","","","","","",""
"","","","","","","",""," в центре Минска ещё тянет.»","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12181","message","2020-08-30T09:02:55","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Вот столько людей на стеле сейчас и движутся в сторону дворца независимости, где по нашей информации сейчас находится лукашенко. \n\n","2020-08-30T09:03:31","","","","","","1280","720","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","12182","message","2020-08-30T09:04:44","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","А Саша выйдет? \n","","","","","","","1276","956","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","12183","message","2020-08-30T09:05:40","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Оцените масштаб! 💪","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","35","848","480","","","","","Кулуары KYKY","","","","","","","","","","","",""
"","","","12184","message","2020-08-30T09:09:56","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Ничего себе, сколько людей хотят «поздравить» Лукашенко.\nСнова выбежит с автоматом, как думаете? \n\n","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","19","1280","720","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","12185","message","2020-08-30T09:11:10","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Не менш за 10 чалавек затрымана ў ","","","","","","","","","","","","","Вясна / Правы чалавека ў Беларусі","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","Мінску:","","","","","","","","","","","","","",""
"","","","","","","",""," \n\n","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","Ахрэм Ягор\nЗапрудскі Ігар\nЗапрудскі Ігнат\nКляшторны Андрэй\nЛыскавец Яраслаў\nПрыгодзіч Станісаў\nПупко Васіль\nСупрановіч Сяргей\nТатур Уладзіслаў\nШіла Іван\nЯроменка Антон\n\n","","","","","","","","","","","","","",""
"","","","","","","","","У ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","Пінску ","","","","","","","","","","","","","",""
"","","","","","","","","затрыманы карэспандэнт ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","Яўген Нікалаевіч","","","","","","","","","","","","","",""
"","","","","","","","",". А таксама ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","Віктар Антонік","","","","","","","","","","","","","",""
"","","","","","","",""," дастаўлены ў ГАМ гораду. \n\nУ ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","Оршы","","","","","","","","","","","","","",""
"","","","","","","",""," затрыманыя як мінімум два чалавекі, адзін з іх - ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","Аляксей Болдыраў","","","","","","","","","","","","","",""
"","","","","","","","",". \n\n","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","text_link","Збіраем інфармацыю","","","https://cutt.ly/hfja9ZF","","","","","","","","","","",""
"","","","","","","",""," пра затрыманных","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12186","message","2020-08-30T09:18:53","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Нужны фото/видео что происходит возле дворца сейчас, где собрались люди. \n","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp_bot","","","","","","","","","","","","","",""
"","","","12187","message","2020-08-30T09:22:14","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Правительственный ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","text_link","борт из Минска","","","https://t.me/motolkohelp/12122","","","","","","","","","","",""
"","","","","","","",""," прилетел в Базель, Швейцария.\nВарианты: \n1. Свадебное путешествие Олексиных (сына)\n2. Коленька забрал документы из Лицея, и его решили отправить в более безопасное место, в Швейцарию\n3. Виктор Лукашенко вместе с Зайцевым полетели договариваться о путях отхода и гарантиях безопасности «семьи».\n4. Просто пустой борт.\n\nГолосование - в следующем сообщении","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12188","message","2020-08-30T09:23:44","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","","","","","","","","","","","","","Правительственный борт в Швейцарии это:","False","12636","Что-то с Олексиным","0","False",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Выезли Колю в безопасное место","0","False",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Виктор Лукашенко и Зайцев ищут гарантии для «семьи"" и эвакуацию","0","False",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Просто пустой борт был","0","False",""
"","","","12189","message","2020-08-30T09:26:20","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","С уручья выехали ","2020-08-30T09:27:59","","","","","","960","1280","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","strikethrough","танки","","","","","","","","","","","","","",""
"","","","","","","",""," БПМ.\nХВАТИТ ПОРТИТЬ АСФАЛЬТ, ИРОДЫ!","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12190","message","2020-08-30T09:27:21","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Это БМП, не танки.\nНо люди не боятся ваших игрушек, ребята. \nХВАТИТ ПОРТИТЬ АСФАЛЬТ! \n","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","360","640","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","12191","message","2020-08-30T09:28:59","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","2 слева явно хочет попасть на «Сам себе режиссёр» )","","","","","","","1280","720","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","12192","message","2020-08-30T09:46:49","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Ко дворцу независимости продолжают прибывать.\nС одной стороны - люди, с другой стороны - по МКАД неспеша едут БПМ-2. Зачем - непонятно.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12193","message","2020-08-30T09:51:32","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Не, столько людей у дворца независимости ещё не было.\n\nМинск, Беларусь. Фото: А.Красовский\n","2020-08-30T09:54:02","","","","","","1280","720","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","12194","message","2020-08-30T09:51:32","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1280","720","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","12195","message","2020-08-30T09:51:32","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1280","720","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","12196","message","2020-08-30T09:51:32","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1280","720","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","12197","message","2020-08-30T09:51:33","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","720","1280","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","12198","message","2020-08-30T10:00:33","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Дождь вроде не больше чем на 10-20 минут будет, если будет.","","","","","","","1035","507","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","12199","message","2020-08-30T10:00:34","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1038","605","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","12200","message","2020-08-30T10:08:55","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Сообщают что со стороны короны-замок тоже собираются люди. Нужны фото.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12201","message","2020-08-30T10:22:56","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","""Сам ты пацук!"" —  адна з найбольш папулярных крычалак сёння. ","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","8","856","482","","","","","Наша Нiва","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@nashaniva","","","","","","","","","","","","","",""
"","","","12202","message","2020-08-30T10:25:26","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Да, со стороны Короны-Замок тоже есть люди, но немного","","","","","","","1280","960","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","12203","message","2020-08-30T10:25:26","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1280","960","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","12204","message","2020-08-30T10:26:54","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Часть людей вышла на проезжую часть тоже","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","1920","920","","","","","","","","","","","","","","","","",""
"","","","12205","message","2020-08-30T10:27:38","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Тем временем часть людей отходит от дворца в сторону стелы.\n\nСообщают что дождь довольно сильный (где-то даже с градом), но короткий, буквально 5-10 минут.\n","2020-08-30T10:28:31","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","1280","720","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","12206","message","2020-08-30T10:28:25","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Хороший вопрос, почему закрашены опозновательные знаки на БТР\nДополнено: «На БТР закрашены не опознавателньные знаки (их там никогда не было), а ","2020-08-30T10:34:08","","","","","","1280","720","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","бортовой номер","","","","","","","","","","","","","",""
"","","","","","","","",", по которому эксперт может о","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","пределить принадлежность машины к в/ч","","","","","","","","","","","","","",""
"","","","","","","","",".»\n\n","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","12207","message","2020-08-30T10:30:29","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Большая часть людей повернула назад, потому что начался дождь. Многие продолжают стоять и будто не собираются уходить, часть людей спряталась под деревьями. По проспекту сейчас люди идут только в обратную от дворца сторону.  Оставшиеся поют «Перемен», скандируют: «Наша возьме». Женщины уговаривают ОМОН сложить щиты.","","","","","","","","","","","","","Onliner","","","","","","","","","","","",""
"","","","12208","message","2020-08-30T10:46:46","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Хорошее фото прислали на ","","","","","","","720","1280","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp_bot","","","","","","","","","","","","","",""
"","","","12209","message","2020-08-30T10:47:01","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","","","","link","https://t.me/proxy?server=tginfo-proxy.duckdns.org&port=443&secret=7jszQ18ikM72HpQcp2f4sqlzMy5hbWF6b25hd3MuY29t","","Вадим Чаюков","","","","","","","","","","","",""
"","","","12210","message","2020-08-30T10:47:58","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Для тех, у кого плохо работает телеграм сейчас.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","12211","message","2020-08-30T10:49:37","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","А вот и Нина Багинская! \nФото сделано раньше, когда толпу заблокировали возле ГУМа. \n","","","","","","","956","1276","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","12212","message","2020-08-30T10:54:27","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","БМП остановились на съезде на МКАД возле Цнянки\n\n","2020-08-30T10:54:33","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","4","1080","1920","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","12213","message","2020-08-30T10:58:26","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","В 300-тысячном Гродно осталось 32 омоновца?\n\n","","","","","","","","","","","","","","","","","","","","","","","","",""
