"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text__type","messages__text__text","messages__text","messages__text__href","messages__forwarded_from","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__reply_to_message_id","messages__edited","messages__actor","messages__actor_id","messages__action","messages__message_id"
"","","","","","","","","","","","bold","Одно мы знаем точно — провести свою инаугурацию у Лукашенко тайно не получится. Да и сотни тысяч белорусов, которые выйдут на улицы в этот день, явно скажут своё слово","","","","","","","","","","","","","",""
"","","","","","","","","","","","","",".","","","","","","","","","","","","",""
"","","","11323","message","2020-09-22T15:41:29","NEXTA Live","10003210496","","416","640","","","Студентка БГУКИ ","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","41","","","","","",""
"","","","","","","","","","","","italic","(университет культуры)","","","","","","","","","","","","","",""
"","","","","","","","","","","","","",", отказалась от стипендии специального фонда президента Республики Беларусь по поддержке талантливой молодежи. Как вы уже догадались, из-за ситуации в стране.\n\nРеспект!\n\n","","","","","","","","","","","","",""
"","","","","","","","","","","","italic","Видео: канал Отчислено","","","","","","","","","","","","","",""
"","","","11324","message","2020-09-22T15:55:49","NEXTA Live","10003210496","","","","bold","Стало известно, чем угрожали Светлане Тихановской в кабинете главы ЦИК Лидии Ермошиной\n\n","","","","","","","","","6717","2020-09-22T16:04:16","","","",""
"","","","","","","","","","","","italic","«Она [Светлана] была поставлена перед очень жестоким выбором: либо ее дети растут сиротами, либо она покидает страну»,","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," — ","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link","заявила","","https://www.youtube.com/watch?v=GO1KR42ng9c&feature=youtu.be","","","","","","","","","","","",""
"","","","","","","","","","","","",""," пресс-секретарь Тихановской Анна Красулина.","","","","","","","","","","","","",""
"","","","11325","message","2020-09-23T03:13:37","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","759","734","","","Оппозиционный политик ","","","","","","","","","2020-09-23T03:13:46","","","",""
"","","","","","","","","","","","bold","Алексей Навальный","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," выписан из стационара клиники Charite. Врачи немецкой клиники заявили, что считают возможным его полное выздоровление.","","","","","","","","","","","","",""
"","","","11326","message","2020-09-23T03:57:56","NEXTA Live","10003210496","","720","1280","","","Крысиная инаугурация? \n\nЦентр Минска перекрыт, по городу только что проехал диктаторский кортеж. Ко Дворцу Независимости свозят людей, в центре города — перебои с интернетом. Неужели решил короновать себя тихо?","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","8","11322","","","","",""
"","","","11327","message","2020-09-23T04:05:39","NEXTA Live","10003210496","","1080","1920","","","И вот уже прибыл ко Дворцу Независимости.","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","11326","","","","",""
"","","","11328","message","2020-09-23T04:22:51","NEXTA Live","10003210496","","","","","","‼️","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","В дворце диктатора сейчас полный парад: рота почётного караула, чиновники при параде, кортежи. Очень похоже на то, что Лукашенко решил провести инаугурацию втайне от белорусов и прямо сегодня. Тихо и под плинтусом. Совсем как крыса.","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","\n\nВ то же время, портал ","","","","","","","","","","","","",""
"","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," сообщает о том, что по одной из версий происходящее — только репетиция коронации.","","","","","","","","","","","","",""
"","","","11329","message","2020-09-23T04:28:00","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","720","646","","","Сегодняшняя ситуация в одной картинке.","","","","","","","","11328","","","","",""
"","","","11330","message","2020-09-23T04:29:04","NEXTA Live","10003210496","","","","","","В ЦИК журналистам «РИА Новости» ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","сообщили, что не слышали про инаугурацию Лукашенко, но сама глава комиссии Лидия Ермошина куда-то уехала","","","","","","","","","","","","","",""
"","","","","","","","","","","","","",".\n\nУдивительное совпадение.","","","","","","","","","","","","",""
"","","","11331","message","2020-09-23T04:33:14","NEXTA Live","10003210496","","","","","","⚡️⚡️","","","","","","","","","2020-09-23T04:34:54","","","",""
"","","","","","","","","","","","bold","Лукашенко провёл коронацию!\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","Церемония инаугурации в эти минуты проходит во Дворце Независимости.\n\nПоложив правую руку на Конституцию, кровавый диктатор произнес присягу на белорусском языке. Затем он подписал акт о принесении присяги, после чего Ермошина вручила Лукашенко удостоверение Президента Республики Беларусь.\n\n","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","UPD. Впервые в истории Беларуси инаугурация никак не анонсировалась.","","","","","","","","","","","","","",""
"","","","11332","message","2020-09-23T04:46:00","NEXTA Live","10003210496","","","","","","‼️Член президиума КС Павел Латушко прокомментировал инаугурацию диктатора:\n\n— Сегодня мы стали свидетелями беспрецедентной ситуации. ","","","","","","","","","2020-09-23T06:37:32","","","",""
"","","","","","","","","","","","bold","Уходящий президент, который утверждает, что набрал более 80 процентов голосов на выборах, провел спецоперацию по своей самоинагурации. Под охраной ОМОН, в обстановке тайны и секретности, в узком кругу спешно свезенных чиновников.","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," Где ликующие граждане? Где дипломатический корпус? Честно говоря, это больше напоминает воровскую сходку для коронации очередного вора в законе. Очевидно, что Александр Лукашенко президент исключительно ОМОНа и горстки завравшихся чиновников.\n\nУ него был шанс уйти, но всё же синие пальцы сделали свое чёрное дело. Дьявольская жажда власти и параноидальный страх заставили его в очередной раз нарушить Закон. ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","С сегодняшнего дня он больше не президент Республики Беларусь. Он просто глава ОМОНа, который без знаков различия орудуют на улицах Беларуси и кучки бюрократов.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","Для нас же, граждан Беларуси, для мирового сообщества ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","он теперь никто. Досадная ошибка истории и позор цивилизованного мира.","","","","","","","","","","","","","",""
"","","","11333","message","2020-09-23T04:54:00","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","872","315","","","‼️","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","Диктатор Лукашенко даже во время своей коронации умудрился наплевать на законы!","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","\n\nСогласно закону «О Президенте Республики Беларусь», церемония принесения Присяги ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","транслируется по республиканскому","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","телевидению и радио","","","","","","","","","","","","","",""
"","","","","","","","","","","","","",". Вот только во время инаугурации ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","по всем госканалам показывали дешёвые российские телесериалы","","","","","","","","","","","","","",""
"","","","","","","","","","","","","",".","","","","","","","","","","","","",""
"","","","11334","message","2020-09-23T05:33:51","NEXTA Live","10003210496","","","","text_link","​​","","https://telegra.ph/file/ee789674898454c03a152.jpg","","","","","","","","2020-09-23T05:36:32","","","",""
"","","","","","","","","","","","","","‼️","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","ВСЯ БЕЛАРУСЬ! СЕГОДНЯ! 18:00!\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","Сегодня главная крыса пробила дно трусости. Он знал, что народ с радостью бы пришёл на бандитскую сходку, чтобы короновать его по своему. Но беларусов лишили такой замечательной возможности. Жалкая, скрытая и убогая церемония, про которую не говорили даже на госканалах.\n\n‼️ ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","СЕГОДНЯ В 18.00 ВСЯ БЕЛАРУСЬ ВЫХОДИТ В ЦЕНТРЫ СВОИХ ГОРОДОВ, ЧТОБЫ ПОКАЗАТЬ КОНЕЦ ЛЕГИТИМНОСТИ КРЫСИНОГО КОРОЛЯ!","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," \n\nПриходите в уже известные вам точки сбора и будьте мобильными. Детальный план будет позже.\n\n✅  ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","ВОДИТЕЛИ! БЛОКИРУЕМ ДОРОГИ, СОЗДАЁМ ПРОБКИ И ПОДДЕРЖИВАЕМ ПРОТЕСТУЮЩИХ!\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","Именно с этого дня он официально становится бандитом-самозванцем, который не признается всем цивилизованным миром.\n\n","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","А В ВОСКРЕСЕНЬЕ МЫ ПОКАЖЕМ, ЧТО ТАКОЕ НАСТОЯЩАЯ НАРОДНАЯ ИНАУГУРАЦИЯ ИЗБРАННОГО ПРЕЗИДЕНТА!","","","","","","","","","","","","","",""
"","","","11335","message","2020-09-23T05:51:57","NEXTA Live","10003210496","","","","","","Не знали о коронации и в Кремле! Как заявил пресс-секретарь Путина Дмитрий Песков, церемония не предполагает присутствия и о ее проведении известно не было.","","","","","","","","11331","","","","",""
"","","","11336","message","2020-09-23T06:23:56","NEXTA Live","10003210496","","","","bold","❗️ОТКАЗ ОТ СЛУЖБЫ ВОЕННОЙ ХУНТЕ ЛУКАШЕНКО\n\nЭта подпольная инаугурация закончила последний формально легитимный президентский срок Лукашенко.","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," (Нарисованную победу на новых выборах никто не признал – ни белорусы, ни цивилизованный мир).\n \nЕсть хунта в погонах и Лукашенко, которые удерживают власть исключительно силой. И постоянно уменьшающееся количество пособников, силовиков и чиновников, которые содействуют им в совершении этого тяжкого преступления. ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","Вы до сих пор в органах или на на госслужбе, но не хотите становиться преступником? Сейчас точно пора увольняться.","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," Если вам требуется поддержка белорусского общества, получить ее можно в Фонде Солидарности: 👉 ","","","","","","","","","","","","",""
"","","","","","","","","","","","link","https://bit.ly/3gZC63X","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," \n \nПодробнее о гарантиях всем, кто отказался совершать преступления и работать на нелегитимную власть (сохранение непрерывного стажа и выслуги, восстановление в должностях, социальные гарантии) – в обращении Светланы Тихановской: ","","","","","","","","","","","","",""
"","","","","","","","","","","","link","https://t.me/pulpervoi/150","","","","","","","","","","","","","",""
"","","","11337","message","2020-09-23T06:46:52","NEXTA Live","10003210496","","1280","720","","","❗️","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","262","","2020-09-23T06:58:45","","","",""
"","","","","","","","","","","","bold","Доработанный вариант сцепки - «Стенка»\nНа","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," данном видео показан вариант улучшенной сцепки, позволяющий эффективно защищаться от карателей.\n\n","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","Обязательно к просмотру!\n\nАвторы","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","видео:","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","","","mention","@resistance_blr","","","","","","","","","","","","","",""
"","","","11338","message","2020-09-23T06:59:20","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","586","291","bold","МИД Литвы считает, что прошедшая в Минске «инаугурация» президента является фарсом.\n\n","","","","","","","","","11331","2020-09-23T06:59:45","","","",""
"","","","","","","","","","","","italic","«Какой фарс. Поддельные выборы. Поддельная инаугурация. Бывший президент Беларуси не становится менее бывшим. Его нелегитимность – это факт со всеми вытекающими отсюда последствиями»","","","","","","","","","","","","","",""
"","","","","","","","","","","","","",", – написал министр иностранных дел Литвы Линас Линкявичюс.","","","","","","","","","","","","",""
"","","","11339","message","2020-09-23T07:08:58","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","661","120","","","🇸🇰","","","","","","","","11338","","","","",""
"","","","","","","","","","","","bold"," Словакия заявила, что не признает легитимность Лукашенко!\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","Как написал в Twitter глава МИД Словакии Иван Корчок, Лукашенко не имеет никакой легитимности, чтобы руководить своей страной.\n\n","","","","","","","","","","","","",""
"","","","","","","","","","","","italic","«Он несет ответственность за президентские выборы в Беларуси, которые не были ни свободными, ни справедливыми. Словакия поддерживает граждан Беларуси», ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","– отметил Корчок.","","","","","","","","","","","","",""
"","","","11340","message","2020-09-23T07:26:22","NEXTA Live","10003210496","","","","bold","Глава МИД Эстонии Урмас Рейнсалу:\n\n","","","","","","","","","11339","","","","",""
"","","","","","","","","","","","","","«Сегодняшняя нелегитимная инаугурация Лукашенко идет вразрез со всеми принципами демократии. Лукашенко явно потерял свой мандат».","","","","","","","","","","","","",""
"","","","11341","message","2020-09-23T07:41:10","NEXTA Live","10003210496","","","","","","❗️ ","","","","","","","","11340","","","","",""
"","","","","","","","","","","","bold","Германия не признает Лукашенко президентом Беларуси даже после его инаугурации. ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","Об этом заявил официальный представитель правительства Штеффен Зайберт.","","","","","","","","","","","","",""
"","","","11342","message","2020-09-23T07:42:40","NEXTA Live","10003210496","","1280","720","bold","Тихановская прокомментировала «инаугурацию» Лукашенко\n\n","","","NEXTA","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","83","","","","","",""
"","","","","","","","","","","","italic","«Эта так называемая инаугурация, конечно, фарс. На самом деле, сегодня Лукашенко просто ушел на пенсию.\n\nЭто значит, что его приказы силовым структурам больше нелегитимны и не подлежат исполнению. Я, Светлана Тихановская, являюсь единственным лидером, который избран беларусским народом. И наша задача сейчас — вместе построить новую Беларусь», ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","— заявила Светлана Тихановская.","","","","","","","","","","","","",""
"","","","11343","message","2020-09-23T08:14:15","NEXTA Live","10003210496","","","","bold","Вслед за Германией, Литвой, Эстонией и Словакией легитимность Лукашенко не признала и Латвия.\n\n","","","","","","","","","11331","","","","",""
"","","","","","","","","","","","","","«Секретная «инаугурация» Александра Лукашенко в Беларуси не легитимирует фальсификацию выборов и статус главы государства. Достойно сожаления, что голоса белорусского народа и международного сообщества не имеют значения. Только реальный политический процесс может завершить политический кризис в Беларуси» – заявили в МИД Латвии.","","","","","","","","","","","","",""
"","","","11344","message","2020-09-23T08:43:19","NEXTA Live","10003210496","","","","","","К странам, которые не признали коронацию присоединилась Чехия и Дания.\n\n","","","","","","","","11331","2020-09-23T09:37:12","","","",""
"","","","","","","","","","","","bold","Глава МИД Чехии Томаш Петржичек:\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","italic","«Выборы в Беларуси не были ни свободными, ни честными. Их результаты не являются легитимными, поэтому сегодняшняя инаугурация Александра Лукашенко также нелегитимна. У белорусского гражданского общества есть полная поддержка Чешской Республики. Белорусы заслуживают свободы».\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","Глава МИД Дании Йеппе Кофод:\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","italic","«Лукашенко подтвердил собственную нелегитимность, устроив тайную инаугурацию. Беларуси нужны свободные и справедливые выборы и демократически избранный президент. Сфальсифицированные выборы должны вести Лукашенко не в президентский дворец, а в санкционный список Евросоюза».\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","Список стран, которые не признают легитимность Лукашенко: \n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","-Литва\n-Латвия\n-Эстония\n-Германия\n-Чехия\n-Словакия\n-Дания\n-Польша","","","","","","","","","","","","",""
"","","","11345","service","2020-09-23T09:22:11","","","","","","","","","","","","","","","","","","NEXTA Live","10003210496","pin_message","11334"
"","","","11346","message","2020-09-23T10:13:05","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1080","1080","","","‼️","","","","","","","","","2020-09-23T10:57:48","","","",""
"","","","","","","","","","","","bold","БЕЛАРУСЬ! 18:00!\n\nПАМЯТКА ДЛЯ ПРОТЕСТУЮЩЕГО\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","Сохрани себе и отправь другу!","","","","","","","","","","","","",""
"","","","11347","message","2020-09-23T10:13:06","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1080","1080","","","","","","","","","","","","","","","",""
"","","","11348","message","2020-09-23T10:13:06","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1080","1080","","","","","","","","","","","","","","","",""
"","","","11349","message","2020-09-23T10:13:07","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1080","1080","","","","","","","","","","","","","","","",""
"","","","11350","message","2020-09-23T10:13:07","NEXTA Live","10003210496","","1280","720","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","262","","","","","",""
"","","","11351","message","2020-09-23T10:32:56","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","720","bold","The New York Times снял мини-фильм о Светлане Тихановской\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","Это 11-минутный ролик, который раскрывает историю Светланы и Сергея Тихановских. Светлана рассказывает, как ее решение баллотироваться в президенты в поддержку собственного супруга превратилось в готовность представлять весь белорусский народ – раз прежний президент репрессирует людей за их волеизъявление. В фильме показаны уникальные кадры из больниц и свидетельства людей, которые стали жертвами насилия со стороны силовиков во время протестов. А главное – видео содержит призыв к мировому сообществу помочь провести честные выборы нового президента – чтобы положить конец политическому кризису и дать белорусам построить свою страну для жизни.\n\nВидео можно","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link"," посмотреть здесь","","https://www.nytimes.com/2020/09/23/opinion/belarus-tikhanovskaya-opposition-leader.html?action=click&module=Opinion&pgtype=Homepage","","","","","","","","","","","",""
"","","","","","","","","","","","","",".","","","","","","","","","","","","",""
"","","","11352","message","2020-09-23T10:45:03","NEXTA Live","10003210496","","","","","","‼️","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","Сегодня важный день для  Беларуси и скоро опять будет отключен интернет. Как же сегодня оставаться онлайн? \n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","\n✅ Заранее подключите себе ","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link","прокси","","https://t.me/proxy?server=tginfo-proxy.duckdns.org&port=443&secret=7jszQ18ikM72HpQcp2f4sqlzMy5hbWF6b25hd3MuY29t","","","","","","","","","","","",""
"","","","","","","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","от @tginfo","","","","","","","","","","","","","",""
"","","","","","","","","","","","","",". Он прекрасно себя показал несколько воскресение подряд и выдержал десятки тысяч пользователей. \n\n","","","","","","","","","","","","",""
"","","","","","","","","","","","link","t.me/proxy?server=tginfo-proxy.duckdns.org&port=443&secret=7jszQ18ikM72HpQcp2f4sqlzMy5hbWF6b25hd3MuY29t","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","\n\nТакже добавьте себе ещё десяток других прокси из ","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link","списка","","https://t.me/BelarusTelegram/1120","","","","","","","","","","","",""
"","","","","","","","","","","","",""," про запас. \n\n✅ Если интернет не будет работать с VPN (","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link","Tachyon","","https://t.me/BelarusTelegram/1056","","","","","","","","","","","",""
"","","","","","","","","","","","","",", ","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link","Psiphon","","https://t.me/BelarusTelegram/1052","","","","","","","","","","","",""
"","","","","","","","","","","","","","), а Telegram через прокси – переключите интернет на телефоне в режим 2G. Интернет будет работать медленно, но текстовую информацию вы сможете загрузить. \n\nНастройки - Тип сети - Только 2G. \n\n✅ Люди, живущие вдоль проспектов и улиц, где предполагается большое скопление людей – назовите свою сеть BELARUS2020 и уберите пароль , чтобы люди смогли воспользоваться вашим интернетом и распространить информацию. \n\nПоделитесь этой инструкцией со своими друзьями, родственниками и знакомыми, с которыми хотите оставаться на связи.","","","","","","","","","","","","",""
"","","","11353","message","2020-09-23T11:11:07","NEXTA Live","10003210496","","960","540","","","Пример того, как в Гонконге протестующие нейтрализуют слезоточивый газ. Как минимум, можно взять на вооружение ","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","animation","video/mp4","15","11346","","","","",""
"","","","","","","","","","","","bold","использование зонтиков, как защиту от газа.\n\nВАЖНО","","","","","","","","","","","","","",""
"","","","","","","","","","","","","",":\n\n❗️Ни в коем случае не промывайте водой лицо в случае попадания газа! ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","Используйте для этого молоко.","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," Помимо промывания лица, его также нужно пить — это предотвращает рвоту от отравления. \n\n❗️","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","Не трогайте снаряд со слезоточивым газом голыми руками!","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," Он очень горячий, можно получить ожоги. Необходимы жаростойкие перчатки.","","","","","","","","","","","","",""
"","","","11354","message","2020-09-23T11:20:06","NEXTA Live","10003210496","","","","","","‼️","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","МИНСК","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","‼️\n\n","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","Зона сбора: от площади Свободы до Стелы. Формируем группы, знакомимся и держимся вместе!","","","","","","","","","","","","","",""
"","","","11355","message","2020-09-23T11:57:23","NEXTA Live","10003210496","","1080","1920","bold","Сотни людей начинают стекаться к Стеле. Начинаются проблемы с интернетом.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","","","","","",""
"","","","","","","","","","","","","","\n\nВ то же время как минимум в пяти районах столицы люди собираются возле ключевых точек.","","","","","","","","","","","","",""
"","","","11356","message","2020-09-23T12:16:04","NEXTA Live","10003210496","","640","480","","","Возле Стелы начались крайне жёсткие задержания, против людей используют водомёты!\n\n","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","5","","","","","",""
"","","","","","","","","","","","italic","Видео: Наша Нива","","","","","","","","","","","","","",""
"","","","11357","message","2020-09-23T12:18:39","NEXTA Live","10003210496","","720","1280","","","Против людей применяют водомёты с краской!","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","29","","","","","",""
"","","","11359","message","2020-09-23T13:12:50","NEXTA Live","10003210496","","","","","","❗️","","NEXTA","","","","","","","","","","",""
"","","","","","","","","","","","bold","Во всех районах Минска сотни человек стоят в цепях солидарности! ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","\n\n","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","Выходите на трассы, чтобы не дать проехать технике карателей и тем самым помочь протестующим мобилизовать силы в местах массовых протестов.","","","","","","","","","","","","","",""
"","","","11360","message","2020-09-23T13:15:07","NEXTA Live","10003210496","","1920","1080","","","Водомёты снова работают на Стеле!","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","62","","","","","",""
"","","","11361","message","2020-09-23T13:17:26","NEXTA Live","10003210496","","1920","1080","bold","Протестующие заблокировали дорогу в районе столичной Пушкинской!\n\n","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","","","","","",""
"","","","","","","","","","","","","","Прямую трансляцию сегодняшних событий вы можете отслеживать на нашем ","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link","основном канале NEXTA","","https://t.me/nexta_tv","","","","","","","","","","","",""
"","","","","","","","","","","","","",".","","","","","","","","","","","","",""
"","","","11362","message","2020-09-23T13:19:26","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","720","","","На Немиге продолжают блокировать дороги!","","","","","","","","","","","","",""
"","","","11363","message","2020-09-23T13:22:14","NEXTA Live","10003210496","","","","","","‼️","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","Все кто сейчас у Стелы и на Немиге — уходите на свои районы и начинайте повсеместно блокировать и перекрывать дороги! Те, кто ещё дома — выходите на свои традиционные точки.","","","","","","","","","","","","","",""
"","","","11364","message","2020-09-23T13:25:48","NEXTA Live","10003210496","","1280","720","","","Ситуация у Стелы продолжает оставаться напряжённой.","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","118","","","","","",""
"","","","11365","message","2020-09-23T13:48:07","NEXTA Live","10003210496","","640","360","bold","В центре Бреста очень много людей!","","","NEXTA","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","47","","","","","",""
"","","","11366","message","2020-09-23T13:57:33","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","853","","","Как вы уже могли догадаться, командует титушками лично глава ГУБОПиК ","","NEXTA","","","","","","","","","","",""
"","","","","","","","","","","","text_link","Карпенков","","https://t.me/nexta_tv/3927","","","","","","","","","","","",""
"","","","","","","","","","","","","",".","","","","","","","","","","","","",""
"","","","11367","message","2020-09-23T14:08:23","NEXTA Live","10003210496","","720","1280","bold","Демонстранты также блокируют улицу Кальварийскую!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","","","","","",""
"","","","","","","","","","","","","","\n\nБольше новостей — на нашем ","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link","основном канале NEXTA","","https://t.me/nexta_tv","","","","","","","","","","","",""
"","","","","","","","","","","","","",".","","","","","","","","","","","","",""
"","","","11368","message","2020-09-23T14:12:01","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","960","1280","bold","ОМОН теперь работает и на воде!","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","\n\nНаши читатели засняли сладкую парочку чернорубашечников, которые сидят в лодке под мостом на Немиге!","","","","","","","","","","","","",""
"","","","11369","message","2020-09-23T14:23:07","NEXTA Live","10003210496","","640","480","","","В столичной Серебрянке вообще эффектно блокируют дороги!\n\nВидео: Наша Ніва","","NEXTA","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","","","","","",""
"","","","11370","message","2020-09-23T14:24:40","NEXTA Live","10003210496","","480","854","","","‼️","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","23","","","","","",""
"","","","","","","","","","","","bold","На Пушкинской начались","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","столкновения!","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","Люди в шею гонят приехавших карателей!","","","","","","","","","","","","","",""
"","","","11371","message","2020-09-23T14:29:43","NEXTA Live","10003210496","","","","","","Читатели сообщают, что в районе Пушкинской был слышен как минимум один взрыв. Туда едет большое количество ОМОНа и водомёт.","","","","","","","","11370","","","","",""
"","","","11372","message","2020-09-23T14:47:49","NEXTA Live","10003210496","","720","1280","bold","Из-за пробок техника оккупантов не может мобильно перемешаться по Минску и беспредельничать!!!","","","NEXTA","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","","","","","",""
"","","","11373","message","2020-09-23T14:47:49","NEXTA Live","10003210496","","720","1384","","","","","NEXTA","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","8","","","","","",""
