"name","type","id","messages__id","messages__type","messages__date","messages__edited","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__forwarded_from","messages__reply_to_message_id","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen","messages__text__href"
"","","","9924","message","2020-08-09T13:56:08","","TUT.BY новости","9668803208","","","","В связи с предполагаемыми задержаниями граждан, волонтерами создана специальная группа по обеспечению адвокатами нуждающихся в помощи.\n\nВот СВЕЖИЕ номера телефонов, на которые можно звонить, если задержали друзей и близких, а также для поиска адвоката и общего консультирования, что делать в подобной ситуации:\n","","","","","","","","Выборы видишь? | TUT.BY Политика","","","","","","","",""
"","","","","","","","","","","","","","phone","+375256579156","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","phone","+375447338017","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","phone","+375447337957","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","phone","+375333213103","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","phone","+375291047721","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","phone","+375292231193","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","phone","+375257283336","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\nСообщите по телефону фамилию имя отчество задержанного, где и что произошло. Волонтеры постараются найти вам адвоката и сориентируют по дальнейшим действиям.\n\nВ СЛУЧАЕ БЛОКИРОВКИ данных номеров, будут работать звонки через мессенджеры (Viber, Telegram).","","","","","","","","","","","","","","","",""
"","","","9925","message","2020-08-09T13:56:41","","TUT.BY новости","9668803208","","","","Очевидцы сообщают, что у некоторых избирательных участков в Минске силовики задержали несколько человек. \n\nГоворят о задержаниях у избирательных участков, которые расположены в школах №6 и №105.","","","","","","","","","","","","","","","",""
"","","","9926","message","2020-08-09T14:00:13","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","Задержанного члена команды Тихановской подозревают в приготовлении к участию в массовых беспорядках.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/economics/696051.html?tg","","","","","","","","","","","","","",""
"","","","9927","message","2020-08-09T14:03:17","","TUT.BY новости","9668803208","","1280","720","Несколько человек задержали у избирательного участка в Минске.","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","19","","","","","","","","",""
"","","","9928","message","2020-08-09T14:09:13","","TUT.BY новости","9668803208","","","","В Могилеве у ТЦ «Атриум» задержана журналист ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," Анжелика Василевская. Также в Гродно задержана наша коллега Ольга Комягина.","","","","","","","","","","","","","","","",""
"","","","9929","message","2020-08-09T14:14:57","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1800","1798","В Минске задержали официального представителя телеканала «Белсат» в Беларуси Ирину Славникову.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/economics/696054.html?tg","","","","","","","","","","","","","",""
"","","","9930","message","2020-08-09T14:19:39","","TUT.BY новости","9668803208","","","","Наши журналисты сообщают, что к гимназии №43 ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","в Минске","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", где к 20.00 успели проголосовать не все избиратели, подъехал автозак.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","В Гродно","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," силовики задерживают всех без разбора.","","","","","","","","","","","","","","","",""
