"name","type","id","messages__id","messages__type","messages__date","messages__edited","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__text__href","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__forwarded_from","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen","messages__title","messages__reply_to_message_id"
"","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","Алексея Судникова","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",": ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","трое суток ареста","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",".\n\nЕго тоже признали виновным в участии в несанкционированной акции.","","","","","","","","","","","","","","","","","","","","",""
"","","","1637","message","2020-09-04T09:54:39","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","TUT.BY новости","","","","","","","","","","","","",""
"","","","1638","message","2020-09-04T09:55:01","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1280","960","Журналисты ","","","","","","","","TUT.BY новости","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," Алексей Судников и Надежда Калинина вышли из ИВС на Окрестина.","","","","","","","","","","","","","","","","","","","","",""
"","","","1639","message","2020-09-04T10:01:19","","БАЖ / BAJ","9691800322","","","","","bold","❤️ На волю выйшлі Андрэй Шаўлюга, Мікіта Недаверкаў і Марыя Эляшэвіч","","","","","","","","","","","","","","","","","","",""
"","","","1640","message","2020-09-04T10:24:59","","БАЖ / BAJ","9691800322","","","","❗️ОО «Белорусская ассоциация журналистов» протестует в связи с арестами и обвинительными постановлениями суда в отношении журналистов \n\n❗️ ОО «Белорусская ассоциация журналистов» возмущено судебными постановлениями и тем как они выносились. Приравнивание журналистов к участникам акций недопустимо и попирает нормы права.\n▶️▶️▶️ ","","","","","","","","","","","","","","","","","","","","",""
