"name","type","id","messages__id","messages__type","messages__date","messages__edited","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__text__href","messages__forwarded_from","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__reply_to_message_id","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen","messages__sticker_emoji"
"","","","4052","message","2020-09-09T08:03:39","2020-09-09T08:10:19","отчислено","9910498247","(File not included. Change data exporting settings to download.)","960","1280","БНТУ, БГЭУ и Институт бизнеса БГУ.","","","","","","","","","","","","","","","","",""
"","","","4053","message","2020-09-09T08:03:39","2020-09-09T08:10:28","отчислено","9910498247","(File not included. Change data exporting settings to download.)","956","1276","","","","","","","","","","","","","","","","","",""
"","","","4054","message","2020-09-09T08:03:39","2020-09-09T08:10:36","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","","",""
"","","","4055","message","2020-09-09T08:03:40","2020-09-09T08:10:42","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","959","","","","","","","","","","","","","","","","","",""
"","","","4056","message","2020-09-09T08:03:40","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1276","956","","","","","","","","","","","","","","","","","",""
"","","","4057","message","2020-09-09T08:30:34","","отчислено","9910498247","","720","1280","БГЭУ","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","","","","","","","",""
"","","","4058","message","2020-09-09T08:30:34","","отчислено","9910498247","","720","1280","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","","","","","","","",""
"","","","4059","message","2020-09-09T10:14:25","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","960","БГПУ, БГУ, БГУКИ.","","","","","","","","","","","","","","","","",""
"","","","4060","message","2020-09-09T10:14:25","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1276","956","","","","","","","","","","","","","","","","","",""
"","","","4061","message","2020-09-09T10:14:25","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1276","956","","","","","","","","","","","","","","","","","",""
"","","","4062","message","2020-09-09T10:48:24","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","833","1279","Вот такое появилось в БГПУ после выложенного студентами фото.","","","","","","","","","","4059","","","","","","",""
"","","","4063","message","2020-09-09T11:24:00","","отчислено","9910498247","","640","640","Видеообращение преподавателей МГЛУ.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","127","","","","","","","",""
"","","","4064","message","2020-09-09T16:23:47","","отчислено","9910498247","","","","Сегодня задержаны 7 студенток БГМУ, все студентки будут переведены в ИВС на Окрестина, завтра состоится суд.","","","","","","","","","","","","","","","","",""
"","","","4065","message","2020-09-10T03:09:47","2020-09-10T03:10:16","отчислено","9910498247","(File not included. Change data exporting settings to download.)","978","1280","МГЛУ, БГУ, БГУИР и БГЭУ.","","","","","","","","","","","","","","","","",""
"","","","4066","message","2020-09-10T03:09:47","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","654","389","","","","","","","","","","","","","","","","","",""
"","","","4067","message","2020-09-10T03:09:48","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","904","","","","","","","","","","","","","","","","","",""
"","","","4068","message","2020-09-10T03:09:48","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","","",""
"","","","4069","message","2020-09-10T04:50:06","","отчислено","9910498247","","720","1280","Институт бизнеса БГУ.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","","","","","","","",""
"","","","4070","message","2020-09-10T04:56:51","","отчислено","9910498247","","","","","bold","Ректор БГМУ приезжал на Окрестина. Администрация вуза пытается решить вопрос с задержанными студентками\n\n","","","","","","","","4064","","","","","","",""
"","","","","","","","","","","","","Утром 10 сентября возле ИВС на Окрестина побывали ректор университета ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","Анатолий Сикорский","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," и деканы нескольких факультетов, где «обсудили с работниками изолятора создавшуюся ситуацию и возможные пути ее разрешения».","","","","","","","","","","","","","","","","",""
"","","","4071","message","2020-09-10T05:59:24","","отчислено","9910498247","","640","352","МГЛУ сейчас.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","22","","","","","","","",""
"","","","4072","message","2020-09-10T06:08:14","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1276","956","БГЭУ","","","","","","","","","","","","","","","","",""
"","","","4073","message","2020-09-10T06:41:30","","отчислено","9910498247","","720","1280","БГМУ","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","31","","","","","","","",""
"","","","4074","message","2020-09-10T07:04:34","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","960","Акции возле БГУИРа и БГУ.","","","","","","","","","","","","","","","","",""
"","","","4075","message","2020-09-10T07:04:34","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","960","1280","","","","","","","","","","","","","","","","","",""
"","","","4076","message","2020-09-10T07:17:57","","отчислено","9910498247","","720","1280","ФМО БГУ","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","","","","","","","",""
"","","","4077","message","2020-09-10T07:17:57","","отчислено","9910498247","","720","1280","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","","","","","","","",""
"","","","4078","message","2020-09-10T07:23:42","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","720","1280","Студенты БГМУ продолжают выходить из БРСМ! Есть только маленькое но — представителя БРСМ нет на месте 🤦🏻‍♀️","","","","Рупар БДМУ/ Рупор БГМУ","","","","","","","","","","","","",""
"","","","4079","message","2020-09-10T07:56:57","2020-09-10T07:57:02","отчислено","9910498247","","640","352","Химфак БГУ","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","7","","","","","","","",""
"","","","4080","message","2020-09-10T07:56:57","2020-09-10T08:18:53","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","","",""
"","","","4081","message","2020-09-10T07:56:57","2020-09-10T08:19:02","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","","",""
"","","","4082","message","2020-09-10T07:56:57","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","","",""
"","","","4083","message","2020-09-10T09:05:33","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","960","МРК выходит из БРСМ.","","","","","","","","","","","","","","","","",""
"","","","4084","message","2020-09-10T09:18:59","","отчислено","9910498247","","1280","704","БГУИР сегодня.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","","","","","","","",""
"","","","4085","message","2020-09-10T09:18:59","","отчислено","9910498247","","1280","704","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","7","","","","","","","",""
"","","","4086","message","2020-09-10T09:18:59","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","","",""
"","","","4087","message","2020-09-10T09:35:54","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","720","1280","БГУКИ, ну что, началась вторая волна коронавируса?","","","","","","","","","","","","","","","","",""
"","","","4088","message","2020-09-10T10:36:41","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","959","Геофак БГУ и МРК.","","","","","","","","","","","","","","","","",""
"","","","4089","message","2020-09-10T10:36:41","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","720","","","","","","","","","","","","","","","","","",""
"","","","4090","message","2020-09-11T03:00:10","2020-09-11T03:05:33","отчислено","9910498247","(File not included. Change data exporting settings to download.)","402","516","Нам сообщают, что с самого утра на территории БНТУ, в корпусе и на станции метро Академия наук находятся сотрудники милиции и люди в штатском. Скорее всего, это из-за сегодняшнего визита Лукашенко в Академию наук.","","","","","","","","","","","","","","","","",""
"","","","4091","message","2020-09-11T03:00:11","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","864","621","","","","","","","","","","","","","","","","","",""
"","","","4092","message","2020-09-11T03:00:11","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","751","396","","","","","","","","","","","","","","","","","",""
"","","","4093","message","2020-09-11T03:00:11","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","666","738","","","","","","","","","","","","","","","","","",""
"","","","4094","message","2020-09-11T03:00:11","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","607","665","","","","","","","","","","","","","","","","","",""
"","","","4095","message","2020-09-11T03:39:34","2020-09-11T03:39:52","отчислено","9910498247","(File not included. Change data exporting settings to download.)","750","1000","Забор БрГТУ сегодня утром. Сейчас ленты начали снимать.","","","","","","","","","","","","","","","","",""
"","","","4096","message","2020-09-11T04:18:59","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","960","БГУКИ, Журфак и Химфак БГУ.","","","","","","","","","","","","","","","","",""
"","","","4097","message","2020-09-11T04:18:59","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","884","942","","","","","","","","","","","","","","","","","",""
"","","","4098","message","2020-09-11T04:18:59","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","","",""
"","","","4099","message","2020-09-11T06:01:49","","отчислено","9910498247","","1280","720","Студенты МГЛУ поют ""Happy birthday, Mrs. President"".","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","","","","","","","",""
"","","","4100","message","2020-09-11T06:07:46","2020-09-11T06:08:41","отчислено","9910498247","","1280","720","ФПМИ И МехМат БГУ.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","23","","","","","","","",""
"","","","4101","message","2020-09-11T06:35:10","","отчислено","9910498247","","1280","720","ГГТУ им.Сухого","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","22","","","","","","","",""
"","","","4102","message","2020-09-11T06:59:01","","отчислено","9910498247","","592","1280","БГЭУ","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","","","","","","","",""
"","","","4103","message","2020-09-11T07:04:04","","отчислено","9910498247","","352","640","Возле БГТУ неизвестная женщина хотела отобрать флаг у студентов.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","89","","","","","","","",""
"","","","4104","message","2020-09-11T07:43:59","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1276","956","Студенты ФПМИ БГУ.","","","","","","","","","","","","","","","","",""
"","","","4105","message","2020-09-11T08:44:01","2020-09-11T08:45:48","отчислено","9910498247","(File not included. Change data exporting settings to download.)","540","619","На пикете возле БГТУ женщина не только отбирала флаг, но и покусала некоторых студентов. \n\nРебята собираются подать заявление на неё, поэтому, если у вас есть видеодоказательство, где видно, как она это делает, прислав его в ","","","","","","","","","","4103","","","","","","",""
"","","","","","","","","","","","","","mention","@studentybot","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", вы очень поможете студентам.","","","","","","","","","","","","","","","","",""
"","","","4106","message","2020-09-11T10:00:48","","отчислено","9910498247","","","","Вышеградская  группа (Венгрия, Польша, Словакия, Чехия) на предстоящем внеочередном саммите ЕС ","","","","TUT.BY новости","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","представит","https://news.tut.by/society/700189.html?tg","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," пакет поддержки белорусского народа.\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","В том числе — безвизовый режим для граждан Беларуси.","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," Об этом заявил премьер-министр Польши Матеуш Моравецкий.","","","","","","","","","","","","","","","","",""
"","","","4107","message","2020-09-11T11:35:36","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","960","БГМУ, БГУ и ЛГК МГЛУ.","","","","","","","","","","","","","","","","",""
"","","","4108","message","2020-09-11T11:35:36","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","","",""
"","","","4109","message","2020-09-11T11:35:36","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1276","956","","","","","","","","","","","","","","","","","",""
"","","","4110","message","2020-09-12T04:48:01","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","956","1276","Администрация МФЭК (Минский финансово-экономический колледж) отправила группу студентов на субботник вместо занятий. \n\nТолько вот на субботник данное мероприятие оказалось мало похоже: всё это происходило на военном кладбище, где были люди с флагами, а ребятам раздали красные и зелёный куртки.\nЛучше бы это был субботник🤦‍♀️","","","","","","","","","","","","","","","","",""
"","","","4111","message","2020-09-12T04:48:01","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","956","1276","","","","","","","","","","","","","","","","","",""
"","","","4112","message","2020-09-12T13:07:40","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","960","Администрация Лингвогуманитарного колледжа (филиал МГЛУ) также отправила студентов на субботник вместо занятий сегодня, только субботник оказался фотосессией с флагом и показухой для БТ.","","","","","","","","","","","","","","","","",""
"","","","4113","message","2020-09-12T13:07:40","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","","",""
"","","","4114","message","2020-09-12T13:07:40","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","","",""
"","","","4115","message","2020-09-13T07:44:43","2020-09-13T07:58:10","отчислено","9910498247","","","","","bold","Закрыли станции метро «Купаловская», «Октябрьская», «Фрунзенская»","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","«Площадь Ленина», «Площадь Якуба Коласа», «Немига».","","","","","","","","","","","","","","",""
"","","","4116","message","2020-09-13T08:54:59","2020-09-13T08:55:11","отчислено","9910498247","","","","","bold","Открыли станции метро Площадь Ленина, Октябрьская, Купаловская, Площадь Победы, Площадь Якуба Коласа.","","","","","","","","4115","","","","","","",""
"","","","4117","message","2020-09-13T11:32:33","2020-09-13T11:32:39","отчислено","9910498247","","1280","720","Преподаватели филологического факультета БГУ сняли видео, где заявили о своей позиции и высказались в поддержку студентов🔥❤️","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","222","","","","","","","",""
"","","","4118","message","2020-09-14T03:30:44","2020-09-14T03:36:47","отчислено","9910498247","(File not included. Change data exporting settings to download.)","960","1280","В МГЛУ утро начинается не с кофе.","","","","","","","","","","","","","","","","",""
"","","","4119","message","2020-09-14T04:48:25","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1276","956","Студенты Академии управления.","","","","","","","","","","","","","","","","",""
"","","","4120","message","2020-09-14T07:11:53","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","949","БГМУ","","","","","","","","","","","","","","","","",""
"","","","4121","message","2020-09-14T07:11:53","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","949","","","","","","","","","","","","","","","","","",""
"","","","4122","message","2020-09-14T07:18:00","","отчислено","9910498247","","","","","bold","В МГЛУ вводят пропускной режим, с сегодняшнего дня охранять и обеспечивать порядок в университете будут сотрудники Департамента охраны МВД.","","","","","","","","","","","","","","",""
"","","","4123","message","2020-09-14T07:28:10","","отчислено","9910498247","","720","1280","Юрфак БГУ","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","3","","","","","","","",""
"","","","4125","message","2020-09-14T09:01:49","","отчислено","9910498247","","848","464","БГУИР сегодня.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","","","","","","","",""
"","","","4126","message","2020-09-14T12:55:52","2020-09-14T12:59:15","отчислено","9910498247","","1280","720","На биофаке БГУ сегодня прошла акция солидарности.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","","","","","","","",""
"","","","4127","message","2020-09-15T02:35:57","","отчислено","9910498247","","1280","720","Вчера студенты БелГУТа вышли к зданию университета, чтобы поддержать задержанного в прошлую пятницу историка Евгения Маликова. К протестующим студентам вышли представители администрации и попросили разойтись.\n\n«Всех родителей обзвонили насчёт нашего участия в „несанкционированном мероприятии“. Заместитель декана говорила родителям, что переживает за нас, что „нам же нужно доучиться“. Говорила, что мы не послушали ректора, когда он попросил нас войти в университет, а это же нарушение порядка. Говорила что-то вроде: „Вы же понимаете, это несанкционированное мероприятие. Понимаете, что за него может быть“. И так далее», — рассказала одна из студенток.\n\nРектор заявил студентам, что Маликов его обманул: говорил, что не будет принимать участие в несанкционированных акциях, но обещания не сдержал. А на этом видео он рассказывает о десятках пострадавших сотрудников ОМОНа, за которых он переживает, видимо, больше.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","","","","","","","",""
"","","","4128","message","2020-09-15T02:50:02","2020-09-15T02:52:25","отчислено","9910498247","","640","360","Выпускники ФМО БГУ записали видеообращение в поддержку студентов.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","156","","","","","","","",""
"","","","4129","message","2020-09-15T07:21:19","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","956","1276","Акция Юридического факультета БГУ.","","","","","","","","","","","","","","","","",""
"","","","4130","message","2020-09-15T07:21:19","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1276","956","","","","","","","","","","","","","","","","","",""
"","","","4131","message","2020-09-15T07:21:20","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","960","1280","","","","","","","","","","","","","","","","","",""
"","","","4132","message","2020-09-15T07:28:14","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","960","1280","БГТУ сегодня.","","","","","","","","","","","","","","","","",""
"","","","4133","message","2020-09-15T07:46:26","2020-09-15T07:57:02","отчислено","9910498247","(File not included. Change data exporting settings to download.)","960","1280","ФСК и ФРФиКТ БГУ.","","","","","","","","","","","","","","","","",""
"","","","4134","message","2020-09-15T08:44:13","","отчислено","9910498247","","1280","720","На истфаке БГУ студенты и преподаватели стали в цепь солидарности.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","3","","","","","","","",""
"","","","4135","message","2020-09-15T08:44:13","2020-09-15T08:44:27","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","1280","","","","","","","","","","","","","","","","","",""
"","","","4136","message","2020-09-15T08:44:13","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","1280","","","","","","","","","","","","","","","","","",""
"","","","4137","message","2020-09-15T08:44:56","2020-09-15T08:46:51","отчислено","9910498247","","848","464","Студенты читают стихи возле БГУИРа.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","19","","","","","","","",""
"","","","4138","message","2020-09-15T11:43:32","2020-09-15T12:04:41","отчислено","9910498247","(File not included. Change data exporting settings to download.)","828","324","Одну из групп БГУИРа переводят на ДО из-за коронавируса.","","","","","","","","","","","","","","","","",""
"","","","4139","message","2020-09-15T11:50:32","2020-09-15T11:52:18","отчислено","9910498247","","","","Одну группу 4 курса юрфака БГУ также перевели на ДО. \nНу что, вторая волна?","","","","","","","","","","4138","","","","","","",""
"","","","4140","message","2020-09-15T12:13:02","2020-09-15T12:25:43","отчислено","9910498247","(File not included. Change data exporting settings to download.)","750","1000","А это уже 17 общежитие БНТУ. Нам сообщают, что заражённых студентов из своих блоков переселяют на первый этаж в одно крыло.","","","","","","","","","","","","","","","","",""
"","","","4141","message","2020-09-15T12:13:02","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","750","1000","","","","","","","","","","","","","","","","","",""
"","","","4142","message","2020-09-15T13:07:25","2020-09-15T13:10:05","отчислено","9910498247","","","","Также нам сообщают о переходе на ДО одной группы на ФСК, мехмате, истфаке, ФПМИ и геофаке БГУ, двух группах БрГТУ. \n\nА во 2-ом общежитии БГМУ одна секция (8 комнат) на дистанционном обучении уже больше недели.","","","","","","","","","","","","","","","","",""
"","","","4143","message","2020-09-15T17:35:14","2020-09-15T17:52:23","отчислено","9910498247","","","","Нам поступила информация, что 8 студентов и профессора юрфака, которые участвовали в акции напротив здания университета, приглашены на совет профилактики завтра в 9:00.","","","","","","","","","","4129","","","","","","",""
"","","","4144","message","2020-09-16T03:36:53","","отчислено","9910498247","","","","Никаких дисциплинарных мер к студентам применено не было, просто заслушали их позицию, уточнили знакомы ли они с нормативно правовыми актами и на это все.","","","","","","","","","","4143","","","","","","",""
"","","","4145","message","2020-09-16T03:46:55","","отчислено","9910498247","","","","","bold","Анастасия и Дарья Лукашенко (внучки Александра Лукашенко) забрали документы из Лицея БГУ.","","","","","","","","","","","","","","",""
"","","","4146","message","2020-09-16T05:25:45","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","720","540","","bold","Минск. ","","TUT.BY новости","","","","","","","","","","","","",""
"","","","","","","","","","","","","Читатели сообщают, что у БГУИРа около одного из корпусов собрались студенты, в руках у некоторых из них плакаты. «Некоторые из них скандируют „Жыве Беларусь“, автомобилисты сигналят в знак солидарности», — рассказывает читатель.\n\nСнимки сделаны около 11.50.","","","","","","","","","","","","","","","","",""
"","","","4148","message","2020-09-16T07:20:38","","отчислено","9910498247","","720","1280","Студенты вышли петь песни на химфаке БГУ.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","7","","","","","","","",""
"","","","4150","message","2020-09-16T07:30:21","2020-09-16T07:37:49","отчислено","9910498247","","624","832","Ситуация возле МГЛУ сегодня. Студенты затроллили тихаря, нервно придерживающего масочку на лице, также были попытки скрутить девушку, которая хотела эту маску снять.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","77","","","","","","","",""
"","","","4151","message","2020-09-16T07:38:02","2020-09-16T07:48:00","отчислено","9910498247","","1280","720","Один из преподавателей БГУИРа вступил в перепалку со студентами. \n\nПримерно год назад нам прислали видео, где он пьяненький блуждает возле главного корпуса университета, но за моральных соображений мы решили не публиковать его. Сейчас задумались, а может стоило🤔","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","27","","","","","","","",""
"","","","4152","message","2020-09-16T08:10:27","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","844","БНТУ и ВГМУ.","","","","","","","","","","","","","","","","",""
"","","","4153","message","2020-09-16T08:10:27","2020-09-16T08:10:41","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","","",""
"","","","4154","message","2020-09-16T10:57:19","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1276","956","Студенты ГрГУ сегодня.","","","","","","","","","","","","","","","","",""
"","","","4155","message","2020-09-17T06:48:09","2020-09-17T06:48:45","отчислено","9910498247","(File not included. Change data exporting settings to download.)","960","1280","БНТУ выкатил новые правила профессиональной этики и поведения работников, некоторые из них очень интересные, почитайте сами.","","","","","","","","","","","","","","","","",""
"","","","4156","message","2020-09-17T06:48:09","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","960","1280","","","","","","","","","","","","","","","","","",""
"","","","4157","message","2020-09-17T06:48:10","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","960","1280","","","","","","","","","","","","","","","","","",""
"","","","4158","message","2020-09-17T06:57:19","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","960","1076","Студенты БГТУ вышли на акцию.","","","","","","","","","","","","","","","","",""
"","","","4159","message","2020-09-17T07:10:09","2020-09-17T07:17:26","отчислено","9910498247","(File not included. Change data exporting settings to download.)","921","691","По всему БГЭУ расклеены бчб-стикеры.","","","","","","","","","","","","","","","","",""
"","","","4160","message","2020-09-17T07:10:09","2020-09-17T07:20:30","отчислено","9910498247","(File not included. Change data exporting settings to download.)","881","661","","","","","","","","","","","","","","","","","",""
"","","","4161","message","2020-09-17T07:10:09","2020-09-17T07:17:16","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","1280","","","","","","","","","","","","","","","","","",""
"","","","4162","message","2020-09-17T07:25:15","","отчислено","9910498247","","","","Европарламент принял резолюцию по Беларуси, в которой не признает результаты выборов.\n\nИз интересного для студентов: Европарламент рекомендовал Еврокомиссии разработать в Европе специальную стипендиальную программу для студентов, отчисленных из белорусских вузов по политическим мотивам.","","","","","","","","","","","","","","","","",""
"","","","4163","message","2020-09-17T08:55:18","2020-09-17T08:56:41","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1024","1280","Сотрудница БНТУ сегодня стояла на одиночном пикете в поддержку своего коллеги, которого отстранили от кураторства групп.\n\nВот небольшая предыстория: «Лучшего куратора 1-ого курса БНТУ и уже бывшего Старшего куратора механико-технологического факультета Гуминского Юрия Юрьевича отстранили от кураторства учебных групп в этом учебном году. Причём именно от той группы, курируя которую он был признан «лучшим». Причина решения руководства ВУЗа (а именно ректоратом принято решение) не озвучивалась, однако сам Юрий считает, что это решение связано тем, что он участвовал в мирных демонстрациях, входил в расширенный состав Координационного Совета, а также подписал петицию ректору».","","","","","","","","","","","","","","","","",""
"","","","4164","message","2020-09-17T08:55:18","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","960","1280","","","","","","","","","","","","","","","","","",""
"","","","4165","message","2020-09-17T10:03:32","","отчислено","9910498247","","","","У нас появилась информация, что в БГМУ и ГрГМУ будут новые ректоры.","","","","","","","","","","","","","","","","",""
"","","","4166","message","2020-09-17T12:38:33","","отчислено","9910498247","","1280","720","Первый проректор БГАИ — о протестах, Тихановской и Колесниковой на провластном форуме.\n\n""На улицах ходят боевики"".","","","","TUT.BY новости","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","197","","","","","","","",""
"","","","4167","message","2020-09-17T13:31:43","","отчислено","9910498247","","","","","bold","Лукашенко объявил, что Беларусь ""закрывает"" границу с Литвой и Польшей. Границу с Украиной усилят.","","","","","","","","","","","","","","",""
"","","","4168","message","2020-09-17T13:41:12","","отчислено","9910498247","","","","Студенты и преподаватели ФФСН БГУ сняли видеоролик в поддержку всем потерпевшим и задержанным в Беларуси.\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://www.youtube.com/watch?v=V4qmiB6uMKM&feature=youtu.be&ab_channel=PavelB","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",".","","","","","","","","","","","","","","","","",""
"","","","4169","message","2020-09-17T15:47:29","2020-09-17T16:00:51","отчислено","9910498247","","","","16 сентября прошла встреча ректора БГУ с ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","представителями студенческих организаций","https://t.me/studunioninfo","","","","","","","","","","","","","",""
