"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__text","messages__text__type","messages__text__text","messages__text__href","messages__edited","messages__photo","messages__width","messages__height","messages__forwarded_from","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen","messages__reply_to_message_id"
"","","","9236","message","2020-08-16T08:05:10","Беларусь головного мозга","9657985200","Жлобин идёт нескончаемой колонной.","","","","","","1280","720","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","68","","","","","","",""
"","","","9237","message","2020-08-16T08:08:55","Беларусь головного мозга","9657985200","Бобруйск тоже удивляет!","","","","","","1280","720","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","25","","","","","","",""
"","","","9238","message","2020-08-16T08:12:34","Беларусь головного мозга","9657985200","Гродно просто встало. Сразу видно за кого голосовало большинство!","","","","","","1280","720","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","","","","","","",""
"","","","9239","message","2020-08-16T08:16:00","Беларусь головного мозга","9657985200","Гомель идёт и идёт!","","","","","","1080","1920","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","22","","","","","","",""
"","","","9240","message","2020-08-16T08:16:35","Беларусь головного мозга","9657985200","❗️❗️Друзья! Если у кого-то есть возможность, организовать подвоз воды к стеле или к прилегающим территориям, пожалуйста, рассмотрите такую возможность. Сегодня достаточно жарко и многие люди чувствуют себя от этого плохо.","","","","","","","","","","","","","","","","","","","",""
"","","","9241","message","2020-08-16T08:30:07","Беларусь головного мозга","9657985200","Самый массовый протест в истории Беларуси.","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","animation","video/mp4","11","","","","","","",""
"","","","9242","message","2020-08-16T08:36:45","Беларусь головного мозга","9657985200","Стела ты просто космос!👍","","","","","","1280","720","Усы Лукашенко","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","19","","","","","","",""
"","","","9243","message","2020-08-16T08:38:29","Беларусь головного мозга","9657985200","Жлобин, Брест, Барановичи, Бобруйск, Гродно\n\nЛюди хотят перемен. Людей и не остановить.","","","","","(File not included. Change data exporting settings to download.)","699","387","Протесты в мире","","","","","","","","","","","",""
"","","","9244","message","2020-08-16T08:38:30","Беларусь головного мозга","9657985200","","","","","","","1280","720","Протесты в мире","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","68","","","","","","",""
"","","","9245","message","2020-08-16T08:38:30","Беларусь головного мозга","9657985200","","","","","","","720","1280","Протесты в мире","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","","","","","","",""
"","","","9246","message","2020-08-16T08:38:31","Беларусь головного мозга","9657985200","","","","","","","1280","720","Протесты в мире","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","25","","","","","","",""
"","","","9247","message","2020-08-16T08:38:31","Беларусь головного мозга","9657985200","","","","","","","1280","720","Протесты в мире","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","","","","","","",""
"","","","9248","message","2020-08-16T08:38:31","Беларусь головного мозга","9657985200","","","","","","(File not included. Change data exporting settings to download.)","1280","1092","Протесты в мире","","","","","","","","","","","",""
"","","","9249","message","2020-08-16T08:40:07","Беларусь головного мозга","9657985200","Невероятная атмосфера на стеле.","","","","","","1280","720","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","45","","","","","","",""
"","","","9250","message","2020-08-16T08:43:53","Беларусь головного мозга","9657985200","Стела сейчас.\nФото: ""Наша Нива"".","","","","","(File not included. Change data exporting settings to download.)","1200","799","","","","","","","","","","","","",""
"","","","9251","message","2020-08-16T08:43:53","Беларусь головного мозга","9657985200","","","","","","(File not included. Change data exporting settings to download.)","1200","799","","","","","","","","","","","","",""
"","","","9252","message","2020-08-16T08:43:53","Беларусь головного мозга","9657985200","","","","","","(File not included. Change data exporting settings to download.)","1200","800","","","","","","","","","","","","",""
"","","","9253","message","2020-08-16T08:49:21","Беларусь головного мозга","9657985200","Очень крутая съемка с дрона из Могилева.","","","","","","1280","720","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","8","","","","","","",""
"","","","9254","message","2020-08-16T08:52:31","Беларусь головного мозга","9657985200","Барановичи. На площади нет места.","","","","","","1920","1080","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","24","","","","","","",""
"","","","9255","message","2020-08-16T08:57:20","Беларусь головного мозга","9657985200","ОМОН понял, что он бесполезен и спешно уезжает 😄","","","","","","1280","720","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","48","","","","","","",""
"","","","9256","message","2020-08-16T09:08:43","Беларусь головного мозга","9657985200","Наши фашисто-каратели из МВД своими глазиками насчитали 65 тысяч человек на митинге ЗА Лукашенко. Мы пожалуй просто посмеёмся и приложим фото этой ""орды"".","","","","","(File not included. Change data exporting settings to download.)","720","540","","","","","","","","","","","","",""
"","","","9257","message","2020-08-16T09:14:47","Беларусь головного мозга","9657985200","Море беларусов на стеле! Мы вас очень любим ❤️","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","25","","","","","","",""
"","","","9258","message","2020-08-16T09:19:26","Беларусь головного мозга","9657985200","Трибунал всем причастным к убийствам и насилию над протестующими.","","","","","","1280","720","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","57","","","","","","",""
"","","","9259","message","2020-08-16T09:21:20","Беларусь головного мозга","9657985200","Стела с дрона!","","","","","","1280","720","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","64","","","","","","",""
"","","","9260","message","2020-08-16T09:33:04","Беларусь головного мозга","9657985200","","bold","‼️МИНСК, МЫ ПРОДОЛЖАЕМ! \n\n","","","","","","NEXTA Live","","","","","","","","","","","",""
"","","","","","","","","—","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold"," В 17.00 выстраиваемся на перекрёстке у Стелы","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," на проезжей части и маршем идём по проспекту Победителей до ГУМа.\n\n— Поворачиваем на проспект Независимости и ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","идём к площади Независимости","","","","","","","","","","","","","","","","","",""
"","","","","","","","",".\n\n— Всё время","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold"," СКАНДИРУЕМ МАКСИМАЛЬНО ГРОМКО","","","","","","","","","","","","","","","","","",""
"","","","","","","","",", чтобы нас ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","УСЛЫШАЛИ НАШИ ПОЛИТЗАКЛЮЧЁННЫЕ","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," на Американке и Володарке\n\n— Собираемся ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","на площади Независимости и празднуем","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," очередную победу над диктатурой\n\n— После ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","расходимся и ПРОДОЛЖАЕМ ПРАЗДНОВАТЬ","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," на улицах города, ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","ВЫВЕШИВАЕМ НАШИ ФЛАГИ","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," везде, где это возможно\n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","‼️С ЗАВТРАШНЕГО ДНЯ ОБЪЯВЛЯЕТСЯ ОБЩЕНАЦИОНАЛЬНАЯ ЗАБАСТОВКА ДО СОБЛЮДЕНИЯ ТРЕБОВАНИЙ НАРОДА‼️","","","","","","","","","","","","","","","","","",""
"","","","9261","message","2020-08-16T09:34:51","Беларусь головного мозга","9657985200","Нереальная атмосфера на стеле!","","","","","(File not included. Change data exporting settings to download.)","799","1200","","","","","","","","","","","","",""
"","","","9263","message","2020-08-16T09:54:07","Беларусь головного мозга","9657985200","Таких счастливых и свободных людей вы не встретите в болоте деда маразматика.","","","","","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","",""
"","","","9264","message","2020-08-16T09:54:08","Беларусь головного мозга","9657985200","","","","","","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","",""
"","","","9265","message","2020-08-16T09:54:08","Беларусь головного мозга","9657985200","","","","","","(File not included. Change data exporting settings to download.)","1280","825","","","","","","","","","","","","",""
"","","","9266","message","2020-08-16T09:58:04","Беларусь головного мозга","9657985200","В Гродно сегодня вышло","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold"," более 40 тысяч","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," человек \nВ Минске одномоментно на Стеле находится ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","более 200 тыся","","","","","","","","","","","","","","","","","",""
"","","","","","","","","ч человек","","","","","","","","","","","","","","","","","","","",""
"","","","9267","message","2020-08-16T10:02:46","Беларусь головного мозга","9657985200","В ход пошли правильные плакаты 😁","","","","","(File not included. Change data exporting settings to download.)","956","1276","","","","","","","","","","","","",""
"","","","9268","message","2020-08-16T10:07:23","Беларусь головного мозга","9657985200","Нас не много - нас большинство!","","","","","","848","464","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","30","","","","","","",""
"","","","9269","message","2020-08-16T10:08:29","Беларусь головного мозга","9657985200","Сильное фото.","","","","","(File not included. Change data exporting settings to download.)","960","1280","","","","","","","","","","","","",""
"","","","9270","message","2020-08-16T10:14:24","Беларусь головного мозга","9657985200","Кажется гос каналы дают какие-то намёки 😁","","","","","(File not included. Change data exporting settings to download.)","720","1280","","","","","","","","","","","","",""
"","","","9271","message","2020-08-16T10:16:27","Беларусь головного мозга","9657985200","Колонна людей от стелы начала движение в сторону Немиги.","","","","","","","","","","","","","","","","","","","",""
"","","","9272","message","2020-08-16T10:19:48","Беларусь головного мозга","9657985200","Уходи!","","","","","","360","640","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","","","","","","",""
"","","","9273","message","2020-08-16T10:24:44","Беларусь головного мозга","9657985200","По всем оценкам, это самая крупная акция протеста за ВСЮ историю Беларуси.","","","","","","1280","720","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","60","","","","","","",""
"","","","9274","message","2020-08-16T10:30:53","Беларусь головного мозга","9657985200","Как давление?","","","","","(File not included. Change data exporting settings to download.)","747","641","","","","","","","","","","","","",""
"","","","9275","message","2020-08-16T10:32:58","Беларусь головного мозга","9657985200","Такого в Беларуси не было НИКОГДА.","","","","","(File not included. Change data exporting settings to download.)","841","465","","","","","","","","","","","","",""
"","","","9276","message","2020-08-16T10:48:07","Беларусь головного мозга","9657985200","Идём в центр","","","","","","1280","720","Белорусский порядок","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","60","","","","","","",""
"","","","9277","message","2020-08-16T10:54:31","Беларусь головного мозга","9657985200","Десятки тысяч людей прямо сейчас переворачивают страницу истории Беларуси.","","","","","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","",""
"","","","9278","message","2020-08-16T10:55:48","Беларусь головного мозга","9657985200","","","","","","(File not included. Change data exporting settings to download.)","789","520","Пятая колонка","","","","","","","","","","","",""
"","","","9279","message","2020-08-16T11:06:01","Беларусь головного мозга","9657985200","Одного из уже легендарных диджеев выпустили на свободу!","","","","","(File not included. Change data exporting settings to download.)","960","1280","","","","","","","","","","","","",""
"","","","9280","message","2020-08-16T11:10:12","Беларусь головного мозга","9657985200","Лида предупреждает😏","","","","","(File not included. Change data exporting settings to download.)","1280","720","","","","","","","","","","","","",""
"","","","9281","message","2020-08-16T11:15:30","Беларусь головного мозга","9657985200","Конца не видно!","","","","","(File not included. Change data exporting settings to download.)","960","1280","","","","","","","","","","","","",""
"","","","9282","message","2020-08-16T11:44:37","Беларусь головного мозга","9657985200","Пинск!","","","","","","360","640","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","26","","","","","","",""
"","","","9283","message","2020-08-16T11:45:18","Беларусь головного мозга","9657985200","Брест просто космос!","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","32","","","","","","",""
"","","","9284","message","2020-08-16T11:49:50","Беларусь головного мозга","9657985200","Ул. Ленина, Минск. Прямо сейчас!","","","","","","464","848","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","","","","","","",""
"","","","9285","message","2020-08-16T11:51:47","Беларусь головного мозга","9657985200","Самый центр Минска. Он фактически заполнен людьми.","","","","","","464","848","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","","","","","","",""
"","","","9286","message","2020-08-16T12:06:06","Беларусь головного мозга","9657985200","На фото - центральный проспект Минска. Раньше он назывался красиво - проспект Франциска Скорины.\n\nСправа - здание КГБ. И СИЗО КГБ (Американка, круглая такая).\n\nЭто уже наша новая история. Жыве Беларусь! Жыве вечна!\nФото ","","","","","(File not included. Change data exporting settings to download.)","1280","852","#МотолькоПомоги этому городишко от 3% избавиться","","","","","","","","","","","",""
"","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","","","","","",""
"","","","9287","message","2020-08-16T12:09:43","Беларусь головного мозга","9657985200","В Бресте люди собрались около здания СИЗО и требуют отпустить задержанных во время протестов.","","","","","(File not included. Change data exporting settings to download.)","850","468","","","","","","","","","","","","",""
"","","","9288","message","2020-08-16T12:25:01","Беларусь головного мозга","9657985200","Вильня требует посла.","","","","","","1080","1920","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","","","","","","",""
"","","","9289","message","2020-08-16T12:36:04","Беларусь головного мозга","9657985200","Даже на этом крутом таймлапсе не видно того, что сегодня происходит в Минске.","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","24","","","","","","",""
"","","","9290","message","2020-08-16T12:46:16","Беларусь головного мозга","9657985200","Голландия. Здание посольства Беларуси в эти минуты.","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","35","","","","","","",""
"","","","9291","message","2020-08-16T12:58:31","Беларусь головного мозга","9657985200","Цену свободы не понять лукашенковским бюджетникам.","","","","","","1280","720","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","22","","","","","","",""
"","","","9292","message","2020-08-16T13:27:07","Беларусь головного мозга","9657985200","Стрим возле КГБ \n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://www.youtube.com/watch?v=tizJnId8a0Y","","","","","","","","","","","","","","","","","",""
"","","","9293","message","2020-08-16T17:47:07","Беларусь головного мозга","9657985200","❗️Друзья, воскресенье было невероятным днем, который  останется в истории Беларуси! Более 500 000 на митингах по всей стране.\n\nНарод публично выдвинул свои требования, а у чиновников осталось совсем немного времени, чтобы начать их выполнять.\n\nМы требуем немедленного освобождения всех заключенных с начала выборов и правды про пропавших без вести. Мы требуем ухода Лукашенко, а также честного и открытого суда над карателями и садистами.\n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","ЗАВТРА И ПОСЛЕДУЮЩИЕ ДНИ ДО ВЫПОЛНЕНИЯ ТРЕБОВАНИЙ - ОБЩЕНАЦИОНАЛЬНАЯ ЗАБАСТОВКА","","","","","","","","","","","","","","","","","",""
"","","","","","","","","\n\n- Призываем все предприятия страны повторить то, что они сделали в пятницу: начать всеобщую забастовку.\n- Призываем рабочие коллективы сформировать стачкомы, которые официально будут представлять ваши интересы.\n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","ВЫХОД НА УЛИЦЫ\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","\n- Минск. 10.00. Если Лукашенко приедет на МЗКТ, то призываем всех рабочих с других предприятий подойти к вашим коллегам и поддержать их. Выскажите всё, что вы думаете о пытках и убийствах, прямо ему в лицо. \n- 18.00. Рабочие при поддержке остальных беларусов идут занимать площадь Независимости (вместе с Проспектом). Далее – сидячая забастовка, которой мы показываем, что будем выходить каждый день и до конца.\n- По всей стране, 18.00. Рабочие всех предприятий и жители города идут в центр, где в последний раз вызывают мэра на ковёр. Если мэр отказывается публично поддержать народные требования, стачкомы и жители города имеют полное право не признавать его больше властью.\n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","ЗАВТРА РЕШАЕТСЯ МНОГОЕ.","","","","","","","","","","","","","","","","","",""
"","","","9294","message","2020-08-17T01:53:02","Беларусь головного мозга","9657985200","Светлана Тихановская заявила о своей готовности стать национальным лидером","","","","","","1280","720","МАЯ КРАІНА БЕЛАРУСЬ","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","405","","","","","","",""
"","","","9295","message","2020-08-17T02:06:19","Беларусь головного мозга","9657985200","В какой-то момент камера просто направилась на диван, заиграла музыка, а потом и свет выключился. После начали показывать Хатынь.\nБТ все же бастует?","","","","2020-08-17T02:09:16","","1680","1050","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","69","","","","","","",""
"","","","9296","message","2020-08-17T02:20:10","Беларусь головного мозга","9657985200","А вот и фото со страйка у здания БТ.","","","","","(File not included. Change data exporting settings to download.)","845","627","","","","","","","","","","","","",""
"","","","9297","message","2020-08-17T02:28:31","Беларусь головного мозга","9657985200","МИЛИЦИЯ С НАРОДОМ\n\nВот основа новой ","","","","2020-08-17T02:35:10","","1280","720","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","82","","","","","","",""
"","","","","","","","","","bold","полиции","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," новой Беларуси. Иван Колос - без погон, без жетона, без удостоверения, но с клятвой верности народу Беларуси.\n\nСОТРУДНИКИ СИЛОВЫХ СТРУКТУР, НЕ БОЙТЕСЬ, ПРИСЫЛАЙТЕ СВОИ ВИДЕООБРАЩЕНИЯ. ПЕРЕХОДИТЕ НА СТОРОНУ НАРОДА.\n\nИнформация для уволенных по политическим причинам и готовых уйти со службы/работы в знак протеста:\n\nФонд солидарности ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","text_link","BYSOL/Belarus solidarity foundation\n","https://t.me/bysol","","","","","","","","","","","","","","","","",""
"","","","","","","","","Гражданин, помогай верным народу силовикам  ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://bit.ly/344ANgH","","","","","","","","","","","","","","","","","",""
"","","","","","","","","\nСиловик, принимай поддержку от народа  ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://bit.ly/3gZC63X","","","","","","","","","","","","","","","","","",""
"","","","9298","message","2020-08-17T03:00:02","Беларусь головного мозга","9657985200","БТ сейчас. Вы можете прийти и поддержать смелых сотрудников БТ, которые вышли на забастовку.","","","","","(File not included. Change data exporting settings to download.)","848","621","","","","","","","","","","","","",""
"","","","9299","message","2020-08-17T03:01:45","Беларусь головного мозга","9657985200","Колонна работников ""МТЗ"" идет на помощь к ""МЗКТ"".","","","","","(File not included. Change data exporting settings to download.)","469","792","","","","","","","","","","","","",""
"","","","9300","message","2020-08-17T03:10:30","Беларусь головного мозга","9657985200","""Белкард"" в Гродно тоже на забастовке.","","","","","(File not included. Change data exporting settings to download.)","629","840","","","","","","","","","","","","",""
"","","","9301","message","2020-08-17T03:12:21","Беларусь головного мозга","9657985200","Мозырь, ОАО «БЭМ» филиал «ЭМУ-4»","","","","","(File not included. Change data exporting settings to download.)","621","825","","","","","","","","","","","","",""
"","","","9302","message","2020-08-17T03:14:30","Беларусь головного мозга","9657985200","Людей, идущих к МКЗТ, очень много. Пишут про 10 тысяч.","","","","","","1280","720","NEXTA Live","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","39","","","","","","",""
"","","","9303","message","2020-08-17T03:24:07","Беларусь головного мозга","9657985200","","bold","ОНТ и СТВ просят группу поддержки к 11.00, ул. Коммунистическая 6, Минск\n\n","","","","","","МАЯ КРАІНА БЕЛАРУСЬ","","","","","","","","","","","",""
"","","","","","","","","Начинают забастовку!","","","","","","","","","","","","","","","","","","","",""
"","","","9304","message","2020-08-17T03:29:10","Беларусь головного мозга","9657985200","Люди у здания БТ скандируют: ""Эйсмонт - трус"". \n\nДо этого появлялась информация, что Иван Эйсмонт -глава БТ отказывается идти на уступки бастующим и предлагает всем, кто недоволен написать заявление об увольнении.","","","","","","1280","720","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","","","","","","",""
"","","","9305","message","2020-08-17T03:30:09","Беларусь головного мозга","9657985200","Как же прекрасен дух свободы!","","","","","(File not included. Change data exporting settings to download.)","851","810","","","","","","","","","","","","",""
"","","","9306","message","2020-08-17T03:44:35","Беларусь головного мозга","9657985200","Рабочие Гроднопромстроя смело держат удар и твердо отстаивают свою гражданскую позицию. Действительно герои.","","","","","","576","1024","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","55","","","","","","",""
"","","","9307","message","2020-08-17T03:49:53","Беларусь головного мозга","9657985200","На завод дед прилетел на вертолёте, заводчан избегает, общается с маленькой отобранной группой. После выступления конечно же спешно улетит в резиденцию. Боится беларусов как огня.","","","","","","","","","","","","","","","","","","","",""
"","","","9308","message","2020-08-17T03:55:42","Беларусь головного мозга","9657985200","Люди у ОНТ уже собираются. Вы можете также прийти и поддержать смелых и честных работников, которые вышли на забастовку.","","","","","(File not included. Change data exporting settings to download.)","846","621","","","","","","","","","","","","",""
"","","","9309","message","2020-08-17T04:08:33","Беларусь головного мозга","9657985200","Никаких забастовок нет, это просто отпуска. Интересно, не стыдно ли ОНТшным жополизам перед своими же коллегами?","","","","","(File not included. Change data exporting settings to download.)","1280","694","","","","","","","","","","","","",""
"","","","9310","message","2020-08-17T04:10:24","Беларусь головного мозга","9657985200","Лукашенко: ""Никогда вы от меня не дождётесь, чтобы я под давлением что-то сделал. Повторных выборов не будет"".\n\nПовторных выборов действительно не будет, победила Светлана Тихановская и этого уже не изменить.","","","","","","","","","","","","","","","","","","","",""
"","","","9311","message","2020-08-17T04:14:12","Беларусь головного мозга","9657985200","Рабочие завода потребовали от Лукашенко уйти. Теперь понятно, почему он так быстро закончил свое общение и улетел.","","","","2020-08-17T04:14:50","","576","1024","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","","","","","","",""
"","","","9312","message","2020-08-17T04:21:21","Беларусь головного мозга","9657985200","Лукашеску. Другой клички у нас для него нет.","","","","","","480","854","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","26","","","","","","",""
"","","","9313","message","2020-08-17T04:33:35","Беларусь головного мозга","9657985200","Лукашеску так рассердился, что видимо решил всем обрубить интернет.  Из множества разных источников начала доходить информация о проблеме с подключением к интернету.\n\nГайд по тому как оставаться на связи: ","","","","2020-08-17T04:34:14","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://t.me/belamova/7890","","","","","","","","","","","","","","","","","",""
"","","","9314","message","2020-08-17T04:48:33","Беларусь головного мозга","9657985200","Лукашенко про пытки на Окрестина:\n\n«Теперь про то, что кто-то кого-то избил. Совершенно верно.»\n«На Окрестила 2500 или 2000 (задержанных), чтоб вы знали». \n«На Окрестина, не популярно, но скажу, получили те, кто там же, на Окрестина бросался на ментов. Вы знаете кто?» В этот момент его начинают освистывать. «Спасибо». Кричат - «УХОДИ! УХОДИ!» - «Ну спасибо, спасибо. Я вижу тут группа эта. Я вижу вас, не волнуйтесь. Я это всё услышал и ответил на этот вопрос, почему вы его поднимаете снова? Ну вы же не запятнайте честь рабочего человека, я вас услышал!» ","","","","","","640","352","#МотолькоПомоги этому городишко от 3% избавиться","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","97","","","","","","",""
"","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","","","","","",""
"","","","9315","message","2020-08-17T04:49:52","Беларусь головного мозга","9657985200","","","","","","(File not included. Change data exporting settings to download.)","575","317","Ха-ха, это все не смешно уже.","","","","","","","","","","","",""
"","","","9316","message","2020-08-17T04:51:16","Беларусь головного мозга","9657985200","Атлант тоже вышел поддержать рабочих других заводов.","","","","","(File not included. Change data exporting settings to download.)","1280","721","","","","","","","","","","","","",""
"","","","9317","message","2020-08-17T04:55:11","Беларусь головного мозга","9657985200","Реакция Лукашенко бесценна.","","","","","","720","1280","NEXTA Live","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","29","","","","","","",""
"","","","9318","message","2020-08-17T05:00:17","Беларусь головного мозга","9657985200","А это уже МАЗ.","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","28","","","","","","",""
"","","","9319","message","2020-08-17T05:00:40","Беларусь головного мозга","9657985200","У здания ОНТ люди скандируют: ""Пора менять лысую резину"".","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","","","","","","",""
"","","","9320","message","2020-08-17T05:05:47","Беларусь головного мозга","9657985200","На ОНТ сегодня жарко.","","","","","","360","640","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","23","","","","","","",""
"","","","9321","message","2020-08-17T05:08:06","Беларусь головного мозга","9657985200","","bold","ЧТО ЭТО БЫЛО?\n\n","","","","1280","720","NEXTA","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","92","","","","","","",""
"","","","","","","","","Тот самый момент, после которого Лукашенко начали кричать ""Уходи"".","","","","","","","","","","","","","","","","","","","",""
"","","","9322","message","2020-08-17T05:20:18","Беларусь головного мозга","9657985200","Заводские рабочие вышли на улицы. ОНЛАЙН\n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://www.youtube.com/watch?v=g9i_uwh2SnU","","","","","","","","","","","","","","","","","",""
"","","","9323","message","2020-08-17T05:57:07","Беларусь головного мозга","9657985200","Белорусский институт системного анализа тоже начал собирать подписи на забастовку.","","","","2020-08-17T07:16:50","(File not included. Change data exporting settings to download.)","576","846","","","","","","","","","","","","",""
"","","","9324","message","2020-08-17T05:57:07","Беларусь головного мозга","9657985200","","","","","","(File not included. Change data exporting settings to download.)","627","850","","","","","","","","","","","","",""
"","","","9325","message","2020-08-17T06:06:16","Беларусь головного мозга","9657985200","Сотрудники МАЗ перелазят через турникеты. До этого их не выпускали с проходной. - Белсат.","","","","","","640","640","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","22","","","","","","",""
"","","","9326","message","2020-08-17T06:07:56","Беларусь головного мозга","9657985200","⚡️ЕС готовится оказать помощь ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","всем бастующим рабочим Беларуси","","","","","","","","","","","","","","","","","",""
