"name","type","id","messages__id","messages__type","messages__date","messages__edited","messages__from","messages__from_id","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__width","messages__height","messages__text__type","messages__text__text","messages__text","messages__text__href","messages__photo","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__reply_to_message_id","messages__forwarded_from","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen"
"","","","9314","message","2020-08-24T08:10:30","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","1080","1080","","","Братья по оружию\n\n","","(File not included. Change data exporting settings to download.)","","","","","","Усы Лукашенко","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость\n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться","","https://t.me/joinchat/AAAAAEklfX7sPNSO8QXhJw","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","на","","https://t.me/joinchat/AAAAAEklfX7sPNSO8QXhJw","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Усы","","https://t.me/joinchat/AAAAAEklfX7sPNSO8QXhJw","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Лукашенко","","https://t.me/joinchat/AAAAAEklfX7sPNSO8QXhJw","","","","","","","","","","","","",""
"","","","9315","message","2020-08-24T08:34:29","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","","","bold","ДНЁМ - ОРГАНИЗУЕМСЯ, ВЕЧЕРОМ - ПРОТЕСТУЕМ\n\n","","","","","","","","","PALCHYS","","","","","",""
"","","","","","","","","","","","","","","","","","","""Марш Новой Беларуси"" доказал, что беларуская нация не будет признавать власть оккупантов до конца. Жаль конечно, что было сорвано выступление Координационного Совета, но задачи на будущее ясны. В него уже вступили 600 человек самых разных и достойных беларусов. Это напоминает условный БНФ на заре совка, когда национальная элита объединялась ради общей цели.\n\nСейчас все 97% беларусов схожим образом должны объединяться и выстраивать свои организации и структуры, ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","которые будут помогать нам жить параллельно от оккупационного режима","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",". Массовым маршам и протестам мы более-менее научились за последние 2 недели - теперь время учиться организации.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","КАК ОБЪЕДИНЯТЬСЯ?\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Если вы ходите на марши со своими друзьями, то вы уже имеете собственную политическую партию в миниатюре, которая может решать вопросики. Но объединяться можно и в более масштабных форматах по следующим параметрам:\n\n- ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","По профессиональной принадлежности","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," (IT-шники, юристы, врачи, дальнобойщики, честные учителя и т.д.)\n- ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","По социальной группе","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," (студенты, рабочие, пенсионеры, честные силовики и т.д.)\n- ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","По локальности","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," (подъезд, дом, двор, район, город, область) \n\nКаждое из таких объединений может решать совершенно разные задачи.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","ЧТО ДЕЛАТЬ?\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Так как мы строим параллельную жизнь от оккупантов, то фронтов работы множество. Перечислим основные:\n\n- ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","Информационный фронт","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",". Естественно, что очень важно развивать быструю передачи информации между всеми слоями беларусов. Кроме этого, нам нужен свой контентный мир, который будет круглосуточно формировать нашу собственную повестку дня.\n\nРасклеивайте листовки, создавайте видео и графический контент, пилите мемы, занимайтесь расследованиями преступлений, проверяйте вбросы и слухи, делайте тематические Телеграм-каналы, переводите информацию о происходящем на другие языки и т.д.\n\n- ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","Экономический фронт","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",". Захват власти узурпатором похоронил экономику страны. ПВТ выводит деньги и офисы в другие страны, люди бегут снимать вклады из банков, про инвестиции и кредиты можно забыть. А значит, когда ляжет экономика, нам самим понадобится напрямую решать множество проблем.\n\nК счастью есть Telegram, в котором на основе ботов легко создавать самые различные сервисы. Вскоре понадобятся аналоги сайта ""Прокопович"", который был популярен в 2011 году. Также необходимо будет напрямую помогать пенсионерам, сиротам и всем, кто пострадает от схлопывания экономики.  \n\n- ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","Солидарности фронт","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",". Уже разворачивается волонтерская сеть по оказанию помощи стачкомам и уволенным рабочим, честным силовикам и учителям, пострадавшим от задержаний и избиений. Но впереди ещё минимум недели борьбы, а значит запрос на поддержку будет огромный.\n\nВ первую очередь, если вы лично знаете пострадавшего от задержаний, или честного силовика, или учителя, или уволившегося чиновника, то берите прямое шефство над ним. ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Фонд Солидарности","","https://t.me/bysol","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," уже работает вовсю, но ему необходимо еще немного времени по построению структуры. Так что не забывайте про личную адресную помощь.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","ИНСТРУМЕНТЫ\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Во многом достаточно создать закрытый чат (иногда открытый) в Telegram, где вы будете координироваться с вашими друзьями, коллегами, соседями и единомышленниками.\n\nЕсли этого мало, то хватает множество других инструментов и сервисов для координации: Slack, Discord и прочие.\n\nВыбирайте подходящие вам фронты и задачи, зовите друзей и координируйтесь с другими беларусами.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","СТРОИМ НОВУЮ БЕЛАРУСЬ НЕСМОТРЯ НИ НА ЧТО!","","","","","","","","","","","","","","",""
"","","","9316","message","2020-08-24T09:12:13","2020-08-24T16:45:36","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","740","450","","","Родственникам погибшего демонстранта Никиты Кривцова, которого нашли повешенным в Партизанском районе Минска отказывают показывать тело. ""Говорят: забирайте этот мешок, везите и хороните!"" -","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link"," рассказала","","https://t.me/euroradio/6197","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," мама Никиты Анжелика Кухто.\n\nПрощание с Никитой состоится завтра (25 августа) в 12.00 в Молодечно по адресу Янки Купалы, 50.","","","","","","","","","","","","","",""
"","","","9317","message","2020-08-24T09:19:07","2020-08-24T09:25:11","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","20","360","640","","","Славное и героическое сражение армии Беларуси с воздушными шариками. Бойцам немедленно ордена высшей степени!","","","","","","","","","","","","","",""
"","","","9318","message","2020-08-24T09:51:28","2020-08-24T16:47:33","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","","","text_link","​​","","https://telegra.ph/file/56580efdb2fc6f4a91a76.jpg","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","КТО ОСТАНЕТСЯ СЛУЖИТЬ ФАЛЬСИФИКАТОРАМ И УБИЙЦАМ?","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","\n \nВы уже осознали, что произошло. Что Лукашенко на самом деле с треском проиграл выборы. Знаете о терроре, который развязал главнокомандующий-самозванец. Об изувеченных людях, о пытках, о настоящей войне на улицах городов, о расстрелянных в упор – обо всем этом ужасе, равного которому Беларусь не видела 80 лет.\n \nВы гоните дурные мысли, стараетесь не читать и не говорить об этом, но не получается. Про это пишут и говорят сейчас все. И в Беларуси, и в мире.\n \nВы ищете ответы в оправданиях госпропаганды, но от них уже кружится голова и даже тошнит: Россия! Чехия! Голландия! Польша! Штаты! Литва! Кукловоды повсюду, все против нас! Вам надрывно плетут про желторотые и чернокожие танки НАТО, которые хотят стегать нас плёткой. Про какую-то войну. Но эти страшилки совсем разошлись с наблюдаемой реальностью. В реальности единственная война, которую ведет Лукашенко руками самых отмороженных из силовиков + тех, кто покорно исполняет его параноидальные прихоти – это война с белорусским народом.\n \nВы уже некомфортно от прямой или косвенной принадлежности к тем или иным госорганам и службам. Но пока успокаиваете себя: ведь это не вы проявляли садизм, не вы подделывали выборы, не вы дурите пенсионеров геббельсовским враньем по ТВ. Однако тонущий режим пытается утащить с собой, утопить всех, за кого он способен ухватиться. Вынуждая:\n– сотрудников ГАИ – присоединяться к палачам и карателям;\n– горисполкомовских – участвовать в преследовании людей, которых режим назначает врагами (а таких с каждым днем только больше; уже почти вся страна);\n– руководителей предприятий – проводить незаконные увольнения и давление на рабочих;\n– из военных пытаются делать то клоунов, сбивающих воздушные шарики на границе с Литвой, то карателей, затягивающих Минск колючей проволокой, запугивающих мирных гражданских; и т.д.\n \nВ поисках точки опоры в идущей вразнос системе вы пытаетесь опереться на закон. Но «закон» чиновники и силовики сами уже совсем не соблюдают – а только используют его как еще одну дубинку для борьбы с народом. Дела ни по нарушениям на выборах, ни по бандитским выходкам силовиков не открыты – а всё это тяжелейшие преступления.\n \nПонятно, зачем это Лукашенко и самым кровавым из его генералов: пытаются спасти свои шкуры. Непонятно, зачем это вам. ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","Не давайте втянуть себя в пособничество их преступлениям. ","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Это может произойти банально и тихо. Как у тех запуганных завучей и учительниц, которых принудили к подлогу на выборах. ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","Жестко настаивайте на неучастии в любых неправомерных действиях против народа. Не получается – сразу уходите. Ещё не поздно, но и ждать уже нельзя, слишком велик риск оказаться в пособниках самого бесчеловечного режима Европы в XXI веке. Увольняйтесь. ","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Прямо на этой неделе. Беларусь уже точно не будет прежней, и белорусам десятилетиями предстоит отвечать друг другу на вопрос «А что ты делал летом 2020-го». ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","Лето заканчивается. Пора выбрать сторону.\n ","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","\nЕсть ли риск в борьбе с беззаконием или в уходе? Конечно: в вашем кругу привыкли к послушанию и к небольшой, но стабильной зарплате. Но, во-первых, ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","«стабильнасць» уничтожил сам Лукашенко: рассорившись со всеми вокруг и с собственным народом, он повёл экономику к краху. ","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Во-вторых, уже многие беларусы взяли на себя куда большие риски (вплоть до риска свободой или жизнью), вам так сильно рисковать не придется. А в-третьих, ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","риск остаться в системе и быть втянутой ею в эти предсмертные преступные конвульсии – куда страшнее.","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","\n \nСамые умные уже пошли на выход: телевизионщики, милиционеры, прокуроры, чиновники, военные. Они станут элитой, ядром соответствующих организаций в новой Беларуси, сделают самые стремительные карьеры. А ещё те, ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","кто ушёл, не дадут втянуть себя в предстоящие уголовные дела, материалы для которых сейчас, в информационную эпоху, собирают все. И не покроют себя позором.","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","\n \nВы не обязаны уходить ради спасения Беларуси. Уже выступавшие за перемены беларусы спасут ее и сами; их слишком много, и притерпеться к настолько салистскому режиму они не смогут. ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","Разрывать с режимом пора ради себя, своих собственных карьеры и будущего.","","","","","","","","","","","","","","",""
"","","","9319","message","2020-08-24T10:37:16","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","805","656","bold","Беларусь может остаться без российских кредитов.\n","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," \nМинфин России подготовил правила, которыми в случае утверждения будет руководствоваться Россия при выдаче госкредитов другим странам. На общих основаниях на их получение не смогут претендовать Беларусь, Армения, Венесуэла и Куба.\n\nОдно из правил исключает выдачу кредитов государствам, находящимся в состоянии военных конфликтов и социально-политических кризисов, а в Беларуси сейчас разворачивается внутренний политический кризис, вызванный фальсификацией выборов и многотысячными протестами по всей Беларуси.","","","","","","","","","","","","","",""
"","","","9320","message","2020-08-24T11:04:52","2020-08-24T11:08:06","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","34","218","400","bold","В Фонд солидарности обратилось более 400 человек. Восьмерым уже выплатили по 1500 евро\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Всего фонд успел рассмотреть пока около 30 заявок: они прошли верификацию и люди ждут выплат. \n\nМеханизм следующий: работник (уволенный или готовый уволиться) заполняет заявку через гугл-форму (","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","вот она),","","https://docs.google.com/forms/d/e/1FAIpQLSf4z_Cpzcj3iHDLz3RHmC2uDconnKStsuxxUIDwdJxexIOjeA/viewform?pli=1","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," к заявке он прилагает видео, где рассказывает, по каким причинам увольняется. Одно из условий — человек должен дать согласие на то, что видео может быть опубликовано.","","","","","","","","","","","","","",""
"","","","9321","message","2020-08-24T11:14:16","2020-08-24T11:17:03","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","1200","675","bold","Лукашеску принял отставку Игоря Лещени с должности посла Беларуси в Словакии.\n\n","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Лещеня стал первым дипломатом, который не побоялся стать на сторону народа и публично поддержал протесты против фальсификаций выборов.","","","","","","","","","","","","","",""
"","","","9322","message","2020-08-24T11:24:18","2020-08-24T11:25:24","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","960","640","bold","⚡️ Члена Президиума Координационного Совета","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","Светлану Алексиевич вызвали в среду в 14:00 в СК в качестве свидетеля по уголовному делу, возбужденного по факту создания КС","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",".","","","","","","","","","","","","","",""
"","","","9323","message","2020-08-24T12:03:47","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","175","1280","720","bold","""Вы настоящие герои нашего времени и мы всеми вами безумно гордимся!""","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","Беларусы США поддержали бастующих работников беларусских предприятий","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",".\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","italic","""Фонд солидарности поддержит КАЖДОГО, кто будет уволен по политическим мотивам . Пожалуйста, не бойтесь обращаться к ","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","ним","","https://docs.google.com/forms/d/e/1FAIpQLSf4z_Cpzcj3iHDLz3RHmC2uDconnKStsuxxUIDwdJxexIOjeA/viewform?pli=1","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","italic"," за помощью"" - говорится в обращении.","","","","","","","","","","","","","","",""
"","","","9324","message","2020-08-24T12:13:50","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","24","720","1280","","","На площади Независимости каратели уже начали задерживать людей.  По сообщениям очевидцев, скорее всего это активисты ""Европейской Беларуси"".\n\nВидео: ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","","",""
"","","","9325","message","2020-08-24T12:40:00","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","","","bold","Сейчас, как никогда, необходимо усилить давление на шатающийся режим Лукашенко!","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," \n \n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","Как?! \n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," \n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","1. Обезопасьте свои денежные средства. \n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Заберите вклады из банков, переведите белорусские рубли в иностранную валюту, драг.металлы, топливо. \nСнимайте денежные средства с банковских карт в день получения зарплаты/пенсии/стипендии. \n \n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","2. Забастовка и ""итальянская забастовка"". \n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Кто смелее - бастует - это право работника, которое государство пытается отнять. Кто, в силу каких-либо причин, боится бастовать - переходите на ""итальянскую забастовку"". \n""Итальянская забастовка"" - это вид протеста, при котором сотрудники предельно строго исполняют свои должностные обязанности и правила, ни на шаг не отступая от них и ни на шаг не выходя за их пределы. \nПеречитайте свою должностную инструкцию, правила внутреннего трудового распорядка, коллективный договор, правила техники безопасности и т.п. Наверняка, наниматель не организовывает ваш труд должным образом, и ваш долг приостановить работу в таких условиях. \n \n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","3. Выйдите из государственных профсоюзов. \n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Гос.профсоюзы во главе с Михаилом Ордой защищают только режим Лукашенко, а не рабочих и специалистов. \nЕжегодно беларусы платят гос.профсоюзам около 1 миллиарда долларов, за которые их же потом избивает ОМОН. \n \n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","4. Задержка оплаты коммунальных услуг. \n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Есть так называемая ""цыганская схема"", при которой платится только небольшая часть коммунальных услуг каждый месяц, чтобы и не отключили от услуг, и не платить всю сумму. \nПри этом, по возможности, откладывайте деньги на оплату коммуналки в иностранной валюте, после падения режима это позволит оплатить всю сумму.\n \n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","5. Уменьшите налоги. \n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Предприниматели, работающие по ""серым"" схемам и платящие налог ""из головы"", чтобы не трогали налоговые органы. Этот пункт для вас! Максимально сократите налоговые поступления в бюджет! \nМы ни в коем случае не осуждаем вас, и понимаем, что к таким схемам работы привело именно правление Лукашенко! \n \n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","6. Уменьшите гос.пошлины и штрафы. \n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Сократите до минимума обращения в гос.органы, где необходимо платить гос.пошлину за различные процедуры. Также будьте максимально бдительны и оградите себя, по возможности, от штрафов. \n \n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","7. Усильте давление на гос.аппарат. \n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","В любой гос.орган можно обратиться, в том числе путем ""Электронного обращения"" на сайте организации, в рамках компетенции этой организации. \nНе стоит ждать, когда Координационный совет или еще кто-то скажет написать какое-либо обращение. Действуйте сами, нагрузите чиновников работой по любому поводу: мусор во дворе, различные консультации по действующему законодательству, сообщение о противоправных или хамских действиях со стороны чиновников и т.п. \n \n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","italic","P.S. Мы - патриоты! У нас нет цели развалить экономику или тем более страну. Однако, наша страна находится в заложниках у узурпатора, который использует наши средства против нас же. \n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," \n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","И мы знаем, как дать ему отпор!","","","","","","","","","","","","","","",""
"","","","9326","message","2020-08-24T13:34:40","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","4","1920","1080","","","Посмотрите какая красота около библиотеки в Минске! Кстати, боевые истребители уже на низком старте?","","","","","","","","","","","","","",""
"","","","9327","message","2020-08-24T16:33:07","2020-08-25T13:15:22","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","","","text_link","​​","","https://telegra.ph/file/f5587bae6af45259af61f.jpg","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","ПРАЗДНИК НЕЗАВИСИМОСТИ\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Друзья, надеемся вы успели отдохнуть после вчерашнего ""Марша Новой Беларуси"". Хотим сказать, что на этой неделе будет представлена подробная стратегия, в которой будет описан чёткий план действий по возврату власти народу.\n\nА завтра у нас праздник! 25 августа 1991 года патриоты Беларуси (вместе с депутатами БНФ) заставили Верховный Совет проголосовать за независимость нашей страны.\n\nПримечательно, что тогдашний депутат Александр Лукашенко был одним из немногих, кто воздержался от голосования.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","МИНСК:\n\n- 10.00.","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," Подходим к Следственному Комитету (Фрунзе 19) поддержать члена Координационного Совета Павла Латушко.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","- 18.00.","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," Собираемся на Площади Независимости и отмечаем историческую дату в жизни нашей страны. Надеемся, что те самые легендарные депутаты также придут и расскажут молодёжи, как это было.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","МОЛОДЕЧНО:\n\n- 12.00.","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," Несмотря на праздник, не забываем о главном. По адресу г. Молодечно ул. Янки Купалы 50 состоится прощание с убитым Никитой Кривцовым.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","ОСТАЛЬНЫЕ ГОРОДА:\n\n- 18.00.","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," Начинаем празднование Независимости в центре ваших городов. Форматы могут быть любые: митинг, шествия, автопробег, цепочка и т.д. Выбирайте на свой вкус.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","А ТАКЖЕ ЖДИТЕ ВАЖНОЕ ОБРАЩЕНИЕ ОТ СВЕТЛАНЫ ТИХАНОВСКОЙ!\n\nЖИЗНЬ","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","НОВОЙ БЕЛАРУСИ ТОЛЬКО НАЧИНАЕТСЯ!","","","","","","","","","","","","","","",""
"","","","9328","message","2020-08-25T04:21:56","2020-08-25T04:54:56","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","83","640","360","","","Представляем новое видео момента радости, который был похищен у большинства беларусов.\nНа участке № 21 в г. Минске (ул. Грушевская, 85) Лукашенко набрал 438 голосов, а Тихановская - 1725 голосов. И здесь ЕСТЬ НЮАНС, участок № 21 расположен рядом с милицейским общежитием (ул. Грушевская, 87). Даже этот факт при честном подсчете голосов не оставил никакого шанса Лукашенко на победу.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","9329","message","2020-08-25T06:26:51","2020-08-25T06:30:48","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","640","360","","","В эти минуты около Академии Наук проходит акции солидарности\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","9330","message","2020-08-25T06:48:37","2020-08-25T06:51:59","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","1280","853","","","В прощании с Никитой Кривцовым принимает участие около 1000 человек. Никита Кривцов будет похоронен на старом Молодечненском кладбище. Гроб с телом из ритуального зала несут на руках. Он покрыт бело-красно-белым флагом.\n\nНапомним, что Никита погиб при странных обстоятельствах, но официальная версия его смерти - ""самоубийство"". Долгое время он считался пропавшим без вести, а в итоге был обнаружен в петле в Минском лесу. До этого он активно принимал участие в политических акциях за честные выборы в Молодечно и в Минске.","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","",""
"","","","9331","message","2020-08-25T06:48:37","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","1280","854","","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","",""
"","","","9332","message","2020-08-25T06:48:38","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","1280","720","","","","","","","","","","","","","","","","",""
"","","","9333","message","2020-08-25T07:04:23","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","","","bold","Большой разговор Марии Колесниковой с представителями бастующих заводов\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","italic","Что стало последней каплей? Почему люди пересилили страх и вышли на забастовку? Какая ситуация на заводах сейчас и чем можно помочь?\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Смотрите честный разговор Марии Колесниковой с Глебом Сандросом (Беларуськалий), Вадимом Пайвиным (МТЗ), Александром Яцино (БелАЗ).\n\n","","","","","","","","","","","","","",""
