"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__text","messages__text__type","messages__text__text","messages__text__href","messages__edited","messages__photo","messages__width","messages__height","messages__reply_to_message_id","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds"
"","","","","","","","","","hashtag","#заводитестрану","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","699","message","2020-09-10T08:08:47","Честные люди","9900014418","❗️СРОЧНО. Дмитрий Куделевич и Владимир Логинов записали видеообращение к беларуским рабочим: ","","","","","","","","","","","","",""
"","","","","","","","","","link","https://youtu.be/Jhv2zP5VudY","","","","","","","","","","",""
"","","","","","","","","\n\n— Для всех, кто колебался, сегодня появилась возможность принять важное историческое решение. Парни! Последуйте примеру Юры. Опускайтесь в шахту и бастуйте до тех пор, пока власти не обратят на нас внимание. \n\n‼️ Напомним, что сегодня утром шахтер Юрий Корзун приковал себя наручниками к горнодобытчицкому оборудованию и заявил, что будет находиться в шахте до выполнения требований. \n\nОн требовал «немедленно прекратить запугивание и увольнение трудящихся, освободить всех взятых под арест членов стачечного комитета, исключить похищение граждан неизвестными лицами, прекращения физической расправы над мирными протестующими, отставки незаконно занимающего пост главы государства Александра Лукашенко». \n\n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#солигорск","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#бастуйбеларусь","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#заводитестрану","","","","","","","","","","",""
"","","","700","message","2020-09-10T11:03:23","Честные люди","9900014418","Трудно найти людей, которых не затронули события прошедшего месяца. У всех нас появились дополнительные причины для точки невозврата. Теперь мы смело высказываем свою позицию, свое отношения к несправедливым действиям власти. \n\nНо есть люди, которым это даётся сложнее. Тяжелее ли, чем их физический труд, нам остается только представлять.\n\nУчастники последних событий в стране записали слова поддержки заводчанам: бастующим и сочувствующим, сомневающимся и решительным ","","","","","","","","","","","","",""
"","","","","","","","","","link","https://youtu.be/u8oPNV2Ra_g","","","","","","","","","","",""
"","","","","","","","","\n\nДа, у нас разные условия труда, разные профессии и разный опыт столкновения с несправедливостью и жестокостью. Но цель — одна.\n\n✊ Мы призываем всех поддержать работников государственных предприятий и присоединиться к Дню солидарности 16 сентября. \nДавайте покажем, что наша солидарность крепче любого металла.\n\n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#заводитестрану","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#солидарность","","","","","","","","","","",""
"","","","701","message","2020-09-10T12:31:14","Честные люди","9900014418","❗️️️Минск, поддержим шахтеров❗️️️\n«Делать бы гвозди из этих людей, не было б в мире крепче гвоздей». Эти слова точно про людей из стачкома «Беларуськалия». Несмотря не беспрецедентное давление, шахтеры продолжают стоять на своем и бороться за нашу свободу. \n\n🤝Даже самым сильным из нас нужна поддержка! \n11 сентября состоится заседание по иску ОАО «Беларуськалий» к стачечному комитету ОАО «Беларуськалий» по признанию законности забастовки, начатой 17 августа 2020.\nОтветчики — сопредседатели стачкома Сергей Шиц и Анатолий Бокун. \n\nПросим беларусов проявить солидарность с бастующими шахтёрами и придти поддержать их завтра утром к зданию Минского областного суда.\n\nНачните свой день с поддержки достойных людей: \n👉 11 сентября в 10:00\n👉 Минск, Свердлова, 3 (здание Минского областного суда)\n\n👨‍🚒 Берите с собой каски (можно купить в любом магазине «Сделай сам» за пять рублей), рисуйте плакаты. Шахтерам будет приятна такая символическая поддержка.\n\n","","","","","(File not included. Change data exporting settings to download.)","1024","681","","","","","",""
"","","","","","","","","","hashtag","#БастуйБеларусь","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#солидарность","","","","","","","","","","",""
"","","","702","message","2020-09-10T12:31:14","Честные люди","9900014418","","","","","","","1620","1080","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17"
"","","","703","message","2020-09-10T13:50:22","Честные люди","9900014418","Советуем посмотреть трансляцию беседы избирателей с депутатом Палаты представителей Андреем Савиных (Чкаловский округ № 96): ","","","","2020-09-10T13:51:24","","","","","","","","",""
"","","","","","","","","","link","https://www.youtube.com/watch?v=diRr9YbXkkY","","","","","","","","","","",""
"","","","","","","","","\n\nДа, это тот самый депутат, который не знал о происходящем в стране, так как был в отпуске. \nМы советуем не поддаваться эмоциям и использовать это видео как обучающий материал по тому, как общаются депутаты и как лучше подготовиться к встрече с ними.\n\n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#ВыНасДажеНеПредставляете","","","","","","","","","","",""
"","","","704","message","2020-09-10T14:25:43","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","705","message","2020-09-10T14:25:45","Честные люди","9900014418","Сложно догадаться, по какой логике сформирована парламентская комиссия, которую мы представляем сегодня. Эта компания занимается наукой, образованием и культурой одновременно. Есть в этом списке ваш депутат?\n\n🔹Игорь Марзалюк (председатель), Могилевский-Ленинский округ № 84 \n🔹Лилия Кирьяк (зам. председателя), Гродненский-Центральный округ № 51\n🔹Елена Колеснёва (зам. председателя), Горецкий округ № 82 \n🔹Ирина Рынейская (зам. председателя),  Бобруйский-Ленинский округ № 78 \n🔹Татьяна Автухова, Витебский-Чкаловский округ № 18 \n🔹Марина Васько, Брестский-Центральный округ № 2\n🔹Андрей Злотников, Гомельский-Центральный округ № 33 \n🔹Сергей Клишевич, Октябрьский округ № 97 \n🔹Людмила Подлужная, Сеницкий округ № 76 \n \nПрактически все депутаты в прошлом – педагоги. Казалось бы, люди с опытом работы в школах и университетах должны отлично понимать проблемы учителей. И хотелось бы узнать, есть ли у них идеи законодательных инициатив, запрещающих давление на учителей с целью принуждения выполнять то, что они делать не обязаны? Например, работать в избирательных комиссиях. И почему эти депутаты не защищают учителей от угроз увольнения за недостаточную преданность идеологии?  \n\nПочему эта комиссия не вмешалась в ситуацию с Купаловским театром и позволила Министерству культуры за несколько дней уничтожить театр, который по праву считается национальным достоянием?\n \nИнтересно, что сейчас комиссия занята поправками в закон «О государственной инновационной политике и инновационной деятельности в Республике Беларусь». Неужели комиссию не беспокоит, что при ситуации, когда ДФР используется в качестве оружия против организаций с активной гражданской позицией,  этот закон может оказаться невостребованным? Его просто некому будет исполнять.  \n\nОтправляйте обращения постоянным комиссиям Палаты представителей и отдельным депутатам в соответствии с тем, что они заявляют в качестве своей специализации: ","","","","","","","","","","","","",""
"","","","","","","","","","link","http://elo.house.gov.by/ru/el_obr_fiz-ru/","","","","","","","","","","",""
"","","","","","","","","\n \nОтветы присылайте нам на ","","","","","","","","","","","","",""
"","","","","","","","","","email","palata@honestby.org","","","","","","","","","","",""
"","","","","","","","",".\n \n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#ВыНасДажеНеПредставляете","","","","","","","","","","",""
"","","","706","message","2020-09-11T02:47:30","Честные люди","9900014418","Специальный гость Без шторки ТВ: Шерлок Холмс.\n\nВ этом выпуске (","","","","","","","","","","","","",""
"","","","","","","","","","link","https://youtu.be/vTRB4WwH_dI","","","","","","","","","","",""
"","","","","","","","","):\n✅ Немного подробнее о проекте “Дело о фальсификации выборов” ","","","","","","","","","","","","",""
"","","","","","","","","","link","http://case.honest-people.by/","","","","","","","","","","",""
"","","","","","","",""," \n✅ Проведем свое микро-расследование и узнаем, что сказали ЦИК и Верховный суд.\n✅ Поможем научиться отличать силовиков от слабовиков. \n✅ Поделимся информацией, почему не так легко перейти на сторону добра. \n✅ И напомним, что мы постоянно ищем добрых людей, которые помогают тем, кто пострадал из-за своей активной гражданской позиции: ","","","","","","","","","","","","",""
"","","","","","","","","","link","http://help.honest-people.by/","","","","","","","","","","",""
"","","","","","","","","\n\nЧаты дворов и районов вы можете найти по ссылке ","","","","","","","","","","","","",""
"","","","","","","","","","link","https://dze.chat","","","","","","","","","","",""
"","","","","","","",""," \n\n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычесныелюди","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#делоОфальсификации","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#НародТребует","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#скорая_взаимопомощь","","","","","","","","","","",""
"","","","707","message","2020-09-11T04:40:45","Честные люди","9900014418","Иногда нужно придумывать поводы, чтобы порадоваться. Сейчас очень много поводов расстроиться, поэтому нужно прикладывать усилия для поддержания духа. \n\n🥳 Мы решили отпраздновать 10 000 подписчиков на нашем молодом youtube-канале\n\n","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","","","","","","","link","https://www.youtube.com/c/HonestPeople/","","","","","","","","","","",""
"","","","","","","","","\n\nПорадуйтесь вместе с нами!\nА если у вас есть мысли и желание как сделать лучше — заполните форму или пишите нам в сообщениях ","","","","","","","","","","","","",""
"","","","","","","","","","link","https://forms.gle/Z4bLRycXkjR2kDi6A","","","","","","","","","","",""
"","","","","","","","",".\n\nМы стараемся 😁\n\n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","708","message","2020-09-11T07:44:31","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1080","1080","","","","","",""
"","","","709","message","2020-09-11T07:44:31","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1080","1080","","","","","",""
"","","","710","message","2020-09-11T07:44:31","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1080","1080","","","","","",""
"","","","711","message","2020-09-11T07:44:31","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1080","1080","","","","","",""
"","","","712","message","2020-09-11T07:44:31","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1080","1080","","","","","",""
"","","","713","message","2020-09-11T07:44:32","Честные люди","9900014418","","","","","2020-09-11T08:03:08","(File not included. Change data exporting settings to download.)","1080","1080","","","","","",""
"","","","714","message","2020-09-11T07:44:32","Честные люди","9900014418","","","","","2020-09-11T08:02:47","(File not included. Change data exporting settings to download.)","1080","1080","","","","","",""
"","","","715","message","2020-09-11T07:44:32","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1080","1080","","","","","",""
"","","","716","message","2020-09-11T07:44:34","Честные люди","9900014418","Мы тщательно изучаем информационную повестку и то, что транслируют государственные СМИ, чиновники и депутаты на встречах с избирателями. \n\n Интересно, что политический кризис сейчас пытаются представить как раскол в белорусском обществе между людьми, которые поддерживают или не поддерживают А. Г. Лукашенко.  \n \nМы считаем, что этот кризис вызван конфликтом между обществом, отстаивающим свои элементарные гражданские права, и группой чиновников высшего звена, которые цинично нарушают закон и используют силовой и административный ресурс против граждан Беларуси с целью удержания власти. \n \n❗️Раскол в обществе —  не более, чем медийная кампания. Его пытаются нам навязать всеми доступными способами, создать его на пустом месте, чтобы отвлечь нас от главного.  \n\n📰 И сегодня мы разберем только один небольшой пример: поговорим о листовке, отпечатанной тиражом 100 000 экземпляров и распространённой в Могилевской области РОО «Белая Русь». \n\nТекст данной печатной продукции явно нарушает Закон. Мы призываем жителей Могилева и городов, где распространялась листовка, подать заявление и потребовать дать правовую оценку этому действию. \n\n👉Шаблон заявления – ","","","","2020-09-11T08:47:44","","","","","","","","",""
"","","","","","","","","","link","https://bit.ly/2Fradnq","","","","","","","","","","",""
"","","","","","","","","\nЕго можно заполнить и дополнить на свое усмотрение, собрать под ним подписи и отправить в прокуратуру заказным письмом. \n \nПодавать заявления и собирать подписи бесполезно? Отнюдь. Преступники из высоких кабинетов должны знать, что у общества есть обоснованная оценка их действий, и что все в курсе, кто на самом деле и зачем пытается расколоть белорусское общество. \n \n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#ВыНасДажеНеПредставляете","","","","","","","","","","",""
"","","","717","message","2020-09-11T10:59:17","Честные люди","9900014418","","bold","Бренды с народом?\n","","","(File not included. Change data exporting settings to download.)","1080","1080","","","","","",""
"","","","","","","","","Мы получили множество вопросов:\n —Этично ли покупать Савушкин продукт? \n— Можно ли ходить в Евроопт? \n— Стоит ли бойкотировать Лидо? \n\nМы обратились с открытым письмом к предложенным компаниям, разослав около 400 писем с вопросом: \n—Поддерживаете ли вы требования народа:\n✔️ остановить насилие со стороны силовых структур;\n✔️ освободить политических заключенных;\n✔️ призвать к ответственности виновных;\n✔️ провести новые, честные выборы?\n\nМы понимаем, что многие хотят делать бизнес и не касаться политики. Но сегодня политика уже сама коснулась каждого: у кого-то задержали знакомого, у кого-то пострадал близкий. \nСегодня молчание –  это поддержка действующего режима.\n\nПеречень аккаунтов брендов, которым мы уже отправили письма, в нашей публикации ","","","","","","","","","","","","",""
"","","","","","","","","","link","https://www.facebook.com/honestpeople.by/posts/167470171665495","","","","","","","","","","",""
"","","","","","","","","\n\n❗️Если вы хотите услышать позицию любимых брендов, отметьте их в комментариях, чтобы они наверняка получили наш вопрос и их молчание не осталось незамеченным.\n\n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#брендыснародом","","","","","","","","","","",""
"","","","718","message","2020-09-11T13:36:42","Честные люди","9900014418","Когда честные журналисты стали массово увольняться из государственных СМИ, им на смену приехала команда российских «специалистов».\n\nСегодня на Медузе вышло большое расследование о том, кто за этим стоит и как это повлияло на официальную повестку (","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","","","","","","","link","https://meduza.io/feature/2020/09/11/eto-ochen-dorogogo-stoit","","","","","","","","","","",""
"","","","","","","","",") \n Вот основные тезисы:\n- Идеологическая борьба стала сильнее;\n- Риторика стала более агрессивной;\n- Это очень дорого обходится беларусам.\n\nВместо того, чтобы тратить деньги на решение проблем, государство решает тратить их на то, чтобы убедить всех, что проблем нет.\n\n❗️ ","","","","","","","","","","","","",""
"","","","","","","","","","bold","16 сентября присоединяйтесь ко Дню солидарности","","","","","","","","","","",""
"","","","","","","","",".\nДавайте покажем, что несмотря на все старания бывшего президента и приглашённых пропагандистов мы помним всё, что случилось в августе: наглая фальсификация выборов, смерти, избиения и пытки.\n\nРасскажите всем.\n\n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#заводитестрану","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#БастуйБеларусь","","","","","","","","","","",""
"","","","719","message","2020-09-12T06:45:14","Честные люди","9900014418","❗️","","","","2020-09-12T06:59:16","(File not included. Change data exporting settings to download.)","960","1280","","","","","",""
"","","","","","","","","","bold","Аккаунт Честных людей заблокирован!\n","","","","","","","","","","",""
"","","","","","","","","Вчера вечером был частично заблокирован Инстаграм-аккаунт сообщества «Честные люди»  ","","","","","","","","","","","","",""
"","","","","","","","","","link","https://www.instagram.com/honestpeople.by/","","","","","","","","","","",""
"","","","","","","","",". Мы потеряли возможность добавлять к публикациям текст и комментарии.\n\nПомогите разблокировать аккаунт, написав в службу поддержки Instagram. Нам важно продолжать свою деятельность!\n\nПример сообщения:\n\n","","","","","","","","","","","","",""
"","","","","","","","","","italic","Hello.\nLast night account @honestpeople.by was blocked. It’s very important Belarusian initiative, but now they can’t add text to own publications.  As far as they are helping victims of Belarusian ex-president’s repression, I am deeply concerned if the restrictions for the account aren’t made in order to support crime political regime. \nActivities of this community are very important for Belarusians and their rights.  They fighting to bring Law and Justice back to citizens. There are not so many free media in Belarus, so spreading truthful information is very important mission for social media.\nPlease help to unblock  @honestpeople.by!","","","","","","","","","","",""
"","","","720","message","2020-09-12T06:45:14","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","960","1280","","","","","",""
"","","","721","message","2020-09-12T06:45:14","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","960","1280","","","","","",""
"","","","722","message","2020-09-12T06:45:14","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","960","1280","","","","","",""
"","","","723","message","2020-09-12T06:45:14","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","960","1280","","","","","",""
"","","","724","message","2020-09-12T06:45:14","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","960","1280","","","","","",""
"","","","725","message","2020-09-12T06:45:14","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","960","1280","","","","","",""
"","","","726","message","2020-09-12T09:52:56","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","727","message","2020-09-12T09:53:00","Честные люди","9900014418","Друзья, мы в поисках небезразличных людей, которые хотели бы внести свой вклад в наше общее дело. Инициатива *Честные люди ищет волонтеров!\nВСЕ ПРОФЕССИИ ВАЖНЫ, ВСЕ ПРОФЕССИИ НУЖНЫ!\n\nНе важно, где вы проживаете: в деревне, городе или другой стране, продавец вы или программист, ветеринар или дизайнер, специалист или руководитель — ВЫ нужны нам!\nВАША помощь и участие - залог восстановления справедливости в нашей стране. \n\nУ нас есть очень много разных направлений и задач абсолютно в разных сферах деятельности. Многие люди по всей стране нуждаются в нашей помощи. \n\nСейчас открыто много разных инициатив, волонтерское движение набрало нереальные обороты, каждый день к нам присоединяются новые люди, мы приглашаем присоединиться и вас!\n\nДаже если сейчас вы не знаете, чем могли бы помочь, но понимаете, что оставаться в стороне нельзя - заполните форму: ","","","","","","","","","","","","",""
"","","","","","","","","","link","bit.ly/помочь_честным_людям","","","","","","","","","","",""
"","","","","","","","","\nВ ней укажите, чем вы занимаетесь и сколько времени готовы уделять волонтерству.\n\nВы можете предложить свой формат помощи - мы открыты любым инициативам. И первый шаг - распространить эту  информацию как можно шире. \nКаждый из нас - невероятный, и чем больше нас вместе - тем больше мы сможем сделать.\n\nМы - честные люди, и нас абсолютное большинство!\n\n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#честныелюди","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#хочу_помочь","","","","","","","","","","",""
"","","","728","message","2020-09-12T10:56:51","Честные люди","9900014418","Ура! Работа нашего Инстаграм-аккаунта  ","","","","2020-09-12T11:34:43","(File not included. Change data exporting settings to download.)","1242","1242","","","","","",""
"","","","","","","","","","link","www.instagram.com/honestpeople.by","","","","","","","","","","",""
"","","","","","","",""," восстановлена. \nСпасибо всем, кто помогал!","","","","","","","","","","","","",""
"","","","729","message","2020-09-12T16:29:23","Честные люди","9900014418","Нас бесконечно удивляют две вещи: полная глухота власти к народным требованиям и изобретательность беларусов на воскресных маршах.\n\n👉Завтра в 14:00 стартует «Марш героев». Помните, что сейчас каждый из нас супергерой, которым кукловодят совесть и здравый смысл.\n\nДаже ""Мстители"" работали командой! Поэтому предлагаем вам поделиться героическими идеями для плакатов — *Честные люди ждут ваших текстов в чатах и комментариях. \n\nВ центре внимания:\n🔥 народные требования;\n🔥 слова поддержки для политзаключенных;\n🔥 СОЛИдарность с СОЛИгорском;\n🔥 признания в любви к Родине, которую не продают на черноморских курортах.\n \nПока мы едины, мы непобедимы!\n\n","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#солидарность","","","","","","","","","","",""
"","","","730","message","2020-09-12T16:29:23","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","731","message","2020-09-12T16:29:23","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","732","message","2020-09-12T16:29:24","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","733","message","2020-09-12T16:29:24","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","734","message","2020-09-12T16:29:24","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","735","message","2020-09-12T16:29:24","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","736","message","2020-09-12T16:29:24","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","737","message","2020-09-12T16:29:24","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","738","message","2020-09-12T16:29:24","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","739","message","2020-09-13T05:10:48","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1080","1080","","","","","",""
"","","","740","message","2020-09-13T05:11:22","Честные люди","9900014418","","bold","Отправляясь на мирную акцию, сообщите ""Голосу""","","2020-09-13T05:11:35","","","","","","","","",""
"","","","","","","","",".\nСегодня в Беларуси пройдут Марши героев. Этот мирный протест обещает стать рекордным. Чтобы показать, сколько нас, платформа «Голос» ведёт подсчет протестующих.\n\n","","","","","","","","","","","","",""
"","","","","","","","","","bold","Что делать в воскресенье:\n","","","","","","","","","","",""
"","","","","","","","","*️⃣в течение дня отправьте боту ","","","","","","","","","","","","",""
"","","","","","","","","","mention","@golosby_bot","","","","","","","","","","",""
"","","","","","","",""," команду /ягуляю\n*️⃣важно успеть до конца дня — до 00.00\n*️⃣рассказать о подсчете знакомым\n*️⃣рассказать о подсчете людям, которые будут двигаться в колонне рядом с вами\n\n","","","","","","","","","","","","",""
"","","","","","","","","","bold","В ""Голос"" добавили новые функции:\n","","","","","","","","","","",""
"","","","","","","","","▶️ в чат-боте разделили тех, кто гуляет на марше, и тех, кто выбирает другую форму протеста\n▶️появилась статистика по городам — для этого отправьте чат-боту геолокацию. Она не будет публиковаться, но платформа сможет посчитать протестующих в разных городах\n\n🌏 ","","","","","","","","","","","","",""
"","","","","","","","","","bold","добавлена функция для людей не из Беларуси","","","","","","","","","","",""
"","","","","","","",""," — каждый человек в мире может выразить поддержку белорусам через ","","","","","","","","","","","","",""
"","","","","","","","","","text_link","Support Belarus\n\n","https://partizan-results.com/supportbelarus","","","","","","","","","",""
"","","","","","","","","‼️Сегодняшний марш — наша поддержка тем, кто поставил на кон свою жизнь и свободу ради нашей общей победы!\n\n▶️ ","","","","","","","","","","","","",""
"","","","","","","","","","text_link","регистрация\n\n","https://partizan-results.com/go","","","","","","","","","",""
"","","","","","","","","Поделитесь этим сообщением!\n\n ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#уНасЕстьГолос","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#ягуляю","","","","","","","","","","",""
"","","","741","message","2020-09-14T00:00:06","Честные люди","9900014418","Мы *Честные Люди, и мы ищем любую информацию, связанную с бастующими работниками заводов. \n\nВ слайдах мы собрали последние данные, которые нам были известны. Мы продолжаем собирать информацию и видим, что количество репрессированных стабильно растёт.\n\n❗️ Если на вас, ваших близких или знакомых людей оказывается любое давление со стороны начальства из-за гражданской позиции (вас грозятся уволить, завести уголовное/административное дело, лишить зарплаты или премии, насильно отправить в командировку) — сохраняйте спокойствие и не отказывайтесь от своей правды. Знайте — мы знаем, как вам помочь.\n\n💬 Чтобы поделиться историей своего предприятия, заполните эту форму:  ","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","","","","","","","link","https://forms.gle/sGjkDr1TXMMHbntn6","","","","","","","","","","",""
"","","","","","","",""," \n✊ Для связи с Центром помощи бастующим и получения профессиональной поддержки оставьте свои контакты в этой форме (или перешлите её тем, кто нуждается): ","","","","","","","","","","","","",""
"","","","","","","","","","link","https://forms.gle/yBpr9gLDQaKubsms7","","","","","","","","","","",""
"","","","","","","",""," \n\n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#заводитестрану","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","","","","","","  ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#БастуйБеларусь","","","","","","","","","","",""
"","","","742","message","2020-09-14T00:00:06","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","743","message","2020-09-14T00:00:06","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","744","message","2020-09-14T00:00:07","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","745","message","2020-09-14T00:00:07","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","746","message","2020-09-14T00:00:07","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","747","message","2020-09-14T00:00:07","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","748","message","2020-09-14T05:50:59","Честные люди","9900014418","К «Делу о фальсификации» уже подключились более 260 человек, которые начали собирать подтвержденные подписями голоса за Светлану Тихановскую. \n\nНам нужно как можно больше людей, чтобы ","","","","","","","","","","","","",""
"","","","","","","","","","bold","каждый","","","","","","","","","","",""
"","","","","","","",""," РОВД получил своё заявление! Только так мы сможем создать достаточное давление на власти и привлечь виновных к ответственности по закону. \nОб этом наше видео ","","","","","","","","","","","","",""
