"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__forwarded_from","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__photo","messages__edited","messages__reply_to_message_id","messages__text__href","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen"
"","","","9025","message","2020-08-21T07:58:16","NEXTA Live","10003210496","","","","","","","","","❗️Сергей Дылевский, глава стачкома МТЗ, также был отпущен после допроса в СК!","","","","","","","","","","","","","","","",""
"","","","9026","message","2020-08-21T08:04:16","NEXTA Live","10003210496","","","","","","","719","1280","Ситуация в обменниках сейчас примерно такая.","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","9027","message","2020-08-21T08:16:10","NEXTA Live","10003210496","","","","","","","","","⚡️","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Лукашенко признал, что на БТ и в пуле сейчас работают российские пропагандисты","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",":\n\n«Я попросил россиян: дайте нам 2-3 группы журналистов на всякий случай. Это 6 или 9 человек с самого продвинутого телевидения. И наша молодежь пусть посмотрит, как работают»\n\nОчень суверенитетно, однако.","","","","","","","","","","","","","","","",""
"","","","9028","message","2020-08-21T08:25:04","NEXTA Live","10003210496","LUXTA","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","57","1280","720","Автоколонна ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","text_link","лукашистов с заклеенными номерами","","","","https://t.me/luxta_tv/964","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," перекрыла движение в районе Лошицкого парка в Минске.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","То есть «народцу» нельзя — а «людям государевым» можно? В этом всё лукашистское государство.","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","Для некоторых в нём закон не писан.","","","","","","","","","","","","","",""
"","","","9029","message","2020-08-21T08:32:27","NEXTA Live","10003210496","Экономика Беларуси","","","","","","","","","text_link","Николай Снопков уверен, что Национальный банк обладает достаточными резервами, компетенцией и запасом прочности, чтобы обеспечить стабильность на валютном рынке.","","","","https://www.belta.by/economics/view/snopkov-o-predlozhenijah-otkazatsja-ot-produktsii-gospredprijatij-eto-ekonomicheskoe-samoubijstvo-403651-2020/","","","","","","","","","",""
"","","","","","","","","","","","","","","","","\n\nСегодня прозвучал ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","последний звонок для владельцев депозитов и средств в белорусских рублях","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",".  Любые слухи остаются всего лишь слухами, пока не были официально опровергнуты. \n\nСегодня мы услышали два опровержения: \n\n1. ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","Девальваций не будет","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",". \n\n2. ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","Государство не планирует заморозку вкладов","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",". \n\nРубль ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","уже значительно просел на торгах","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",". ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","А решение про заморозку или конфискацию вкладов может быть принято в течении нескольких часов. ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","\n\nВозможно сейчас ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","последний момент, когда можно спасти сбережения.","","","","","","","","","","","","","",""
"","","","9030","message","2020-08-21T08:39:46","NEXTA Live","10003210496","","","","","","","","","","bold","❗️ Власти ограничили доступ к сайтам платформ «Голос» и Zubr.in","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",", на которых происходил альтернативный подсчёт голосов.","","","","","","","","","","","","","","","",""
"","","","9031","message","2020-08-21T08:45:38","NEXTA Live","10003210496","","","","","","","","","Члены Стачкома ОАО ""Беларуськалий"" Логинова Алеся и Логинов Владимир не выходят на связь. Предположительно, их задержали.","","","","","","","","","","","","","","","",""
"","","","9032","message","2020-08-21T08:46:31","NEXTA Live","10003210496","","","","","","","720","1280","БПС-Банк. Минск, Мулявина 6.\n\nПри входе девушка сообщает, что в очереди на обмен валюты более 30 человек. Сумма покупки — не более 1000$ на человека.\n\n","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Тем временем курс доллара уже 2.60...","","","","","","","","","","","","","",""
"","","","9033","message","2020-08-21T09:17:31","NEXTA Live","10003210496","","","","","","","1200","1200","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","9034","message","2020-08-21T09:22:01","NEXTA Live","10003210496","LUXTA","","","","","","","","","bold","Дорогие друзья! Родине нужна ваша помощь!\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Силы Добра контролируют информационное пространство в фб и телеге — тут фашистам не пройти.\n\nНо спорными всё ещё остаются","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold"," vk.com и ok.ru","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," — лукашисты нагоняют туда ботов и спамят свою пропаганду, ориентированную на наиболее впечатляемую часть нашего общество.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Мы должны дать им информационный отпор! И мы начинаем Великий интернет-поход в народ!\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Как вы можете помочь? Всё очень просто!\n\nЗаводите странички в ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","link","vk.com","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," и ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","link","ok.ru","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," и рассказывайте там о преступлениях карателей, идущих забастовках и нескончаемом народном сопротивлении. А об успехах своих экспедиций, подозрительных группах и рассадниках интернетовских луказомби сообщайте нам — будем принимать меры. \n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","С живыми людьми будьте вежливы и терпеливы, щадите стариков и детей. С пропагандистами и ботами — по всей строгости. \n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","❗️ВАЖНО: Не глядя на популярность в наших широтах, сети vk.com и ok.ru не являются безопасными. Рекомендуем не раскрывать там свои личные данные и использовать VPN и анонимайзеры, а также одноразовые номера телефонов и виртуальные сим-карты для регистрации — ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","text_link","найти их можно на этом сервисе","","","","https://sms-activate.ru/","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold",". Также вы можете попросить своих друзей из-за границы купить симку и оформить на неё аккаунт (или сразу несколько) для вас.","","","","","","","","","","","","","",""
"","","","9035","message","2020-08-21T10:15:21","NEXTA Live","10003210496","Водители 97%","","","","","","","","⚡️Уважаемые белорусы! Администрация канала Водители 97% приняла решение по поводу времени проведения акции пробки в Минске на основании вашего голосования - сегодня в пятницу 21.08.20 акция состоится в 18.00, водителей просим предоставлять преимущество только службе МЧС 🚒 и скорой помощи 🚑, остальным не уступать!\n\nСтоя в пробке предлагаем всем сигналить дружно! Задуддосим весь Минск! ✊\n\n🆘 Для поддержки нашей акции призываем пешеходов 👫 выстраиваться  в цепи вдоль дорог! Хлопать и махать флагами, или шарами. \n\n🚴‍♂ Велосипедисты и другие тихоходы также присоединяйтесь и устраивайте пробег в это время😉\n\n⚠️ Также новость для тех, кто писал чтобы провести акцию утром, после ""Марша за Свободу"" , анонсированного телеграмм каналом NEXTA, мы с утра понедельника 24.08.20 в 8.00 осуществим блокировку дорог и поддержим план ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","mention","@nexta_tv","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","\n\n❗️❗️❗️С преступниками не должно быть переговоров! Мы - народ  Беларуси, сами должны решить свою судьбу и не нужно ждать, что за нас кто-то это сделает. \n\n📌 PS. Для особо любопытных сколько нам платят?\n\nНаша команда работает сама по себе используя свои интеллектуальные способности и в духе патриотизма, никем не финансируется, мы за новую сильную Беларусь на мировой арене!","","","","","","","","","","","","","","","",""
"","","","9036","message","2020-08-21T10:21:05","NEXTA Live","10003210496","","","","","","","","","⚡️Сообщают, что  вновь задержан Влад Соколовский — звукорежиссер, включивший «Перемен» в Киевском сквере.","","","","","","","","","","","","","","","",""
"","","","9038","message","2020-08-21T10:30:19","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","76","720","1280","Только посмотрите, какими стройными рядам свозят пленных бюджетников на очередные митинги в поддержку диктатора!","","","","","","","","","","","","","","","",""
"","","","9039","message","2020-08-21T10:30:20","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","26","1920","1080","","","","","","","","","","","","","","","","",""
"","","","9040","message","2020-08-21T10:37:59","NEXTA Live","10003210496","","","","","","","874","687","Совершенно внезапно, но ","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","власти частично закрывают участок проспекта Независимости","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," (центрального проспекта Минска) длиной почти в 2 километра в связи... с укладкой асфальта.\n\nРаботы будут проводиться на участке от улицы Филимонова до бульвара Толбухина. Движение будет закрыто в одном направлении в период времени с 22:00 21.08.2020 до 05:00 23.08.2020. Объезд — по улице Кедышко или Филимонова.","","","","","","","","","","","","","","","",""
"","","","9041","message","2020-08-21T10:40:54","NEXTA Live","10003210496","","","","","","","1112","854","❗️А пока напоминаем, что ","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Цепь покаяния","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," начнёт выстраиваться уже в 18:00 на улицах Минска от Куропат до Окрестина.\n\nПрисоединяйтесь!","","","","","","","","","","","","","","","",""
"","","","9042","message","2020-08-21T10:50:09","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","41","720","1280","В Минске группа демонстрантов пересеклась с пленными бюджетниками. Получилось даже мило!","","","","2020-08-21T10:50:45","","","","","","","","","","","",""
"","","","9043","message","2020-08-21T11:05:41","NEXTA Live","10003210496","Экономика Беларуси","","","","","","982","391","Программа привлечения займов в валюте на покрытие бюджетных расходов - ","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","фактически сорвана","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",". \n\nУ властей осталось два пути для выполнения обязательств перед бюджетниками: \n\n1. ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Разогнать печатный станок. ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","\n\n2. ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Начать конфискацию сбережений населения.","","","","","","","","","","","","","",""
"","","","9044","message","2020-08-21T11:15:00","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16","1080","1920","По всему Минску автомобилисты начали блокировать движение! Многие просто включают аварийку и выходят из машин!","","","","","","","","","","","","","","","",""
"","","","9045","message","2020-08-21T11:15:01","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16","1080","1920","","","","","","","","","","","","","","","","",""
"","","","9046","message","2020-08-21T11:15:01","NEXTA Live","10003210496","","","","","","","961","1280","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","9047","message","2020-08-21T11:16:58","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","42","1920","1080","Академия наук в Минске стоит!","","","","","","","","","","","","","","","",""
"","","","9048","message","2020-08-21T11:20:22","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","1080","1920","Восток тоже встал!","","","","","","","","","","","","","","","",""
"","","","9049","message","2020-08-21T11:21:39","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16","1920","1080","Люди выстраиваются в ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","text_link","Цепь Покаяния","","","","https://t.me/nexta_live/9041","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," на Бангалоре в Минске","","","","","","","","","","","","","","","",""
"","","","9050","message","2020-08-21T11:28:14","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","58","720","1280","Цепь Покаяния на Немиге в Минске.","","","","","","","","","","","","","","","",""
"","","","9051","message","2020-08-21T11:31:15","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","1920","1080","А тем временем на Площади Победы в Минске собирается митинг в поддержку диктатуры и насильников.","","","","","","","","","","","","","","","",""
"","","","9052","message","2020-08-21T11:31:48","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","26","2336","1080","На Грушевке люди уже выстроились в цепь! Это совсем рядом с пыточной на Окрестина.","","","","","","","","","","","","","","","",""
"","","","9053","message","2020-08-21T11:34:57","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16","720","1280","На Немиге в Минске пешеходы присоединились к перекрытию дороги!","","","","","","","","","","","","","","","",""
"","","","9054","message","2020-08-21T11:38:09","NEXTA Live","10003210496","","","","","","","720","1280","И на Мирошниченко люди стоят!","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","9055","message","2020-08-21T11:39:23","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16","720","1280","Милиционеры + тихарь с камерой прошли мимо Цепи Покаяния на Бангалоре. Пока менты ведут себя не агрессивно. Продолжаем наблюдение.","","","","","","","","","","","","","","","",""
"","","","9056","message","2020-08-21T11:51:21","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","78","1920","1080","Очень много людей стоит в Цепи Покаяния между Грушевкой и Окрестина в Минске.","","","","","","","","","","","","","","","",""
"","","","9057","message","2020-08-21T11:59:08","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","720","1280","Цепь Покаяния на Зелёном Луге в Минске","","","","2020-08-21T12:03:56","","","","","","","","","","","",""
"","","","9058","message","2020-08-21T12:01:22","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","45","1920","1080","Немига ❤️","","","","","","","","","","","","","","","",""
"","","","9059","message","2020-08-21T12:10:18","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16","720","1280","Очень много людей!","","","","","","","","","","","","","","","",""
"","","","9060","message","2020-08-21T12:14:41","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","28","720","1280","В Минске между Грушевкой и Михалово ⚪️🔴⚪️","","","","","","","","","","","","","","","",""
"","","","9061","message","2020-08-21T12:17:50","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","720","1280","Бобруйск вышел!","","","","","","","","","","","","","","","",""
"","","","9062","message","2020-08-21T12:18:49","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","1920","1080","И Молодечно!","","","","","","","","","","","","","","","",""
"","","","9063","message","2020-08-21T12:21:30","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","64","1080","1920","В Минске на Немиге, около Цепи Покаяния, выступает священник","","","","","","","","","","","","","","","",""
"","","","9064","message","2020-08-21T12:22:08","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","1080","1920","На Бангалоре в Минске людей всё больше","","","","","","","","","","","","","","","",""
"","","","9065","message","2020-08-21T12:23:33","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","30","1080","1920","Атмосфера на минской Немиге","","","","","","","","","","","","","","","",""
"","","","9066","message","2020-08-21T12:28:21","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","36","1080","1920","«Позор!» — скандируют протестующие в Гомеле проезжающей мимо лукашиной технике.","","","","","","","","","","","","","","","",""
"","","","9067","message","2020-08-21T12:30:29","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","37","1080","1920","Шествие в Витебске!","","","","","","","","","","","","","","","",""
"","","","9068","message","2020-08-21T12:32:33","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","1080","1920","Люди вышли в Гродно","","","","","","","","","","","","","","","",""
"","","","9069","message","2020-08-21T12:37:25","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","93","480","854","В Гродно на площади Ленина появился провокатор!","","","","","","","","","","","","","","","",""
"","","","9070","message","2020-08-21T12:43:48","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","38","720","1280","Фаниполь не сдаётся!","","","","","","","","","","","","","","","",""
"","","","9071","message","2020-08-21T12:44:32","NEXTA Live","10003210496","","","","","","","1276","956","Россияне тоже стоят в цепи солидарности!","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","9072","message","2020-08-21T12:46:49","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","720","1280","Немига 🤍❤️🤍","","","","","","","","","","","","","","","",""
"","","","9073","message","2020-08-21T12:49:11","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","720","1280","Минск, Зелёный Луг","","","","","","","","","","","","","","","",""
"","","","9074","message","2020-08-21T12:52:44","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","720","1280","На проспекте Дзержинского в Минске вообще красота!","","","","","","","","","","","","","","","",""
"","","","9075","message","2020-08-21T12:57:46","NEXTA Live","10003210496","","","","","","","960","1280","Люди просят передать благодарность медикам-волонтёрам, которые дежурят у Цепи Покаяния на Грушевке. Передаём, и тоже говорим спасибо! ❤️","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","9076","message","2020-08-21T13:00:10","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","41","720","1280","Прекрасный Браслав с нами!","","","","","","","","","","","","","","","",""
"","","","9077","message","2020-08-21T13:04:25","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","28","720","1280","❗️","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","В Минске на Бангалор фашисты похитили велосипедиста!","","","","","","","","","","","","","",""
"","","","9078","message","2020-08-21T13:06:04","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","1920","1080","Мядель!","","","","","","","","","","","","","","","",""
"","","","9079","message","2020-08-21T13:08:47","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","22","1920","1080","Минск, Романовская Слобода. Очень круто!","","","","","","","","","","","","","","","",""
"","","","9080","message","2020-08-21T13:11:46","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","76","1920","1080","В Чечерске милиция приехала... и уехала!","","","","","","","","","","","","","","","",""
"","","","9081","message","2020-08-21T13:23:22","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","640","360","Витебск супер!","","","","","","","","","","","","","","","",""
"","","","9082","message","2020-08-21T13:25:33","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","23","1280","720","А в Минске около Красного костёла вообще сейшен устроили!🤍❤️🤍","","","","","","","","","","","","","","","",""
"","","","9083","message","2020-08-21T13:26:50","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","24","1920","1080","Пока над Минском и Брестом гоняют вертолёты Ми-2 и Ми-8 с красно-зелёным полотном сжигая сотни тысяч рублей из госбюджета, честные белорусы запускают настоящие флаги Беларуси. Тоже на авиации, хоть и поменьше.","","","","","","","","","","","","","","","",""
"","","","9084","message","2020-08-21T13:29:41","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","720","1280","И на Немиге музыка! А по радио, говорят, без конца «Саня останется с нами» гоняют.","","","","","","","","","","","","","","","",""
"","","","9085","message","2020-08-21T13:39:40","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","19","720","1280","Очередные и очень слабые провокации. Власть делает всё, чтобы спровоцировать напряжение и столкновения, отправляя пьяных женщин с явно низкой социальной ответственностью провоцировать людей, стоящих в Цепи Покаяния.","","","","","","","","","","","","","","","",""
"","","","9086","message","2020-08-21T13:39:46","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","720","1280","Люди с Немиги выдвинулись в сторону площади Независимости","","","","","","","","","","","","","","","",""
"","","","9087","message","2020-08-21T13:46:53","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","640","360","Гомель, около цирка","","","","","","","","","","","","","","","",""
"","","","9088","message","2020-08-21T13:51:20","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","480","256","Брест, площадь Ленина","","","","2020-08-21T13:52:10","","","","","","","","","","","",""
"","","","9089","message","2020-08-21T13:55:43","NEXTA Live","10003210496","","","","","","","960","1280","На БЦ Футурис в Минске уже более часа выкуплена реклама с красно-зелёным полотном. \n\nДогадаетесь, откуда идут эти деньги? Правильно, из государственного бюджета. То есть из налогов тех самых миллионов работящих белорусов. \n\n","","","(File not included. Change data exporting settings to download.)","2020-08-21T15:22:29","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Вот куда идут ваши деньги, друзья.","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," И это лишь один отдельно взятый пример.\n\nUPD. Как сообщают подписчики, БЦ достраивала компания ""Тапас"" Павла Белого, который играет в хоккей с диктатором. В одном ряду стоят фамилии Белого и Баскова, тренера Коли.","","","","","","","","","","","","","","","",""
"","","","9090","message","2020-08-21T14:13:57","NEXTA Live","10003210496","","","","","","","","","Провокаторшу зовут Петровская Оксана Константиновна, 53 года. Данные взяты из открытых источников.","","","","2020-08-21T14:25:26","9085","","","","","","","","","","",""
"","","","9091","message","2020-08-21T14:27:05","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","69","1080","1920","❗️","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Президент Светлана Тихановская призывает людей присоединиться к воскресному","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","text_link"," Маршу Новой Беларуси!","","","","https://t.me/nexta_live/8903","","","","","","","","","",""
"","","","9092","message","2020-08-21T14:48:22","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","720","1280","И ещё немного о том, как сгоняют пленных бюджетников на митинги! \n\nЗа сегодня мы получили сотни сообщений о том, что на различных предприятиях Беларуси предлагают 100 рублей за публичную поддержку кровавого диктатора на различных митингах. Вот, например, это говорит одна из жительниц Бреста. А во втором случае — дружный строй забацьковцев таким же дружным строем заходит на территорию военной части, на которую вход посторонним строго запрещён.","","","","","","","","","","","","","","","",""
"","","","9093","message","2020-08-21T14:48:22","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","720","1280","","","","","","","","","","","","","","","","",""
"","","","9094","message","2020-08-21T14:53:42","NEXTA Live","10003210496","","","","","","","612","945","❗️ООН опубликовала документ, в котором говорится о том, что во время разгонов мирных демонстраций","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold"," погибло минимум четверо белорусов, судьба ещё восьмерых до сих пор неизвестна.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","link","https://reliefweb.int/report/belarus/press-briefing-notes-belarus","","","","","","","","","","","","","",""
"","","","9095","message","2020-08-21T15:12:01","NEXTA Live","10003210496","","","","","","","","","Журналисты попробовали хотя бы примерно подсчитать, сколько стоят все поездки и митинги для согнанных бюджетников. Тут вам и аппаратура, и транспорт, и вертолёты, и всё-всё-всё.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","link","https://news.tutby.news/society/697437.html?tg","","","","","","","","","","","","","",""
"","","","9096","message","2020-08-21T16:35:00","NEXTA Live","10003210496","","","","","","","","","","bold","‼️Власти начали блокировать независимые СМИ!\n\n","","2020-08-21T16:52:20","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","На данный момент имеются проблемы с доступом к следующим ресурсам:\n\n❌Euroradio\n❌Belsat\n❌Tribuna\n❌Радыё Свабода\n❌Платформа ""Голос""\n❌Zubr \n❌AFN\n❌UDF \n❌Virtualbrest\n❌Vkurier \n\nВсего в списках блокировок 73 ресурса!\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","P.S. Ну вот, скоро опять придётся обмениваться новостями на улицах...","","","","","","","","","","","","","",""
"","","","9097","message","2020-08-22T03:01:54","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","106","848","464","Председатель независимого профсоюза горняков Украины Михаил Волынец опроверг вчерашнее заявление Лукашенко о том, что якобы бастующих белорусских шахтёров заменят украинскими. \n\n","","","","2020-08-22T03:04:21","","","","","","","","","","","",""
