"name","type","id","messages__id","messages__type","messages__date","messages__edited","messages__from","messages__from_id","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__width","messages__height","messages__text","messages__photo","messages__forwarded_from","messages__text__type","messages__text__text","messages__text__href","messages__reply_to_message_id","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen"
"","","","10556","message","2020-09-04T12:07:49","","NEXTA Live","10003210496","","","","","","587","587","","(File not included. Change data exporting settings to download.)","NEXTA","","","","","","","","","","","","","",""
"","","","10557","message","2020-09-04T12:12:39","","NEXTA Live","10003210496","","","","","","1280","407","❗️","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","bold","Сайт Академии МВД преобразился до неузнаваемости! И теперь честно рассказывает о деятельности данного заведения. \n\n","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","И это только начало. Хакеры объявили режиму войну!","","","","","","","","","","","","","","","",""
"","","","10558","message","2020-09-04T12:19:45","","NEXTA Live","10003210496","","","","","","960","1280","Белорусские айтишники хоронят IT-индустрию у главного входа в ПВТ.","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10559","message","2020-09-04T12:21:18","","NEXTA Live","10003210496","","","","","","720","1280","Уже через несколько минут в столичной Песочнице выступит с бесплатным концертом Лявон Вольский!\n\nКажется, мы уже знаем, где вы проведёте этот вечер!","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10560","message","2020-09-04T12:22:35","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","19","360","640","Шествие ябатек в Минске. Обратите внимание на звук. Гремят цепью, которой все они скованы? 😳","","LUXTA","","","","","","","","","","","","","",""
"","","","10561","message","2020-09-04T12:39:16","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","54","1280","720","«","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","bold","Караева под суд!","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","» — скандируют женщины, марширующие по проспекту Независимости в Минске.","","","","","","","","","","","","","","","",""
"","","","10562","message","2020-09-04T12:51:48","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","23","1920","1080","","","","bold","Встреча Женского марша и ябатек напротив здания КГБ в Минске!\n\n","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","italic","Спойлер: наших больше и наши круче","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," 😊","","","","","","","","","","","","","","","",""
"","","","10563","message","2020-09-04T12:52:03","","NEXTA Live","10003210496","","","","","","1280","960","Острошицкий Городок радует!⚪️🔴⚪️","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10564","message","2020-09-04T12:55:51","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","720","1280","Жодино сейчас!","","","","","","","","","","","","","","","",""
"","","","10565","message","2020-09-04T13:04:56","","NEXTA Live","10003210496","","","","","","1280","960","Масюковщина стоит!","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10566","message","2020-09-04T13:06:37","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","19","720","1280","Минская Малиновка марширует!","","","","","","","","","","","","","","","",""
"","","","10567","message","2020-09-04T13:07:48","","NEXTA Live","10003210496","","","","","","1280","720","Минская Кунцевщина!","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10568","message","2020-09-04T13:09:48","","NEXTA Live","10003210496","","","","","","1280","960","Чисть, Минская область. Каждый день!","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10569","message","2020-09-04T13:11:00","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16","1920","1080","Вечерняя прогулка по Боровлянам","","","","","","","","","","","","","","","",""
"","","","10570","message","2020-09-04T13:13:08","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","720","1280","Постмодернистское сопротивление на минской Пушкинской ☺️","","","","","","","","","","","","","","","",""
"","","","10571","message","2020-09-04T13:16:46","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","68","1280","720","","","Euroradio","bold","Забойства Аляксандра Тарайкоўскага: быў другі стрэл\n\n18+. ","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Забойства дэманстранта ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","bold","Аляксандра Тарайкоўскага","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," на Пушкінскай у Мінску трапіла на відэа, знятае з боку кінатэатра ""Аўрора"" Ролік перадалі ў рэдакцыю ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","mention","@euroradio","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," толькі цяпер.\n\nЯк і на ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","text_link","відэа, якія мы публікавалі раней","https://t.me/euroradio/5296","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",", тут бачна, што ў Тарайкоўскага ў руках нічога няма, хаця міліцыя сцвярджае, што 34-гадовы мінчук загінуў ад выбуху невядомай прылады, якую хацеў кінуць у бок сілавікоў.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","bold","Галоўнае, што мы ўбачылі на новым роліку: другі стрэл у бок Аляксандра Тарайкоўскага. Страляе сілавік, які стаіць злева ад яго. Пасля гэтага стрэлу Тарайкоўскі, на майцы якога ўжо бачнае вялікае пятно крыві, падае.\n\n","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","У падрыхтаваным намі відэа момант паўтараецца двойчы. Першы раз — as is, так, як гэта было знята, без мантажу. Другі — з павелічэннем і запаволеннем.\n\nНаколькі вядома Еўрарадыё, крымінальная справа па факце забойства Аляксандра Тарайкоўскага падчас масавых пратэстаў у Мінску ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","text_link","дагэтуль не распачатая","https://t.me/euroradio/6004","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",".","","","","","","","","","","","","","","","",""
"","","","10572","message","2020-09-04T13:17:44","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","720","1280","Копище выходит!","","","","","","","","","","","","","","","",""
"","","","10573","message","2020-09-04T13:19:43","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","1920","1080","Минская Лошица сейчас!","","","","","","","","","","","","","","","",""
"","","","10574","message","2020-09-04T13:29:40","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","720","1280","","","","bold","«Боровляны к вам пришли, Боровая выходи!»\n\n","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Колонна из Боровлян дошла до Боровой (","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","italic","спасибо, кэп","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","!) и зовёт местных присоединиться к шествию.","","","","","","","","","","","","","","","",""
"","","","10575","message","2020-09-04T13:31:48","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","5","1280","720","Романовская Слобода, Минск ⚪️🔴⚪️","","","","","","","","","","","","","","","",""
"","","","10576","message","2020-09-04T13:33:44","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","1920","1080","Минская Веснянка тоже гуляет ✨","","","","","","","","","","","","","","","",""
"","","","10577","message","2020-09-04T13:35:35","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","360","640","В Полоцке люди тоже вышли. Менты пытаются забрать парня с БЧБ. Люди своего не отдают!","","","","","","","","","","","","","","","",""
"","","","10578","message","2020-09-04T13:35:50","","NEXTA Live","10003210496","","","","","","1280","720","Каменная Горка держит марку!","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10579","message","2020-09-04T13:46:15","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","720","1280","На Пушкинской шикарная атмосфера с живой музыкой!","","","","","","","","","","","","","","","",""
"","","","10580","message","2020-09-04T13:51:07","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","360","640","В Полоцке люди пришли под РУВД и требуют объяснений — что считается массовым мероприятием, а что нет.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","text_link","Это связано с сегодняшним задержанием.","https://t.me/nexta_live/10577","","","","","","","","","","",""
"","","","10581","message","2020-09-04T13:54:51","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","5","1280","720","На минскую Пушкинскую приехали каратели!","","","","","","","","","","","","","","","",""
"","","","10582","message","2020-09-04T13:57:43","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","29","720","1280","Масюковщина не спит! С каждым днём все больше и больше 🤍❤️🤍","","","","","","","","","","","","","","","",""
"","","","10583","message","2020-09-04T13:58:10","","NEXTA Live","10003210496","","","","","","956","1276","Свободная Новая Боровая — душевная и гостеприимная!","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10584","message","2020-09-04T14:00:32","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","8","1920","1080","Веснянка вышла на проспект Победителей! ⚪️🔴⚪️","","","","","","","","","","","","","","","",""
"","","","10585","message","2020-09-04T14:03:59","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","1920","1080","На Юго-Западе Минска люди гуляют в сопровождении патрульной машины и канонического синего бусика.","","","","","","","","","","","","","","","",""
"","","","10586","message","2020-09-04T14:05:43","2020-09-04T14:11:11","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","1920","1080","А на Лебяжьем как всегда Голливуд!✨","","","","","","","","","","","","","","","",""
"","","","10587","message","2020-09-04T14:12:47","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","127","1080","1920","Подписчики сообщают подробности задержания в Полоцке: ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","italic","Задержали возле Софийского собора. Была официальная экскурсия, парня с флагом выхватили из колонны.","","","","","","","","","","","",""
"","","","10588","message","2020-09-04T14:20:54","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","25","720","1280","На минской Малиновке каратели схватили парня, который отбился от толпы. Все сразу же бросились его отбивать!","","","","","","","","","","","","","","","",""
"","","","10589","message","2020-09-04T14:29:17","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","5","1080","1920","Столичный «Маяк» не спит!","","","","","","","","","","","","","","","",""
"","","","10590","message","2020-09-04T14:32:11","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","1920","1080","На Западе Минска дворы выходят ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","bold","каждый день","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","!","","","","","","","","","","","","","","","",""
"","","","10591","message","2020-09-04T14:36:30","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","170","1280","720","Так задерживали людей на ","","TUT.BY новости","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","bold","Октябрьской площади","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",". ""Что делается, а"", — комментирует автор видео.","","","","","","","","","","","","","","","",""
"","","","10592","message","2020-09-04T14:45:42","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","1920","1080","Минск, улица Матусевича ⚪️🔴⚪️","","","","","","","","","","","","","","","",""
"","","","10593","message","2020-09-04T14:46:33","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","6","1280","720","Минские Шабаны 💪🏻","","","","","","","","","","","","","","","",""
"","","","10594","message","2020-09-05T04:10:28","","NEXTA Live","10003210496","","","","","","","","","","NEXTA","bold","СОЗДАЁМ МИНИСТЕРСТВО НАРОДНОЙ ЗАЩИТЫ!\n\n","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","За последние месяц каратели полностью уничтожили понятие законности, а в стране орудуют непонятные бандиты в балаклавах. Теперь безопасность - дело наших собственных рук. Как это реализовать?\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","bold","1. Создание локальной группы контроля у вас на районе:\n\n","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Легче всего начать контроль с вашего дома и двора. У многих есть чаты подъездов, домов, дворов и районов. Если их ещё почему-то нет - обязательно создавайте. \n\nПосле чего определитесь с вашими соседями, кто готов в полной мере заниматься вопросами местного спокойствия.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","bold","2. Определите ваши цели:\n\n","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","У каждого района есть свои особенности. Мы можем предложить следующие задачи, которые вы сможете адаптировать под себя:\n\n- Организация быстрой группы поддержки, в случае задержаний прямо у вас на районе.\n\n- Установка и развитие собственных систем видеонаблюдения.\n\n- Если каратели используют камеры на районе против вас, грамотно и аккуратно решайте эту проблему. \n\n- Создание ""листовочного отряда"", который в печатном виде будет разносить информацию для тех, кто не сидит в Telegram. Раскидывайте листовки в подъездах, вешайте их аккуратно на видном месте, показывайте, что вас много.\n\n- Служба собственной безопасности. Определяйте всех карателей, фальсификаторов, прикорытников и стукачей, которые живут рядом с вами и воюют против вас. Расклеивайте их портреты и предупреждайте остальных, кто живёт рядом с вами.\n\n- Если слабовики заглядывают к вам на район, всегда старайтесь заснять или сфотографировать их лица. Отправляйте фото в ""Чёрную Книгу Беларуси"" через бот ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","mention","@belarus_blacklist_bot","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","\n\n- Берите под контроль работу сотрудников ЖКХ. Если они мешают вам, срывают листовки и работают на режим - это ещё один повод не платить коммунальные платежи.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","bold","3. Защита - это тоже и про Солидарность!\n\n","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","- Узнавайте, кто у вас задержан на районе, помогайте ему адресно или берите опеку над его семьёй.\n\n- Помогайте тем, кто нуждается в социальном опеке (старикам, инвалидам, малоимущим семья).\n\n- Организуйте защиту местных активистов. Если в вашем дворе или районе занимаются отзывом депутатов, либо живут журналисты с политиками, блогеры или политические активисты - предлагайте им свою помощь. В случае попытки их задержания или обыска, сразу выдвигайтесь для поддержки.\n\nЕсли вам удалось создать полноценную группу гражданского контроля во дворе, обязательно обозначайте это через вывешивание национального бело-красно-белого флага. Пускай каждый, кто заходит к вам на район чувствует, что он среди своих.\n\nЭта инициатива - ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","bold","часть общего Плана Победы","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",". Рекомендуется к распространению:\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","link","https://telegra.ph/PLAN-POBEDY-09-01","","","","","","","","","","","",""
"","","","10595","message","2020-09-05T04:46:56","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","5","720","1280","Родители студентов МГЛУ приехали из разных городов, чтобы разобраться с администрацией университета по поводу ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","text_link","вчерашнего беспредела","https://t.me/nexta_live/10503","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",".","","","","","","","","","","","","","","","",""
"","","","10596","message","2020-09-05T04:46:56","","NEXTA Live","10003210496","","","","","","956","1276","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10597","message","2020-09-05T05:02:14","2020-09-05T05:12:05","NEXTA Live","10003210496","","","","","","1280","958","Родители общаются с проректором по учебно-воспитательной работе МГЛУ Пашкевичем Владимиром Вячеславовичем. Тем самым, который обещал позавчера обеспечить безопасность студентов.","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10598","message","2020-09-05T05:02:14","","NEXTA Live","10003210496","","","","","","1280","960","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10599","message","2020-09-05T05:02:14","","NEXTA Live","10003210496","","","","","","1280","958","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10600","message","2020-09-05T05:10:54","2020-09-05T05:11:05","NEXTA Live","10003210496","","","","","","630","339","Сегодня в 19:00 в костёле святых Симеона и Елены в Минске пройдёт служба о здравии всех пострадавших и задержанных в дни протестов. А также «за упокой душ невинно убиенных людей».\n\nНа службу может прийти любой желающий. Двери храма открыты для всех!","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10601","message","2020-09-05T05:20:03","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","1280","720","Студенты БГУ вышли на акцию Солидарности со студентами МГЛУ и всем белорусским народом!","","","","","","","","","","","","","","","",""
"","","","10602","message","2020-09-05T05:23:38","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","720","1280","А тем временем у кинотеатра «Октябрь» произошли задержания как минимум двух человек. Там должна была состояться акция Солидарности студентов.","","","","","","","","","","","","","","","",""
"","","","10603","message","2020-09-05T05:35:40","","NEXTA Live","10003210496","","","","","","720","405","Брестское «Динамо» сообщило о расторжении контракта по соглашению сторон с тренером вратарей Василием Хомутовским. \n\nПричиной этому стали его выступления в поддержку справедливых выборов в Беларуси. Спортсмен также выступал против насилия силовиков, а на прошлой неделе написал пост в поддержку бело-красно-белого флага.","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10604","message","2020-09-05T05:50:19","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16","1280","720","Студенты БГУ, которые вышли сегодня на акцию Солидарности, исполняют песню «Купалинка».","","","","","","","","","","","","","","","",""
"","","","10605","message","2020-09-05T05:55:47","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","2160","3840","БНТУ пришёл к МГЛУ. Белорусские студенты объединяются!","","","","","","","","","","","","","","","",""
"","","","10606","message","2020-09-05T05:55:47","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","32","2160","3840","","","","","","","","","","","","","","","","",""
"","","","10607","message","2020-09-05T06:01:53","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","33","720","1280","Каратели пытаются выдёргивать студентов по одиночке и задерживать. Однако те становятся в сцепку и дружно кричат «Уходи!».","","","","","","","","","","","","","","","",""
"","","","10608","message","2020-09-05T06:01:53","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","82","1280","720","","","","","","","","","","","","","","","","",""
"","","","10609","message","2020-09-05T06:02:47","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","720","1280","Так выглядит студенческая Солидарность!","","","","","","10605","","","","","","","","","",""
"","","","10610","message","2020-09-05T06:05:22","","NEXTA Live","10003210496","","","","","","1280","960","Студентов около МГЛУ собирается всё больше!","(File not included. Change data exporting settings to download.)","","","","","10609","","","","","","","","","",""
"","","","10611","message","2020-09-05T06:05:22","","NEXTA Live","10003210496","","","","","","960","1280","","(File not included. Change data exporting settings to download.)","","","","","10609","","","","","","","","","",""
"","","","10612","message","2020-09-05T06:07:42","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","720","1280","Преподаватели университета тоже вышли поддержать своих студентов.","","","","","","10605","","","","","","","","","",""
"","","","10613","message","2020-09-05T06:11:46","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","720","1280","Студенты поют «Три черепахи».","","","","","","","","","","","","","","","",""
"","","","10614","message","2020-09-05T06:15:54","","NEXTA Live","10003210496","","","","","","960","1280","У МГЛУ решили также поддержать ","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","text_link","PandaDoc","https://t.me/nexta_live/10288","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",".","","","","","","","","","","","","","","","",""
"","","","10615","message","2020-09-05T06:20:52","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","720","1280","На Карла Маркса каратели массово задерживают студентов.","","","","","","","","","","","","","","","",""
"","","","10616","message","2020-09-05T06:23:04","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","20","720","1280","Ещё одно видео задержаний.","","","","","","10615","","","","","","","","","",""
"","","","10617","message","2020-09-05T06:25:18","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","720","1280","Студенты около МГЛУ стали в цепь. Каратели на бусах без номеров ездят по кругу.","","","","","","","","","","","","","","","",""
"","","","10618","message","2020-09-05T06:27:40","","NEXTA Live","10003210496","","","","","","","","Стало известно о задержании двух студентов юридического факультета БГУ.","","","","","","10604","","","","","","","","","",""
"","","","10619","message","2020-09-05T06:35:34","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","111","720","1280","А вот ещё кадры жёсткого задержания студентов на Карла Маркса.","","","","","","10616","","","","","","","","","",""
"","","","10620","message","2020-09-05T06:39:07","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","104","720","1280","Студентки МГЛУ устроили акцию с прочтением статей Конституции Республики Беларусь.","","","","","","","","","","","","","","","",""
"","","","10621","message","2020-09-05T06:51:22","2020-09-05T06:58:56","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","51","1080","1920","В Бресте люди собрались против беспредела руководства ясли-школа № 10. Директрису данного учреждения Буглаеву Елену Николаевну уволили за то, что та отказалась фальсифицировать президентские выборы. Руководство школы уверяет, что Елена Николаевна уволилась по собственному желанию. Однако люди в это не верят и просят восстановить директрису в должности.","","","","","","","","","","","","","","","",""
"","","","10622","message","2020-09-05T06:51:22","","NEXTA Live","10003210496","","","","","","1280","720","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10623","message","2020-09-05T06:51:22","","NEXTA Live","10003210496","","","","","","960","1280","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","","","",""
"","","","10624","message","2020-09-05T06:55:40","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","36","720","1280","Преподаватель МГЛУ говорит, что это ещё не последняя акция университета и что преподаватели больше не допустят насилия над своими студентами.","","","","","","","","","","","","","","","",""
"","","","10625","message","2020-09-05T07:03:06","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","203","1280","720","А вот видео зверств карателей на Карла Маркса снятое вблизи.\n\nВидео: ","","","","","","10619","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","",""
"","","","10626","message","2020-09-05T07:04:24","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","6","720","1280","Колонна студентов идёт в сторону Комаровского рынка.","","","","","","","","","","","","","","","",""
"","","","10627","message","2020-09-05T07:12:12","2020-09-05T07:13:26","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","8","720","1280","В жк «Каскад» развернулась настоящая война за национальные символы. На месте событий администрация, милиция, пожарные, тихари и даже председатель Фрунзенского горисполкома. Естественно все они приехали на борьбу со злейшим врагом города — БЧБ флагом. \n\nБелорусские реалии — они такие.\n\nКстати, можете поддержать жильцов и прийти на подмогу.","","","","","","","","","","","","","","","",""
"","","","10628","message","2020-09-05T07:12:12","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","8","1080","1920","","","","","","","","","","","","","","","","",""
"","","","10629","message","2020-09-05T07:21:06","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","101","1280","720","Обращение студенток БГУ к руководству университета с просьбой защитить ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","text_link","жёстко задержанных сегодня","https://t.me/nexta_live/10625","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," на Карла Маркса парней, а также дать оценку происходящему беспределу со стороны силовиков.","","","","","","","","","","","","","","","",""
"","","","10630","message","2020-09-05T07:23:33","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","720","1280","А вот пострадавший от висящих бело-красно-белых флагов на жк «Маяк Минска» звонит в милицию с жалобами. И такие люди ещё существуют.","","","","","","","","","","","","","","","",""
"","","","10631","message","2020-09-05T07:25:54","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","26","576","1024","В Минске начался мотопробег Солидарности.","","","","","","","","","","","","","","","",""
"","","","10632","message","2020-09-05T07:31:38","","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","98","1080","1920","Задержания студентов продолжаются.","","","","","","","","","","","","","","","",""
"","","","10633","message","2020-09-05T07:38:52","2020-09-05T13:44:19","NEXTA Live","10003210496","","","","","","","","Ненавистника национальной символики Беларуси зовут Артемьев Сергей Юрьевич. Он оказывается работает преподавателем конституционного права в БГУ. А вот его номер телефона и электронный адрес: (17) ","","","","","","10630","","","","","","","","","",""
