"name","type","id","messages__id","messages__type","messages__date","messages__actor","messages__actor_id","messages__action","messages__title","messages__text","messages__members__-","messages__from","messages__from_id","messages__text__type","messages__text__text","messages__reply_to_message_id","messages__photo","messages__width","messages__height","messages__file","messages__mime_type","messages__edited","messages__forwarded_from","messages__message_id","messages__text__href","messages__thumbnail","messages__text__user_id","messages__media_type","messages__sticker_emoji","messages__duration_seconds","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen"
"","","","1180","service","2020-08-26T04:13:36","Kate 1980","4952326477","invite_members","","","Kate 1980","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1181","message","2020-08-26T04:13:47","","","","","JFYI ","","Mikhail","4413871248","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","link","https://finance.tut.by/news660522.html","","","","","","","","","","","","","","","","","","","","",""
"","","","1182","message","2020-08-26T04:13:56","","","","","Я не нашёл... Предъявить нечего, кроме бездействия 😀","","Alexande®","5575909305","","","1173","","","","","","","","","","","","","","","","","","","",""
"","","","1183","message","2020-08-26T04:14:27","","","","","План действий есть?","","Alexande®","5575909305","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1184","message","2020-08-26T04:15:09","","","","","","","Mikhail","4413871248","link","https://minsknews.by/minskij-deputat-budet-provodit-v-svoem-okruge-besplatnye-yuridicheskie-konsultaczii/","","","","","","","","","","","","","","","","","","","","",""
"","","","1185","service","2020-08-26T04:15:27","Krystsina St.","4839964341","invite_members","","","Krystsina St.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1186","message","2020-08-26T04:16:35","","","","","","","Vasya","4435424638","link","http://www.ctv.by/marina-lenchevskaya-dlya-menya-aleksandr-grigorevich-ochen-interesnyy-sobesednik-ochen","","","","","","","","","","","","","","","","","","","","",""
"","","","1187","message","2020-08-26T04:16:59","","","","","план сейчас\n1. собираем подписи в письме за первую стречу по обсуждению вопросов и требований\n2. одновременно письмо по отзыву из-за неудовлетворённости работой депутата\n3. добивается встречи, собираем на неё всех неравнодушных","","Евгения","4941467272","","","1183","","","","","","","","","","","","","","","","","","","",""
"","","","1188","message","2020-08-26T04:17:10","","","","","Добрый день. Я Почетный Член союза писателей России Беларуси и ЕВРАЗЭС. Буду писать книгу интервью ""окрестины"".До сих пор Россия и наши к сожалению не верят и не понимают, что там происходит в наше время. Мне нужны контакты людей которые там были и могут рассказать. Работу издадим в Лондоне там разрешат так как Россия и Беларусь точно не дадут. Напишите пожалуйста в лс контакты если кто-то столкнулся или чьи то знакомые. anna_martynchik instagram","","Sveta Z","5412494514","","","","","","","","","","Анна Мартынчик","","","","","","","","","","","","",""
"","","","1189","message","2020-08-26T04:17:12","","","","","я готовлю выдержки из СМИ","","Евгения","4941467272","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1190","message","2020-08-26T04:17:19","","","","","программы уже не найти","","Евгения","4941467272","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1191","message","2020-08-26T04:17:57","","","","","здесь мы занимаемся только подписями за отзыв депутата, другую информацию в другие чаты","","Евгения","4941467272","","","1188","","","","","","","","","","","","","","","","","","","",""
"","","","1192","message","2020-08-26T04:18:31","","","","","👍Подписи сразу 2 шт. Как рекомендовали?","","Alexande®","5575909305","","","1187","","","","","","","","","","","","","","","","","","","",""
"","","","1193","message","2020-08-26T04:18:42","","","","","да","","Евгения","4941467272","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1195","message","2020-08-26T04:19:27","","","","","Добрый день, подскажите, пожалуйста, самим ничего распечатывать не нужно, верно? Т.е. приходим на встречу, ставим подпись в уже готовом списке","","Alexander S","5178228398","","","","","","","","","2020-08-26T04:19:49","","","","","","","","","","","","","",""
"","","","1196","message","2020-08-26T04:20:13","","","","","пока вроде ничего)\nвы печатью хотите помогать?","","Евгения","4941467272","","","1195","","","","","","","","","","","","","","","","","","","",""
"","","","1197","message","2020-08-26T04:21:03","","","","","пока нет возможности помочь печатью ) вопрос относительно встречи 26 августа и документа, в котором нужно поставить подпись 🙂","","Alexander S","5178228398","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1198","message","2020-08-26T04:21:28","","","","","просто приходите)","","Евгения","4941467272","","","1197","","","","","","","","","","","","","","","","","","","",""
"","","","1199","message","2020-08-26T04:21:40","","","","","Я так понимаю, со 150 подписями проблем быть не должно, судя по количеству участников в группе.\nНадо обсуждать дальнейшие действия.","","Alexande®","5575909305","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1200","message","2020-08-26T04:22:33","","","","","да, с этим не должно быть проблем, но людей нужно готовить уже к большему сбору, где около 15 тыс понадобится, и это будет сбор с нуля, собранные подписи - это другой документ","","Евгения","4941467272","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1201","message","2020-08-26T04:22:56","","","","","+ у нас ещё должна состояться встреча, где нужно от 300 человек","","Евгения","4941467272","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1202","message","2020-08-26T04:22:58","","","","","а сразу нельзя собирать?))","","Alexande®","5575909305","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1203","message","2020-08-26T04:23:40","","","","","нет, сначала нужно зарегистрировать инициативную группу в ЦИК\nдля этого нужно соблюдать последовательность действий, событий и мероприятий","","Евгения","4941467272","","","1202","","","","","","","","","","","","","","","","","","","",""
"","","","1204","service","2020-08-26T04:24:10","Инна","5424638950","invite_members","","","Инна","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1205","service","2020-08-26T04:24:40","LunaLuna","5603209887","invite_members","","","LunaLuna","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1206","message","2020-08-26T04:25:15","","","","","Подскажите, пожалуйста, а зачем 2 группы создано ?\nЧем они отличаются ?","","Slavandoss","4696722372","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1207","message","2020-08-26T04:25:42","","","","","на тут бае уже статья о встрече депутата была. Это ктото заранее ""побеспокоился"" об отзыве? координация действий и обмен опытом между участками есть?","","Alexande®","5575909305","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1208","message","2020-08-26T04:25:59","","","","","мы сначала создали 2, не зная друг о друге, потом нашлись, решили оставить, потому что и там и там люди, поэтому координируем обе, в разных местах собираем","","Евгения","4941467272","","","1206","","","","","","","","","","","","","","","","","","","",""
"","","","1209","service","2020-08-26T04:26:00","17883","5027060855","invite_members","","","17883","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1210","message","2020-08-26T04:26:28","","","","","Спасибо","","Slavandoss","4696722372","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1211","message","2020-08-26T04:27:00","","","","","да, у нас есть общий чат по Минску, Давыдько быстрее на контакт пошёл, они попали в день его приёма, у нас ближайший день приёма - 2 сентября, и то по телефону, так что нам ещё за встречу побороться нужно","","Евгения","4941467272","","","1207","","","","","","","","","","","","","","","","","","","",""
"","","","1212","message","2020-08-26T04:27:28","","","","","побороться это точно.","","Alexande®","5575909305","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1213","service","2020-08-26T04:28:45","VаL","5133087425","invite_members","","","VаL","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1214","service","2020-08-26T04:30:53","Алёна Лена","5225097451","invite_members","","","Алёна Лена","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1221","message","2020-08-26T04:31:21","","","","","Заявление о проведении собрания избирателей должно быть подписано всеми инициаторами проведения собрания с указанием мотивов, послуживших основанием для возбуждения вопроса об отзыве депутата\nКаков наш мотив? Не пошлют ли куда подальше, сославшись, что вопросы не по существу , носят политический характер и тд","","Alexande®","5575909305","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1222","service","2020-08-26T04:31:24","Goscha","5384063194","invite_members","","","Goscha","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1226","service","2020-08-26T04:34:06","Mikh Vod","4800028699","invite_members","","","Mikh Vod","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1228","message","2020-08-26T04:35:03","","","","","не разводим базар и пространные обсуждения, только вопросы и информация по теме","","Евгения","4941467272","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1229","service","2020-08-26T04:35:06","Olya Ka","5018635551","invite_members","","","Olya Ka","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1236","message","2020-08-26T04:37:46","","","","","просьба уважать модераторов и участников\nдля того, чтобы жаловаться на несправедливость, есть другие чаты\nмы занимаемся делом, информируем людей, собираем факты, организуем встречи и сбор подписей","","Евгения","4941467272","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1238","message","2020-08-26T04:38:29","","","","","Не имеет значения, что она скажет. Сбор подписей и вызов на диалог - обязательный этап в алгоритме отзыва депутата","","Евгений Бульба","4748697966","","","1235","","","","","","","","","","","","","","","","","","","",""
"","","","1239","message","2020-08-26T04:38:30","","","","","И это не жалоба, констатация фактов","","Ф","5214175127","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1240","message","2020-08-26T04:39:45","","","","","это пока, на первых порах. А дальше они могут все как под копирку футболить избирателей. Но я думаю, даже собрание с трудом организуют","","Alexande®","5575909305","","","1238","","","","","","","","","","","","","","","","","","","",""
"","","","1242","service","2020-08-26T04:40:31","Ervin","4391596462","invite_members","","","Ervin","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1243","message","2020-08-26T04:40:33","","","","","На каких участках отослали подписи уже? есть ли группа по минску, где можно мониторить обстановку?","","Alexande®","5575909305","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1244","service","2020-08-26T04:40:35","Сергей","5156869320","invite_members","","","Сергей","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1245","message","2020-08-26T04:41:58","","","","","вот это факт ","","Евгения","4941467272","","","1239","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","link","https://t.me/recall_deputy_lenchevskaya/545","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","\nесли у вас есть подобные факты неучастия депутатов, которые подходят для юридических разбирательств, будем рады","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1246","message","2020-08-26T04:42:50","","","","","есть чат координаторов по Минску, мы там отлеживаем инфу. Пока подписи по отзыву ещё никто не подавал","","Евгения","4941467272","","","1243","","","","","","","","","","","","","","","","","","","",""
"","","","1247","message","2020-08-26T04:42:58","","","","","только вчера начали","","Евгения","4941467272","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1248","service","2020-08-26T04:43:11","D","4794145829","invite_members","","","D","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1249","message","2020-08-26T04:43:27","","","","","На текущем этапе возможен только сбор подписей инициативных граждан за организацию собрания избирателей и встречи с депутатом. Насколько я поняла, Избирательный Кодекс не запрещает параллельно собирать подписи на случай отказа в проведении собрания для обжалования в суде. Но! Статья 135 Избирательного Кодекса прямо говорит, цитата: “Подписи избирателей, собранные до регистрации инициативной группы, не учитываются.” То есть, сначала собрание, на собрании — голосование за/против отзыва депутата, и только после голосования, если большинство за отзыв, можно формировать инициативную группу, и ТОЛЬКО ПОСЛЕ ЭТОГО собирать подписи за отзыв. Подписи за отзыв депутата, собранные до регистрации инициативной группы, БУДУТ ЗАБРАКОВАНЫ.","","Елена","5483242396","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1250","message","2020-08-26T04:43:47","","","","","Это правильное понимание?","","Елена","5483242396","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1251","message","2020-08-26T04:44:12","","","","","верно","","Евгения","4941467272","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1252","message","2020-08-26T04:44:19","","","","","поэтому мы действуем поэтапно","","Евгения","4941467272","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1253","message","2020-08-26T04:44:43","","","","","Спасибо, а то возникает путаница, какие подписи собирают","","Елена","5483242396","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1254","message","2020-08-26T04:44:52","","","","","пока только за встречи","","Евгения","4941467272","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1255","service","2020-08-26T04:48:17","Everest","5070166962","invite_members","","","Everest","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1256","service","2020-08-26T04:48:19","Александр","5145376261","invite_members","","","Александр","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1257","service","2020-08-26T04:48:32","Verym Mozham","5151001221","invite_members","","","Verym Mozham","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1258","message","2020-08-26T04:49:06","","","","","НО! на первом этапе собирают 2 подписи, как я понял: первая на организацию собрания, где голосуют и решают, будем ли отзывать; вторая - для подачи заявления на отзыв депутата и создание инициативной группы (те же 150 подписей нужны).","","Alexande®","5575909305","","","1249","","","","","","","","","","","","","","","","","","","",""
"","","","1259","message","2020-08-26T04:50:24","","","","","Отзыв только после собрания и там нужно 20% от общего числа избирателей.\nСейчас собираются подписи для созыва собрания и для обжалования отказа, если таковой будет","","Елена","4807277444","","","1249","","","","","","","","","","","","","","","","","","","",""
"","","","1260","message","2020-08-26T04:50:35","","","","","В документах нашел заявление об отзыве. Это окончательная версия? Там есть ссылки на конститутцию, но считаю они не состоятельны.","","Alexande®","5575909305","","","1254","","","","","","","","","","","","","","","","","","","",""
"","","","1261","service","2020-08-26T04:50:45","Katerina","4554302259","invite_members","","","Katerina","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1262","service","2020-08-26T04:52:14","kаjhgēfderçtyunbvcxúqzmp","4859243060","invite_members","","","kаjhgēfderçtyunbvcxúqzmp","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1263","message","2020-08-26T04:52:14","","","","","Вы юрист?","","Елена","4807277444","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1264","message","2020-08-26T04:52:53","","","","","нет","","Alexande®","5575909305","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1265","service","2020-08-26T04:53:30","Maxim","4451588530","invite_members","","","Maxim","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1266","message","2020-08-26T04:53:38","","","","","судя по документу. депутата обвиняют в том, что он имел право ( а не обязан), но не воспользовался им.","","Alexande®","5575909305","","","","","","","","","2020-08-26T04:53:49","","","","","","","","","","","","","",""
"","","","1267","message","2020-08-26T04:53:49","","","","","Заявление составляли юристы","","Елена","4807277444","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1268","message","2020-08-26T04:54:27","","","","","Депутат обязан представлять интересы граждан своего округа. Точка.","","Елена","4807277444","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1269","message","2020-08-26T04:54:47","","","","","так он и представляет!","","Alexande®","5575909305","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1270","message","2020-08-26T04:55:25","","","","","Я и ещё 500 человек так не думают.","","Елена","4807277444","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1271","service","2020-08-26T04:55:35","Дмитрий","4601359143","invite_members","","","Дмитрий","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1272","message","2020-08-26T04:55:55","","","","","Конкретно, кто - нибудь может предъявить по пунктам, в чем несостоятельность депутатки нашей??","","Alexande®","5575909305","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1273","service","2020-08-26T04:56:01","Red ⚪️🔴⚪️ Panda","5090369212","invite_members","","","Red ⚪️🔴⚪️ Panda","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1274","message","2020-08-26T04:56:14","","","","","Александр, Вы можете представить сво версию и мы обсудим. Или дополнения","","Natallia","5101478348","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1275","message","2020-08-26T04:56:25","","","","","в листах сбора нет графы ""дата подписи"". поэтому мы просто собираем подписи на все сразу","","Ksyu_6a","4650955341","","","1249","","","","","","","","","","","","","","","","","","","",""
"","","","1276","message","2020-08-26T04:56:50","","","","","я это сейчас и делаю. хотел оставить подпись, но почитав заявление, передумал. Пустая трата времени.","","Alexande®","5575909305","","","1274","","","","","","","","","","","","","","","","","","","",""
"","","","1277","message","2020-08-26T04:57:12","","","","","Отлично. Пока заявление можно еще исправить","","Natallia","5101478348","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1278","message","2020-08-26T04:57:31","","","","","👍давайте обсудим","","Alexande®","5575909305","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1279","message","2020-08-26T04:58:20","","","","","В чем можно ""обвинить"" депутата и почему?","","Alexande®","5575909305","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1280","message","2020-08-26T04:59:03","","","","","В заявлении всё написано.\nК тому же депутат, который предлагает мне забрать ребёнка из школы и отдать его в частную, мне не нравится. Такое себе предложение","","Елена","4807277444","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1281","service","2020-08-26T04:59:05","Real","4484218702","invite_members","","","Real","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1282","message","2020-08-26T05:00:11","","","","","Александр, так составьте свой документ, пришлите сюда, мы его тут и обсудим","","РолльШтора","4392127086","","","1279","","","","","","","","","","","","","","","","","","","",""
"","","","1283","message","2020-08-26T05:00:17","","","","","Даем список вещей, которые она должна сделать от нашего имени, как депутат. Она этого не делает и мы начинаем процедуру отзыва, потому как она не выполнила нащи требования. Дело в шляпе","","Евгений Бульба","4748697966","","","1279","","","","","","","","","","","","","","","","","","","",""
"","","","1284","message","2020-08-26T05:00:26","","","","","Её несостоятельность мы дополнительно хотим обсудить на встрече с ней, поэтому её и стараемся организовать. Пока что она никакими своими действиями не демонстрирует заинтересованность в защите законных прав граждан на право избирать и быть избранным, презумпции невиновности, а так же защите от незаконных насильственных действий силовиков против мирных граждан.\n\nОна как юрист, бывший прокурор, а также один из создателей законопроекта по изменению уголовно-исполнительного кодекса по своему должностному положению обязана реагировать на такие вещи","","Евгения","4941467272","","","1272","","","","","","","","","","","","","","","","","","","",""
"","","","1285","message","2020-08-26T05:01:45","","","","","Сейчас также готовлю для всех участников чата выдержки из сми о её деятельности и анализирую предвыборную речь","","Евгения","4941467272","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1286","message","2020-08-26T05:04:08","","","","","Можно направлять ей обращения и в случае непринятия мер по ним также дополнять наше заявление \nНапример, указать, что имеются сведения о  фактах насилия и пыток в сми, но проверка почему-то не проводится\nУ неё как у депутата есть обязанность рассматривать обращения и принимать входящие в её компетенцию меры по защите прав и законных интересов избирателей с нашего округа \nНапример, у неё есть право и объективная возможность направить представление в правоохранительные органы для проведения проверки по фактам этих нарушений","","Olga Ilyina","4558799144","","","1279","","","","","","","","","","","","","","","","","","","",""
"","","","1287","message","2020-08-26T05:04:51","","","","","А так же она имеет право организации комиссии по расследованию нарушений прав человека","","Евгений Бульба","4748697966","","","","","","","","","2020-08-26T05:05:54","","","","","","","","","","","","","",""
"","","","1288","message","2020-08-26T05:09:45","","","","","17 ноября 2019 года, на прошедших парламентских выборах, была избрана депутатом по Западному избирательному округу № 102. По результатам голосования, за её кандидатуру были поданы 15 761 голос (39,13 % от общего числа), явка избирателей на округе составила 64,0 %\n\n","","Евгения","4941467272","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","предвыборное выступление на БТ","","","","","","","","","","https://www.youtube.com/watch?v=QKq1RExaDK0&feature=youtu.be","","","","","","","","","","",""
"","","","","","","","","",""," — сама ничего не предлагает и не обещает конкретного, просто поддерживает эффективную и конкурентную экономику, инновации, формирование имиджа страны как IT государства, развитие малого и среднего бизнеса. Для этого предстоит совершенствовать инвестиционный и налоговый климат, принимать законы, защищающие права собственника и инвестора. Нужно активнее развивать ипотечное кредитование... для демографического благополучия и доступности жилья молодым семьям. Будущее Беларуси — молодёжь, нужно направить усилия на её самореализацию, гарантии качественного образования, первого рабочего места, достойной оплаты труда. Модернизация пенсионной системы, в том числе путём развития практики пенсионных накоплений. Самая большая ценность для страны — здоровые и высокообразованные граждане, наше мед обслуживание должно быть доступным, качественным, технологичным, направленным на раннюю диагностику (ну по ковиду ту всё ясно). Обеспечить медикам достойную оплату труда (опять вопросики после ковида).  Я буду выступать с инициативами, направленными на сохранение традиционных семейных ценностей, поддержку материнства и детства. \n\n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","bold","В общем и целом, она хочет, чтобы везде всё было хорошо, но по факту занималась только:\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","ЗАКОНОПРОЕКТЫ, ЗА ПОДГОТОВКУ КОТОРЫХ ОТВЕЧАЕТ ДЕПУТАТ\n«О ратификации Конвенции государств — участников Содружества Независимых Государств о передаче исполнения наказаний, не связанных с лишением свободы»\n«Об изменении Уголовно-исполнительного кодекса Республики Беларусь»\n«Об амнистии в связи с 75-летием Победы в Великой Отечественной войне 1941 — 1945 годов»\n«Об изменении кодексов»\n\n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","bold","в новостных материалов она только поддерживает все инициативы сверху, сама ничего не предлагает, достижения не фигурируют:\n\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","из сюжета ","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","СТВ","","","","","","","","","","http://www.ctv.by/novosti-minska-i-minskoy-oblasti/pikety-razvyornuty-nachalas-aktivnaya-faza-izbiratelnoy-kampanii-v","","","","","","","","","","",""
"","","","","","","","","",""," ""Марина Ленчевская, претендентка в кандидаты в депутаты Палаты представителей Национального собрания Беларуси:\nБелорусский союз женщин выступает за сохранение традиционных семейных ценностей, защищает интересы материнства и детства, поддерживает начинания женщин в их желании самореализоваться.""\n\nстатья ","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","""Минск новости""","","","","","","","","","","http://house.gov.by/ru/interview-ru/view/deputaty-parlamenta-zakupili-respiratory-dlja-2-j-tsentralnoj-rajonnoj-polikliniki-minska-6430/","","","","","","","","","","",""
"","","","","","","","","",""," Депутаты Палаты представителей Национального собрания, представляющие расположенные во Фрунзенском районе столицы округа, передали 2-й центральной районной поликлинике 100 фильтрующих респираторов — В складывающейся эпидситуации оставаться в стороне невозможно. Очень важно, чтобы сегодня медучреждения района максимально ощущали внимание и заботу. На прошлой неделе 7-я подстанция скорой медицинской помощи получила средства защиты, гигиены, технику в рамках «Марафона поддержки» Белорусского союза женщин. Сегодня 2-ю районную поликлинику поддержали мы. Уверена, будут и новые инициативы, — подчеркнула член Постоянной комиссии по национальной безопасности Палаты представителей, член президиума Белорусского союза женщин Марина Ленчевская.\n\nстатья в ""","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","Минск новости","","","","","","","","","","https://minsknews.by/stoliczy-zhenskoe-liczo-marina-lenchevskaya-ne-umeyu-byt-ravnodushnoj/","","","","","","","","","","",""
"","","","","","","","","","",""" просто о ней, биография, мысли\n\nстатья ""","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","Минск новости","","","","","","","","","","https://minsknews.by/minskij-deputat-budet-provodit-v-svoem-okruge-besplatnye-yuridicheskie-konsultaczii/","","","","","","","","","","",""
"","","","","","","","","","",""" о том, что она будет оказывать бесплатные юр. консультации\n\nв программе ","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","СТВ\n","","","","","","","","","","http://www.ctv.by/marina-lenchevskaya-dlya-menya-aleksandr-grigorevich-ochen-interesnyy-sobesednik-ochen","","","","","","","","","","",""
"","","","","","","","","","","Марина Ленчевская, избранный депутат Палаты представителей Национального собрания Республики Беларусь:\nКонечно, трепетная встреча. Всегда живое общение с лидером нации – это очень интересно. Тем более, для меня Александр Григорьевич – очень интересный собеседник, очень харизматичный человек. Мне очень нравится чувство юмора Александра Григорьевича. Всегда, конечно, с удовольствием его слушаю. Надеюсь, что прозвучат наставления, какие-то векторы, какие-то ориентиры нам, новому парламенту.\nЭтот парламент интересен ещё тем, что 40% парламента – это женщины. То есть это тоже впервые. 40! Здорово! Почему нет? И мне тоже интересна позиция лидера нашего государства, вот как он видит роль женщины в новом парламенте и, вообще, в принципе, в государстве, в формировании нашего гражданского общества.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1289","message","2020-08-26T05:09:45","","","","","сюжет ","","Евгения","4941467272","","","","","","","","","2020-08-26T05:35:23","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","СТВ","","","","","","","","","","http://www.ctv.by/novosti-minska-i-minskoy-oblasti/deputaty-predlagayut-otmenit-normu-o-razdelnom-soderzhanii-lic","","","","","","","","","","",""
"","","","","","","","","",""," ""Депутаты предлагают отменить норму о раздельном содержании лиц, осуждённых за незаконный оборот наркотиков. Она была принята декретом № 6 ещё в 2014 году. На такой шаг на этот раз решили пойти, благодаря тому, что число преступлений сократилась в три раза. От передозировки умирает в пять раз меньше людей, чем прежде.  Марина Ленчевская, депутат Палаты представителей Национального собрания Беларуси:\nНа мой взгляд, это правильно. Во-первых, это снимает, в том числе, и социальную напряженность в обществе. Во-вторых, это оптимизация финансовых расходов. Я думаю, это позитивное решение, которое будет правильным и необходимым сегодня.""\nТоже, возможно, об этом будет идти речь. И 8 декабря, мы знаем, 20 лет будет нашему Союзному договору России и Беларуси. Тут тоже всех интересует эта тема. Мы все об этом говорим. Интересно, какие будут наши дальнейшие взаимоотношения. Об этой интеграции очень много говорят, сегодня работают над дорожной картой. Мне вот тоже интересна позиция главы государства, я надеюсь, что-то он расскажет нам.\n\n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","text_link","Аккаунт Депутата в Instagram","","","","","","","","","","https://www.instagram.com/lenchevskaya.m/","","","","","","","","","","",""
"","","","1290","service","2020-08-26T05:09:52","Sergey","4449553711","invite_members","","","Sergey","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1292","message","2020-08-26T05:13:14","","","","","Спасибо за работу","","Евгений Бульба","4748697966","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1293","message","2020-08-26T05:15:09","","","","","Я прошу прощения, пока нет времени прочесть, можно тезисно описать?","","Vladimir","4811825857","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1294","message","2020-08-26T05:16:36","","","","","Это подтверждения информации о том, что она говорила до выборов и чем занималась по факту — полное несоответствие, в принципе невысокая инициативность","","Евгения","4941467272","","","1293","","","","","","","","","","","","","","","","","","","",""
"","","","1295","message","2020-08-26T05:17:30","","","","","Подскажите ПЛИЗ, по адресу Лобанка 11 какой всё-таки депутат? - на сайте путаница","","pikachu","4841980374","","","","","","","","","2020-08-26T05:17:55","","","","","","","","","","","","","",""
"","","","1296","message","2020-08-26T05:17:30","","","","","Копия любой речи усатого, отсутствие деятельности, пассивность.","","Евгений Бульба","4748697966","","","1293","","","","","","","","","","","","","","","","","","","",""
"","","","1298","service","2020-08-26T05:17:37","Ян Скшетускі","5587046434","invite_members","","","Ян Скшетускі","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1299","message","2020-08-26T05:17:40","","","","","Принято благодарю.","","Vladimir","4811825857","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1300","message","2020-08-26T05:19:15","","","","","Проверка вашего округа ","","Евгения","4941467272","","","1295","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","link","https://honest-people.by/deputy-search/","","","","","","","","","","","","","","","","","","","","",""
"","","","1301","service","2020-08-26T05:19:43","МАСЯНДРА","5632204240","invite_members","","","Просто Танюша","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1302","service","2020-08-26T05:20:25","Рыжая Плутовка","5692361761","invite_members","","","Рыжая Плутовка","","","","","","","","","","","","","","","","","","","","","","","","",""
