"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__edited","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__text__href","messages__reply_to_message_id","messages__forwarded_from","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen"
"","","","9908","message","2020-08-30T08:01:06","NEXTA Live","10003210496","","1920","1080","Жители Гомеля просят людей присоединяться к протесту.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","6","","","","","","","","",""
"","","","9909","message","2020-08-30T08:04:05","NEXTA Live","10003210496","","","","❗️","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","Сообщают о серьёзных проблемах в работе мобильного интернета у МТС и Life. Если у вас всё ещё работает интернет — информируйте окружающих вас людей о дальнейшем маршруте!","","","","","","","","","","","","","","",""
"","","","9910","message","2020-08-30T08:04:06","NEXTA Live","10003210496","","1080","1920","👍🏻","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","2","","","","","","","","",""
"","","","9911","message","2020-08-30T08:05:01","NEXTA Live","10003210496","","1080","1920","Только посмотрите, как десятки тысяч людей пропускают машину скорой помощи на улице Ленина в Минске!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","","","","","","","","",""
"","","","9912","message","2020-08-30T08:11:14","NEXTA Live","10003210496","","1080","1920","Саша, тебе несут подарок!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","42","","","","","","","","",""
"","","","9913","message","2020-08-30T08:12:20","NEXTA Live","10003210496","","464","848","К посольству Беларуси в Париже принесли очень оригинальный подарок для Лукашенко.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","58","","","","","","","","",""
"","","","9914","message","2020-08-30T08:12:20","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","756","568","","","","","","","","","","","","","","","","","",""
"","","","9915","message","2020-08-30T08:12:20","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","612","1280","","","","","","","","","","","","","","","","","",""
"","","","9916","message","2020-08-30T08:12:20","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","612","1280","","","","","","","","","","","","","","","","","",""
"","","","9917","message","2020-08-30T08:12:21","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","744","992","","","","","","","","","","","","","","","","","",""
"","","","9919","message","2020-08-30T08:14:03","NEXTA Live","10003210496","","1280","720","ОМОН перекрыл проход к дворцу Лукашенко.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","5","","","","","","","","",""
"","","","9920","message","2020-08-30T08:14:21","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","960","1280","В Бресте для Алехандро тоже подготовили подарок 😁","","","","","","","","","","","","","","","","",""
"","","","9921","message","2020-08-30T08:16:09","NEXTA Live","10003210496","","1072","1920","","italic","«Лукашенко в автозак!»\n\n","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","8","","","","","","","","",""
"","","","","","","","","","","","Глубокое на марше!","","","","","","","","","","","","","","","","",""
"","","","9923","message","2020-08-30T08:19:05","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","960","В Гомеле протестующих приветствует человек в советской военной форме и различными флагами. Никаких конфликтов нет. Только улыбки.\n\n","","","2020-08-30T08:19:16","","","","","","","","","","","","","",""
"","","","","","","","","","","","","italic","Фото: Радио Свобода","","","","","","","","","","","","","","",""
"","","","9924","message","2020-08-30T08:20:00","NEXTA Live","10003210496","","1280","720","","italic","«Брест выходи!»\n\n","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","","","","","","","","",""
"","","","","","","","","","","","... А вышло уже не мало!","","","","","","","","","","","","","","","","",""
"","","","9925","message","2020-08-30T08:20:00","NEXTA Live","10003210496","","1280","720","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","29","","","","","","","","",""
"","","","9926","message","2020-08-30T08:22:40","NEXTA Live","10003210496","","720","1280","ДЕСЯТКИ ТЫСЯЧ демонстрантов приближаются к Стеле!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","6","","","","","","","","",""
"","","","9927","message","2020-08-30T08:23:01","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","960","1280","В Минске знают, как следует поступать с дорожными ограждениями ⚪️🔴⚪️","","","","","","","","","","","","","","","","",""
"","","","9928","message","2020-08-30T08:26:08","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","960","1280","Тысячи людей на улицах Гомеля!","","","","","","","","","","","","","","","","",""
"","","","9929","message","2020-08-30T08:26:40","NEXTA Live","10003210496","","960","1280","Очень много людей у Стелы!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","5","","","","","","","","",""
"","","","9930","message","2020-08-30T08:26:40","NEXTA Live","10003210496","","1280","720","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","1","","","","","","","","",""
"","","","9931","message","2020-08-30T08:27:39","NEXTA Live","10003210496","","1080","1920","Горки с нами!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","4","","","","","","","","",""
"","","","9932","message","2020-08-30T08:30:38","NEXTA Live","10003210496","","2160","3840","Бобруйск! 💪🏻","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","","","","","","","","",""
"","","","9933","message","2020-08-30T08:30:50","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","720","Очень правильные плакаты в Могилёве!\n\nПоддерживаем!\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","italic","Фото: Белсат","","","","","","","","","","","","","","",""
"","","","9935","message","2020-08-30T08:34:09","NEXTA Live","10003210496","","1280","720","Run, baby, run!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","7","","","LUXTA","","","","","",""
"","","","9936","message","2020-08-30T08:34:46","NEXTA Live","10003210496","","360","640","Около железнодорожного вокзала в Гродно тоже собралось очень много людей!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","19","","","","","","","","",""
"","","","9937","message","2020-08-30T08:41:58","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","720","Пробились фото со стелы сейчас! \n","","","","","","","","","","","#МотолькоПомоги этому городишко от 3% избавиться","","","","","",""
"","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","","",""
"","","","9938","message","2020-08-30T08:41:58","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","720","","","","","","","","","","","","#МотолькоПомоги этому городишко от 3% избавиться","","","","","",""
"","","","9939","message","2020-08-30T08:41:59","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","720","","","","","","","","","","","","#МотолькоПомоги этому городишко от 3% избавиться","","","","","",""
"","","","9940","message","2020-08-30T08:41:59","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","720","","","","","","","","","","","","#МотолькоПомоги этому городишко от 3% избавиться","","","","","",""
"","","","9941","message","2020-08-30T08:41:59","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","720","","","","","","","","","","","","#МотолькоПомоги этому городишко от 3% избавиться","","","","","",""
"","","","9942","message","2020-08-30T08:43:14","NEXTA Live","10003210496","","368","640","Жабинка!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","170","","","","","","","","",""
"","","","9943","message","2020-08-30T08:44:17","NEXTA Live","10003210496","","720","480","Несколько тысяч человек в Бресте скандируют «Жыве Беларусь!» и «Уходи!»","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","","","","","","","","",""
"","","","9944","message","2020-08-30T08:44:17","NEXTA Live","10003210496","","720","480","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","","","","","","","","",""
"","","","9945","message","2020-08-30T08:45:31","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1249","937","Десятки тысяч людей собираются у Стелы!","","","","","","","","","","","","","","","","",""
"","","","9946","message","2020-08-30T08:46:06","NEXTA Live","10003210496","","720","1280","Людей в Гродно собралось ещё больше!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","23","","","","","","","","",""
"","","","9947","message","2020-08-30T08:48:17","NEXTA Live","10003210496","","720","1280","Бобруйск тоже вышел! Жыве!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","","","","","","","","",""
"","","","9948","message","2020-08-30T08:48:27","NEXTA Live","10003210496","","854","480","Бесконечная колонна людей в Гомеле!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","142","","","","","","","","",""
"","","","9949","message","2020-08-30T08:48:52","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","1112","","bold","❗️МИНСК! Напоминаем план!:\n\n1. От Стелы идём в сторону Кальварийской и метро Молодёжная!\n","2020-08-30T08:52:04","","","","","","","","","","","","","",""
"","","","","","","","","","","","2. ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","Выходим к метро Молодёжная,  затем Пушкинская\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","3. ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","Поворачиваем на проспект Пушкина \n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","4. ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","Выходим к ТЦ ""Корона-Замок""\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","5. ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","Оставляем подарки узурпатору на площади госфлага\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","Если подходы к площади госфлага вновь перекроют, оставляем подарки его приспешникам-карателям, пускай передадут лично.\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","Держимся вместе, помним про сцепки и что своих не отдаём!","","","","","","","","","","","","","","",""
"","","","9950","message","2020-08-30T08:50:08","NEXTA Live","10003210496","","720","1280","Могилёв! 🤍❤️🤍","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","","","","","","","","",""
"","","","9951","message","2020-08-30T08:51:10","NEXTA Live","10003210496","","720","1280","Сотрудники ГАИ остановили машину, на которой висел бело-красно-белый флаг. Протестующие кричат гаишникам: «Позор!»","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","","","","","","","","",""
"","","","9952","message","2020-08-30T08:51:50","NEXTA Live","10003210496","","640","360","Кобрин вышел!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","22","","","","","","","","",""
"","","","9953","message","2020-08-30T08:52:58","NEXTA Live","10003210496","","720","1280","Стела! Как минимум 100 000 человек уже здесь!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","","","","","","","","",""
"","","","9954","message","2020-08-30T08:53:15","NEXTA Live","10003210496","","","","","bold","В Гродно из конца колонны мутанты в чёрном выдернули пару человек. Будьте осторожны!","","","","","","","","","","","","","","",""
"","","","9955","message","2020-08-30T08:54:34","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","956","1276","В Лиде есть свой «КОМОН».","","","","","","","","","","","","","","","","",""
"","","","9956","message","2020-08-30T08:55:09","NEXTA Live","10003210496","","1280","720","Протестующие на проспекте Победителей. Видео с квадрокоптера.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","71","","","TUT.BY новости","","","","","",""
"","","","9957","message","2020-08-30T08:55:26","NEXTA Live","10003210496","","720","1280","Пружаны идут!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","27","","","","","","","","",""
"","","","9958","message","2020-08-30T08:57:58","NEXTA Live","10003210496","","720","1280","Тысячи людей в Витебске вышли на Марш мира и независимости!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","6","","","","","","","","",""
"","","","9959","message","2020-08-30T09:03:22","NEXTA Live","10003210496","","1920","1080","Тысячи демонстрантов продолжают идти в сторону Стелы и Дворца Саши!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","","","","","","","","",""
"","","","9960","message","2020-08-30T09:04:20","NEXTA Live","10003210496","","","","Метро снова работает в обычном режиме — открыты все станции на вход и выход.","","","","","","","","","","","","","","","","",""
"","","","9961","message","2020-08-30T09:04:45","NEXTA Live","10003210496","","1080","1920","","bold","Гродно сегодня в ударе!\n\n","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","23","","","","","","","","",""
"","","","","","","","","","","","Подписчики сообщают, что удалось отбить несколько своих от гоблинов! \n\nА на некоторых участках дороги машины пробуют заблокировать движение.","","","","","","","","","","","","","","","","",""
"","","","9962","message","2020-08-30T09:06:27","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","720","САША! ВЫХОДИ!\n\nНевероятное количество людей идёт к дворцу диктатора!","","","","","","","","","","","","","","","","",""
"","","","9963","message","2020-08-30T09:07:57","NEXTA Live","10003210496","","1280","720","Минск наш! ⚪️🔴⚪️","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","71","","","","","","","","",""
"","","","9964","message","2020-08-30T09:09:23","NEXTA Live","10003210496","","1920","1080","В Барановичах круто!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","","","","","","","","",""
"","","","9965","message","2020-08-30T09:11:57","NEXTA Live","10003210496","","720","1280","Гомель сейчас. Около ж/д вокзала.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","19","","","","","","","","",""
"","","","9966","message","2020-08-30T09:13:14","NEXTA Live","10003210496","","720","1280","","bold","‼️ОГРОМНОЕ КОЛИЧЕТСВО ЛЮДЕЙ ПОДХОДИТ К ДВОРЦУ ДИКТАТОРА!","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","4","","","","","","","","",""
"","","","9967","message","2020-08-30T09:13:14","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","960","1280","","","","","","","","","","","","","","","","","",""
"","","","9968","message","2020-08-30T09:13:14","NEXTA Live","10003210496","","720","1280","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","4","","","","","","","","",""
"","","","9969","message","2020-08-30T09:13:52","NEXTA Live","10003210496","","720","1280","В Витебске ГАИшники задержали сигналящего водителя такси.\n\nЛюдей такой подход не устроил и уже через пару минут таксиста отпустили без штрафа!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","34","","","","","","","","",""
"","","","9970","message","2020-08-30T09:16:15","NEXTA Live","10003210496","","720","1280","Гомель!💪🏻","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16","","","","","","","","",""
"","","","9971","message","2020-08-30T09:19:25","NEXTA Live","10003210496","","480","854","Мозырь на движениях 😉","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","61","","","","","","","","",""
"","","","9972","message","2020-08-30T09:23:17","NEXTA Live","10003210496","","1080","1920","Гродно топ!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","6","","","","","","","","",""
"","","","9973","message","2020-08-30T09:23:17","NEXTA Live","10003210496","","720","1280","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","51","","","","","","","","",""
"","","","9974","message","2020-08-30T09:24:09","NEXTA Live","10003210496","","1280","720","«Саша, ты уволен!» — скандируют в Барановичах.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","","","","","","","","",""
"","","","9975","message","2020-08-30T09:31:09","NEXTA Live","10003210496","","1280","720","Копы сопровождают колонну в Молодечно и просят людей разойтись.\n\n","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","102","","","","","","","","",""
"","","","","","","","","","","","","italic","Правда, в голосе из громкоговорителя особого энтузиазма не слышно","","","","","","","","","","","","","","",""
"","","","","","","","","","","","😂","","","","","","","","","","","","","","","","",""
"","","","9976","message","2020-08-30T09:31:11","NEXTA Live","10003210496","","720","1280","В мире можно смотреть на три вещи: как горит огонь, как течет вода и как белорусы собираются у дворца узурпатора.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","31","","","","","","","","",""
"","","","9977","message","2020-08-30T09:34:42","NEXTA Live","10003210496","","1080","1920","Из Уручья (предположительно из 120 ОМБР) в центр города выдвинулась колонна БМП.\n\nВы напугали деда!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","","","","","","","","",""
"","","","9978","message","2020-08-30T09:35:00","NEXTA Live","10003210496","","1280","720","Брест сейчас.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","24","","","","","","","","",""
"","","","9979","message","2020-08-30T09:35:59","NEXTA Live","10003210496","","1920","1080","Белоозёрск ❤️","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","25","","","","","","","","",""
"","","","9980","message","2020-08-30T09:37:58","NEXTA Live","10003210496","","1280","720","«Это наш город!» — скандируют люди в Бобруйске и держат портреты политзаключённых.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","","","","","","","","",""
"","","","9981","message","2020-08-30T09:40:21","NEXTA Live","10003210496","","1080","1920","Очень душевное шествие проходит в Речице","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","29","","","","","","","","",""
"","","","9982","message","2020-08-30T09:41:52","NEXTA Live","10003210496","","720","1280","Десятки тысяч людей продолжают стягиваться к дворцу диктатора, чтобы поздравить его с последним ДР на троне и передать подарки!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","31","","","","","","","","",""
"","","","9983","message","2020-08-30T09:42:02","NEXTA Live","10003210496","","1280","720","Гродненцы пришли к зданию областного клинического центра «Психиатрии-наркологии» и скандируют: «Заберите Сашу!»","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","","","","","","","","",""
"","","","9984","message","2020-08-30T09:45:41","NEXTA Live","10003210496","","1080","1920","В Жлобине люди тусуются около Дворца культуры металлургов. Для повышения уровня юбилейности происходящего, во Дворце включили какой-то угарелый трек. Всем вроде нравится😄","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16","","","","","","","","",""
"","","","9985","message","2020-08-30T09:47:11","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","1280","Без комментариев!","","","","","","","","","","","","","","","","",""
"","","","9986","message","2020-08-30T09:48:18","NEXTA Live","10003210496","","1280","720","Десятки тысяч протестующих вплотную подошли к силовикам у дворца Независимости.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","26","","","TUT.BY новости","","","","","",""
"","","","9987","message","2020-08-30T09:53:02","NEXTA Live","10003210496","","1280","720","ТРИБУНАЛ!\n\n","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","20","","","","","","","","",""
"","","","","","","","","","","","","italic","Видео: Onliner","","","","","","","","","","","","","","",""
"","","","9988","message","2020-08-30T09:55:06","NEXTA Live","10003210496","","1920","1080","Тысячи людей в Бресте движутся колонной по городу.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","20","","","","","","","","",""
"","","","9989","message","2020-08-30T09:56:05","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","720","Невероятное количество людей стоит вплотную к оцеплению карателей","","","","","","","","","","","МАЯ КРАІНА БЕЛАРУСЬ","","","","","",""
"","","","9990","message","2020-08-30T09:56:05","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","720","","","","","","","","","","","","МАЯ КРАІНА БЕЛАРУСЬ","","","","","",""
"","","","9991","message","2020-08-30T09:56:06","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","720","","","","","","","","","","","","МАЯ КРАІНА БЕЛАРУСЬ","","","","","",""
"","","","9992","message","2020-08-30T09:59:28","NEXTA Live","10003210496","","","","","bold","‼️МИНСК! Остаёмся у оцепления возле дворца диктатора! \n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","И да, по всей вероятности Таракан находится внутри, так что можете продолжать его громко звать!","","","","","","","","","","","","","","","","",""
"","","","9993","message","2020-08-30T10:02:03","NEXTA Live","10003210496","","1280","720","В Речице задержаны два участника сегодняшнего Марша за мир и независимость.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","24","","","","","","","","",""
"","","","9994","message","2020-08-30T10:02:03","NEXTA Live","10003210496","","1280","720","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","","","","","","","","",""
"","","","9995","message","2020-08-30T10:03:28","NEXTA Live","10003210496","","","","СМИ сообщают, что к оцеплению в Минске подошли люди с плакатом «Спортсмены с народом». Среди них олимпийская призёрка Александра Герасименя и баскетболистка Елена Левченко. Они кричат: «Мы играем честно», «Народ победил».","","","","","","","","","","","","","","","","",""
"","","","9996","message","2020-08-30T10:08:37","NEXTA Live","10003210496","","800","440","Жара возле дворца Лукашенко!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","","","","","","","","",""
"","","","9997","message","2020-08-30T10:09:25","NEXTA Live","10003210496","","1080","1920","В Варшаве сейчас проходит мини-концерт в поддержку белорусов!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","30","","","","","","","","",""
"","","","9998","message","2020-08-30T10:12:26","NEXTA Live","10003210496","","360","640","","bold","❗️Минск вызывает диктатора на разговор! \n\n","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","","","","","","","","",""
"","","","","","","","","","","","САША ВЫХОДИ!","","","","","","","","","","","","","","","","",""
"","","","9999","message","2020-08-30T10:14:29","NEXTA Live","10003210496","","1280","720","У Дворца Независимости люди начали поднимать вверх зажжённые фонарики и поют песни","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","23","","","Onliner","","","","","",""
"","","","10000","message","2020-08-30T10:17:48","NEXTA Live","10003210496","","1280","720","Гродно сейчас.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","32","","","","","","","","",""
"","","","10001","message","2020-08-30T10:20:07","NEXTA Live","10003210496","","1280","720","Полчаса назад в Жодино мусора очень жёстко задерживали мужчину, используя удушающие приёмы!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","67","","","","","","","","",""
"","","","10002","message","2020-08-30T10:21:01","NEXTA Live","10003210496","","1920","1080","В Гомеле считают, что президент — Света!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","27","","","","","","","","",""
"","","","10003","message","2020-08-30T10:24:03","NEXTA Live","10003210496","","","","В Минске начался сильный дождь! Однако, судя по метеорадарам, он продлится совсем недолго — около 20-30 минут!","","","","","","","","","","","","","","","","",""
"","","","10004","message","2020-08-30T10:24:19","NEXTA Live","10003210496","","720","1280","На ул. Пролетарской в Гродно было сегодня так.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","20","","","","","","","","",""
"","","","10005","message","2020-08-30T10:28:21","NEXTA Live","10003210496","","720","1280","Сморгонь тоже за мир и независимость!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","29","","","","","","","","",""
"","","","10006","message","2020-08-30T10:38:31","NEXTA Live","10003210496","","","","","bold","Минск. ","","","","","","","","","TUT.BY новости","","","","","",""
"","","","","","","","","","",""," Пошел небольшой дождь. Люди говорят: «Мы не сахарные, мы не растаем», «Саша не плачь».\n\nНекоторые люди начали уходить, они скандирует: «Мы еще вернемся!», «Каждый день и до победы».\n\nОдин из парней из толпы рассказал силовикам, что неравнодушные люди за несколько дней собрали несколько миллионов долларов на помощь пострадавшим от насилия. Он говорит, что силовикам люди тоже помогут, если они поддержат мирных граждан. «Мы не должны страдать от рук ОМОНа и Алмаза», — говорят из толпы. «Пацаны, мы можем сбросить на карту», — кто-то обратился к силовикам.\n\nДождь стал усиливаться, но большинство собравшихся продолжает стоять на площади.","","","","","","","","","","","","","","","","",""
"","","","10007","message","2020-08-30T10:38:42","NEXTA Live","10003210496","","720","1280","Витебск ⚪️🔴⚪️","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","","","","","","","","",""
"","","","10008","message","2020-08-30T10:40:16","NEXTA Live","10003210496","","720","1280","В Гродно невоспитанная представительница лехтарата Лукашенко попыталась оскорбить мирных протестующих.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","","","","","","","","",""
"","","","10009","message","2020-08-30T10:43:14","NEXTA Live","10003210496","","640","360","В Барановичах протестующие тоже встретились с легендарным элехторатом 😂","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","51","","","","","","","","",""
"","","","10010","message","2020-08-30T10:52:11","NEXTA Live","10003210496","","1280","720","А вот как сегодня в Минске люди отбивали своих от лукашистских гоблинов!💪🏻","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","69","","","","","","","","",""
"","","","10011","message","2020-08-30T10:54:08","NEXTA Live","10003210496","","1920","1080","Тысячи людей в Витебске направляются в сторону Московского проспекта.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","","","","","","","","",""
"","","","10012","message","2020-08-30T10:54:22","NEXTA Live","10003210496","","1280","720","Патриотический автопробег в Ивье!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","19","","","","","","","","",""
"","","","10013","message","2020-08-30T10:57:18","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","718","1280","Патриотичный Мозырь сейчас!","","","","","","","","","","","","","","","","",""
"","","","10014","message","2020-08-30T11:01:08","NEXTA Live","10003210496","","1920","1080","","italic","«С днём рождения, Крыса!»","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","","","","","","","","",""
